session_id,user_id,assessment_type_id,started_at,completed_at,session_status,difficulty_level,device_type,consent_id
SES00005828,USR001128,AT005,2026-03-30T16:37:00,,abandoned,4,mobile,CON00003652
SES00005829,USR001128,AT005,2026-05-03T19:01:00,2026-05-03T19:02:09,completed,3,tablet,CON00003652
SES00005830,USR001128,AT003,2026-08-04T00:26:00,,abandoned,4,mobile,CON00003652
SES00005831,USR001128,AT004,2026-08-22T03:33:00,,abandoned,3,mobile,CON00003652
SES00005832,USR001128,AT001,2026-09-05T22:16:00,2026-09-05T22:17:01,completed,2,desktop,CON00003652
SES00005833,USR001128,AT001,2026-09-07T03:17:00,2026-09-07T03:18:06,completed,2,mobile,CON00003652
SES00005834,USR001129,AT001,2025-11-13T14:56:00,2025-11-13T14:56:59,completed,1,desktop,CON00003656
SES00005835,USR001129,AT001,2026-01-12T04:19:00,2026-01-12T04:19:41,completed,1,mobile,CON00003656
SES00005836,USR001129,AT003,2026-04-05T13:59:00,2026-04-05T13:59:58,completed,2,mobile,CON00003656
SES00005837,USR001129,AT004,2026-07-22T14:12:00,2026-07-22T14:13:13,completed,3,mobile,CON00003656
SES00005838,USR001130,AT002,2026-02-23T04:18:00,2026-02-23T04:19:06,completed,2,mobile,CON00003659
SES00005839,USR001130,AT002,2026-04-05T00:56:00,2026-04-05T00:56:42,completed,3,mobile,CON00003659
SES00005840,USR001130,AT003,2026-06-04T03:24:00,2026-06-04T03:25:00,completed,2,mobile,CON00003659
SES00005841,USR001130,AT005,2026-06-18T22:05:00,2026-06-18T22:05:49,completed,2,mobile,CON00003659
SES00005842,USR001130,AT005,2026-06-22T08:55:00,2026-06-22T08:55:42,completed,1,mobile,CON00003659
SES00005843,USR001130,AT005,2026-07-21T04:25:00,2026-07-21T04:25:52,completed,4,desktop,CON00003659
SES00005844,USR001130,AT002,2026-07-21T23:30:00,2026-07-21T23:31:00,completed,3,mobile,CON00003659
SES00005845,USR001132,AT002,2026-02-20T21:08:00,2026-02-20T21:09:13,completed,1,desktop,CON00003664
SES00005846,USR001132,AT003,2026-05-13T05:50:00,,abandoned,2,mobile,CON00003664
SES00005847,USR001132,AT005,2026-07-18T21:11:00,2026-07-18T21:11:47,completed,4,tablet,CON00003664
SES00005848,USR001132,AT004,2026-08-25T01:56:00,2026-08-25T01:56:48,completed,1,mobile,CON00003664
SES00005849,USR001132,AT002,2026-08-28T04:02:00,2026-08-28T04:03:08,completed,4,mobile,CON00003664
SES00005850,USR001135,AT005,2026-01-07T22:59:00,2026-01-07T22:59:35,completed,1,tablet,CON00003671
SES00005851,USR001135,AT002,2026-03-11T01:27:00,2026-03-11T01:27:53,completed,1,desktop,CON00003671
SES00005852,USR001135,AT003,2026-04-02T16:47:00,2026-04-02T16:48:07,completed,3,mobile,CON00003671
SES00005853,USR001135,AT001,2026-06-25T03:51:00,2026-06-25T03:51:47,completed,3,mobile,CON00003671
SES00005854,USR001135,AT002,2026-07-06T01:49:00,2026-07-06T01:49:36,completed,4,mobile,CON00003671
SES00005855,USR001135,AT002,2026-08-11T21:40:00,2026-08-11T21:40:43,completed,4,mobile,CON00003671
SES00005856,USR001135,AT001,2026-09-01T16:23:00,2026-09-01T16:23:55,completed,3,mobile,CON00003671
SES00005857,USR001136,AT004,2026-01-22T06:33:00,2026-01-22T06:34:16,completed,2,mobile,CON00003674
SES00005858,USR001136,AT003,2026-02-24T23:07:00,2026-02-24T23:07:58,completed,3,mobile,CON00003674
SES00005859,USR001136,AT004,2026-03-15T19:17:00,2026-03-15T19:17:47,completed,3,mobile,CON00003674
SES00005860,USR001136,AT002,2026-04-27T02:58:00,2026-04-27T02:59:27,completed,1,mobile,CON00003674
SES00005861,USR001136,AT005,2026-04-30T07:05:00,2026-04-30T07:06:11,completed,3,mobile,CON00003674
SES00005862,USR001136,AT002,2026-06-05T03:09:00,2026-06-05T03:10:07,completed,1,desktop,CON00003674
SES00005863,USR001136,AT001,2026-07-22T01:12:00,2026-07-22T01:13:32,completed,1,tablet,CON00003674
SES00005864,USR001136,AT001,2026-07-23T01:37:00,2026-07-23T01:37:41,completed,3,tablet,CON00003674
SES00005865,USR001138,AT004,2025-11-10T23:48:00,,interrupted,4,mobile,CON00003679
SES00005866,USR001138,AT001,2025-11-17T21:31:00,2025-11-17T21:31:54,completed,3,mobile,CON00003679
SES00005867,USR001138,AT003,2025-12-21T13:55:00,2025-12-21T13:55:56,completed,4,mobile,CON00003679
SES00005868,USR001138,AT005,2026-04-09T15:42:00,2026-04-09T15:43:16,completed,4,desktop,CON00003679
SES00005869,USR001138,AT002,2026-05-09T12:31:00,2026-05-09T12:32:09,completed,1,mobile,CON00003679
SES00005870,USR001138,AT002,2026-05-26T23:18:00,2026-05-26T23:18:38,completed,4,mobile,CON00003679
SES00005871,USR001138,AT005,2026-07-21T22:50:00,2026-07-21T22:50:41,completed,2,mobile,CON00003679
SES00005872,USR001138,AT001,2026-07-27T23:31:00,2026-07-27T23:31:42,completed,2,mobile,CON00003679
SES00005873,USR001139,AT004,2025-11-05T02:44:00,2025-11-05T02:45:04,completed,4,mobile,CON00003683
SES00005874,USR001139,AT005,2026-01-21T13:09:00,2026-01-21T13:09:55,completed,3,mobile,CON00003683
SES00005875,USR001139,AT005,2026-02-04T03:32:00,2026-02-04T03:32:45,completed,4,tablet,CON00003683
SES00005876,USR001139,AT004,2026-04-03T05:01:00,2026-04-03T05:01:57,completed,1,desktop,CON00003683
SES00005877,USR001139,AT002,2026-04-14T03:08:00,2026-04-14T03:08:46,completed,4,mobile,CON00003683
SES00005878,USR001139,AT003,2026-05-06T10:27:00,2026-05-06T10:27:53,completed,3,desktop,CON00003683
SES00005879,USR001139,AT004,2026-09-01T01:15:00,2026-09-01T01:15:59,completed,3,mobile,CON00003683
SES00005880,USR001140,AT004,2025-11-09T03:13:00,2025-11-09T03:13:46,completed,4,tablet,CON00003686
SES00005881,USR001140,AT005,2025-11-28T22:14:00,2025-11-28T22:14:54,completed,1,mobile,CON00003686
SES00005882,USR001140,AT004,2026-03-23T00:38:00,2026-03-23T00:38:52,completed,3,mobile,CON00003686
SES00005883,USR001140,AT005,2026-03-27T06:27:00,2026-03-27T06:27:54,completed,4,mobile,CON00003686
SES00005884,USR001140,AT005,2026-04-11T01:42:00,2026-04-11T01:42:50,completed,3,desktop,CON00003686
SES00005885,USR001140,AT003,2026-04-28T20:21:00,2026-04-28T20:22:06,completed,1,desktop,CON00003686
SES00005886,USR001140,AT001,2026-07-19T05:39:00,2026-07-19T05:39:49,completed,1,mobile,CON00003686
SES00005887,USR001140,AT004,2026-07-31T05:17:00,2026-07-31T05:17:57,completed,1,desktop,CON00003686
SES00005888,USR001141,AT003,2026-01-12T13:23:00,2026-01-12T13:24:03,completed,3,tablet,CON00003689
SES00005889,USR001141,AT002,2026-01-19T21:21:00,2026-01-19T21:22:04,completed,2,desktop,CON00003689
SES00005890,USR001141,AT004,2026-04-01T22:48:00,,abandoned,2,mobile,CON00003689
SES00005891,USR001141,AT002,2026-06-21T15:25:00,2026-06-21T15:25:42,completed,1,mobile,CON00003689
SES00005892,USR001141,AT005,2026-07-17T20:11:00,2026-07-17T20:11:56,completed,2,desktop,CON00003689
SES00005893,USR001141,AT001,2026-07-22T01:05:00,2026-07-22T01:06:24,completed,2,mobile,CON00003689
SES00005894,USR001141,AT002,2026-07-22T18:26:00,2026-07-22T18:26:47,completed,4,desktop,CON00003689
SES00005895,USR001141,AT005,2026-08-12T16:08:00,2026-08-12T16:08:47,completed,3,mobile,CON00003689
SES00005896,USR001142,AT001,2026-02-06T17:41:00,2026-02-06T17:41:34,completed,4,tablet,CON00003693
SES00005897,USR001142,AT004,2026-03-18T08:14:00,2026-03-18T08:15:09,completed,3,mobile,CON00003693
SES00005898,USR001142,AT005,2026-05-19T08:55:00,2026-05-19T08:55:47,completed,1,desktop,CON00003693
SES00005899,USR001142,AT004,2026-06-06T06:44:00,2026-06-06T06:45:19,completed,4,mobile,CON00003693
SES00005900,USR001142,AT005,2026-06-22T11:08:00,2026-06-22T11:08:58,completed,2,tablet,CON00003693
SES00005901,USR001142,AT005,2026-06-29T11:07:00,2026-06-29T11:08:08,completed,3,mobile,CON00003693
SES00005902,USR001142,AT001,2026-07-28T17:23:00,2026-07-28T17:23:48,completed,3,mobile,CON00003693
SES00005903,USR001142,AT001,2026-08-10T05:00:00,2026-08-10T05:00:46,completed,3,mobile,CON00003693
SES00005904,USR001142,AT002,2026-09-04T12:11:00,2026-09-04T12:11:48,completed,2,desktop,CON00003693
SES00005905,USR001143,AT001,2026-01-31T05:27:00,,abandoned,1,mobile,CON00003697
SES00005906,USR001143,AT003,2026-02-08T00:07:00,,abandoned,2,tablet,CON00003697
SES00005907,USR001143,AT002,2026-02-08T20:30:00,2026-02-08T20:31:24,completed,2,mobile,CON00003697
SES00005908,USR001143,AT003,2026-03-10T00:35:00,2026-03-10T00:35:34,completed,4,tablet,CON00003697
SES00005909,USR001143,AT003,2026-03-18T20:37:00,2026-03-18T20:37:53,completed,3,mobile,CON00003697
SES00005910,USR001143,AT002,2026-06-17T21:14:00,2026-06-17T21:15:12,completed,4,desktop,CON00003697
SES00005911,USR001143,AT004,2026-07-28T21:36:00,,abandoned,1,mobile,CON00003697
SES00005912,USR001143,AT005,2026-08-09T04:58:00,2026-08-09T04:58:51,completed,3,desktop,CON00003697
SES00005913,USR001144,AT003,2026-01-04T09:22:00,2026-01-04T09:23:11,completed,2,mobile,CON00003701
SES00005914,USR001144,AT004,2026-06-10T01:48:00,,interrupted,2,mobile,CON00003701
SES00005915,USR001144,AT003,2026-06-12T06:34:00,2026-06-12T06:35:22,completed,1,mobile,CON00003701
SES00005916,USR001144,AT001,2026-07-08T23:09:00,2026-07-08T23:10:03,completed,2,desktop,CON00003701
SES00005917,USR001144,AT003,2026-09-10T01:21:00,2026-09-10T01:21:39,completed,3,mobile,CON00003701
SES00005918,USR001145,AT002,2026-01-20T22:58:00,2026-01-20T22:59:20,completed,1,desktop,CON00003706
SES00005919,USR001145,AT002,2026-02-04T08:42:00,2026-02-04T08:42:52,completed,4,desktop,CON00003706
SES00005920,USR001145,AT001,2026-03-15T10:51:00,2026-03-15T10:52:12,completed,4,mobile,CON00003706
SES00005921,USR001145,AT004,2026-03-17T22:14:00,2026-03-17T22:15:11,completed,2,desktop,CON00003706
SES00005922,USR001145,AT002,2026-03-25T06:16:00,2026-03-25T06:17:02,completed,2,desktop,CON00003706
SES00005923,USR001145,AT005,2026-04-01T03:59:00,2026-04-01T03:59:58,completed,4,mobile,CON00003706
SES00005924,USR001145,AT005,2026-04-23T06:56:00,2026-04-23T06:56:44,completed,2,mobile,CON00003706
SES00005925,USR001145,AT003,2026-08-22T22:53:00,,abandoned,1,tablet,CON00003706
SES00005926,USR001145,AT002,2026-09-08T09:13:00,2026-09-08T09:14:10,completed,4,mobile,CON00003706
SES00005927,USR001146,AT005,2025-12-23T18:36:00,2025-12-23T18:36:50,completed,1,desktop,CON00003709
SES00005928,USR001146,AT002,2026-02-27T16:27:00,,interrupted,4,mobile,CON00003709
SES00005929,USR001146,AT003,2026-05-07T16:33:00,2026-05-07T16:33:41,completed,4,mobile,CON00003709
SES00005930,USR001146,AT005,2026-08-01T17:00:00,2026-08-01T17:00:54,completed,1,mobile,CON00003709
SES00005931,USR001146,AT001,2026-08-18T13:34:00,2026-08-18T13:34:40,completed,1,mobile,CON00003709
SES00005932,USR001146,AT001,2026-09-09T16:34:00,2026-09-09T16:35:18,completed,2,desktop,CON00003709
SES00005933,USR001147,AT003,2026-02-24T23:48:00,2026-02-24T23:48:45,completed,2,mobile,CON00003712
SES00005934,USR001147,AT004,2026-03-23T08:37:00,2026-03-23T08:37:56,completed,4,mobile,CON00003712
SES00005935,USR001147,AT003,2026-04-02T03:49:00,2026-04-02T03:50:16,completed,3,mobile,CON00003712
SES00005936,USR001147,AT005,2026-05-03T20:52:00,2026-05-03T20:52:56,completed,4,mobile,CON00003712
SES00005937,USR001147,AT005,2026-07-28T06:33:00,2026-07-28T06:34:06,completed,2,mobile,CON00003712
SES00005938,USR001147,AT003,2026-08-10T02:40:00,,interrupted,2,mobile,CON00003712
SES00005939,USR001148,AT003,2026-02-10T21:03:00,2026-02-10T21:03:57,completed,3,desktop,CON00003715
SES00005940,USR001148,AT005,2026-03-20T01:27:00,2026-03-20T01:28:03,completed,2,mobile,CON00003715
SES00005941,USR001148,AT003,2026-03-30T00:55:00,2026-03-30T00:56:00,completed,1,mobile,CON00003715
SES00005942,USR001148,AT001,2026-05-10T22:03:00,2026-05-10T22:03:39,completed,1,tablet,CON00003715
SES00005943,USR001148,AT005,2026-07-05T19:11:00,2026-07-05T19:11:39,completed,1,mobile,CON00003715
SES00005944,USR001148,AT001,2026-07-16T03:54:00,2026-07-16T03:55:11,completed,4,mobile,CON00003715
SES00005945,USR001148,AT005,2026-08-18T18:59:00,2026-08-18T18:59:44,completed,2,mobile,CON00003715
SES00005946,USR001148,AT002,2026-08-28T02:45:00,2026-08-28T02:46:11,completed,2,mobile,CON00003715
SES00005947,USR001148,AT002,2026-09-05T21:32:00,2026-09-05T21:32:32,completed,2,mobile,CON00003715
SES00005948,USR001149,AT005,2026-01-23T02:21:00,2026-01-23T02:22:16,completed,4,mobile,CON00003718
SES00005949,USR001149,AT002,2026-06-10T23:41:00,2026-06-10T23:42:18,completed,3,tablet,CON00003718
SES00005950,USR001149,AT004,2026-07-04T05:30:00,2026-07-04T05:31:06,completed,3,mobile,CON00003718
SES00005951,USR001149,AT002,2026-08-07T05:56:00,2026-08-07T05:57:15,completed,2,tablet,CON00003718
SES00005952,USR001150,AT004,2025-12-13T17:50:00,2025-12-13T17:51:16,completed,3,mobile,CON00003722
SES00005953,USR001150,AT005,2026-01-09T21:19:00,2026-01-09T21:19:47,completed,3,desktop,CON00003722
SES00005954,USR001150,AT001,2026-01-30T15:31:00,2026-01-30T15:32:22,completed,2,tablet,CON00003722
SES00005955,USR001150,AT003,2026-04-15T17:18:00,2026-04-15T17:18:40,completed,1,mobile,CON00003722
SES00005956,USR001150,AT005,2026-06-27T15:28:00,2026-06-27T15:29:10,completed,2,mobile,CON00003722
SES00005957,USR001150,AT005,2026-08-16T22:15:00,2026-08-16T22:15:49,completed,4,mobile,CON00003722
SES00005958,USR001150,AT002,2026-09-04T22:55:00,2026-09-04T22:55:56,completed,3,tablet,CON00003722
SES00005959,USR001151,AT002,2026-01-18T01:18:00,2026-01-18T01:18:57,completed,1,mobile,CON00003725
SES00005960,USR001151,AT005,2026-02-23T05:43:00,2026-02-23T05:43:38,completed,2,tablet,CON00003725
SES00005961,USR001151,AT001,2026-02-28T21:28:00,2026-02-28T21:28:45,completed,4,desktop,CON00003725
SES00005962,USR001151,AT001,2026-05-19T00:17:00,2026-05-19T00:17:53,completed,2,mobile,CON00003725
SES00005963,USR001151,AT002,2026-07-02T03:44:00,2026-07-02T03:45:09,completed,2,mobile,CON00003725
SES00005964,USR001151,AT002,2026-09-03T07:16:00,2026-09-03T07:16:36,completed,2,mobile,CON00003725
SES00005965,USR001152,AT003,2026-01-28T06:47:00,2026-01-28T06:47:58,completed,3,mobile,CON00003729
SES00005966,USR001152,AT003,2026-02-04T10:56:00,2026-02-04T10:56:45,completed,3,mobile,CON00003729
SES00005967,USR001152,AT003,2026-02-26T04:00:00,2026-02-26T04:00:50,completed,4,mobile,CON00003729
SES00005968,USR001152,AT003,2026-03-13T07:24:00,2026-03-13T07:25:10,completed,4,mobile,CON00003729
SES00005969,USR001152,AT003,2026-03-16T10:13:00,2026-03-16T10:14:02,completed,2,mobile,CON00003729
SES00005970,USR001152,AT001,2026-04-07T07:22:00,2026-04-07T07:23:23,completed,4,mobile,CON00003729
SES00005971,USR001152,AT003,2026-06-21T08:37:00,2026-06-21T08:37:31,completed,1,tablet,CON00003729
SES00005972,USR001152,AT003,2026-08-29T14:06:00,2026-08-29T14:07:11,completed,4,mobile,CON00003729
SES00005973,USR001153,AT004,2026-02-25T04:52:00,2026-02-25T04:52:36,completed,1,desktop,CON00003732
SES00005974,USR001153,AT003,2026-04-17T11:01:00,2026-04-17T11:02:33,completed,2,mobile,CON00003732
SES00005975,USR001153,AT005,2026-06-17T06:38:00,2026-06-17T06:39:14,completed,1,desktop,CON00003732
SES00005976,USR001153,AT005,2026-07-25T08:11:00,2026-07-25T08:12:21,completed,1,mobile,CON00003732
SES00005977,USR001155,AT005,2026-02-28T18:24:00,2026-02-28T18:25:16,completed,4,mobile,CON00003738
SES00005978,USR001155,AT002,2026-04-05T14:36:00,2026-04-05T14:37:02,completed,3,mobile,CON00003738
SES00005979,USR001155,AT002,2026-04-13T23:40:00,2026-04-13T23:40:51,completed,4,tablet,CON00003738
SES00005980,USR001155,AT003,2026-04-27T15:47:00,2026-04-27T15:47:57,completed,4,tablet,CON00003738
SES00005981,USR001155,AT003,2026-05-03T14:37:00,2026-05-03T14:38:05,completed,3,mobile,CON00003738
SES00005982,USR001155,AT005,2026-05-18T17:26:00,2026-05-18T17:26:36,completed,4,desktop,CON00003738
SES00005983,USR001155,AT001,2026-06-16T15:44:00,2026-06-16T15:44:45,completed,1,mobile,CON00003738
SES00005984,USR001155,AT002,2026-07-17T18:27:00,2026-07-17T18:28:19,completed,3,mobile,CON00003738
SES00005985,USR001155,AT005,2026-09-11T15:10:00,2026-09-11T15:11:03,completed,3,desktop,CON00003738
SES00005986,USR001157,AT002,2025-12-13T03:10:00,2025-12-13T03:10:41,completed,2,mobile,CON00003743
SES00005987,USR001157,AT003,2026-01-29T17:38:00,2026-01-29T17:39:07,completed,2,mobile,CON00003743
SES00005988,USR001157,AT001,2026-02-15T05:10:00,,interrupted,4,desktop,CON00003743
SES00005989,USR001157,AT004,2026-07-02T02:25:00,2026-07-02T02:25:58,completed,2,desktop,CON00003743
SES00005990,USR001158,AT001,2026-01-17T12:37:00,,abandoned,1,desktop,CON00003746
SES00005991,USR001158,AT005,2026-01-19T13:18:00,2026-01-19T13:18:59,completed,2,tablet,CON00003746
SES00005992,USR001158,AT003,2026-02-17T10:10:00,2026-02-17T10:11:23,completed,4,mobile,CON00003746
SES00005993,USR001158,AT005,2026-03-07T12:30:00,2026-03-07T12:30:58,completed,1,desktop,CON00003746
SES00005994,USR001158,AT002,2026-03-15T10:24:00,2026-03-15T10:25:02,completed,2,tablet,CON00003746
SES00005995,USR001158,AT001,2026-06-30T06:07:00,,abandoned,2,mobile,CON00003746
SES00005996,USR001158,AT005,2026-07-02T06:47:00,,abandoned,4,mobile,CON00003746
SES00005997,USR001158,AT004,2026-08-25T10:42:00,2026-08-25T10:42:54,completed,3,mobile,CON00003746
SES00005998,USR001158,AT003,2026-08-29T12:27:00,2026-08-29T12:28:16,completed,3,mobile,CON00003746
SES00005999,USR001160,AT002,2026-02-02T00:50:00,2026-02-02T00:51:07,completed,3,mobile,CON00003753
SES00006000,USR001160,AT001,2026-02-19T20:54:00,2026-02-19T20:55:28,completed,2,mobile,CON00003753
SES00006001,USR001160,AT001,2026-04-01T00:14:00,2026-04-01T00:15:09,completed,2,mobile,CON00003753
SES00006002,USR001160,AT004,2026-06-17T06:27:00,2026-06-17T06:28:18,completed,4,mobile,CON00003753
SES00006003,USR001160,AT005,2026-07-31T04:52:00,2026-07-31T04:53:31,completed,2,mobile,CON00003753
SES00006004,USR001161,AT003,2026-03-04T16:56:00,2026-03-04T16:57:14,completed,2,desktop,CON00003756
SES00006005,USR001161,AT003,2026-04-15T12:14:00,2026-04-15T12:15:20,completed,3,mobile,CON00003756
SES00006006,USR001161,AT005,2026-04-21T12:45:00,,interrupted,2,mobile,CON00003756
SES00006007,USR001161,AT002,2026-06-05T11:40:00,2026-06-05T11:41:24,completed,4,mobile,CON00003756
SES00006008,USR001161,AT005,2026-06-10T06:28:00,2026-06-10T06:29:17,completed,3,desktop,CON00003756
SES00006009,USR001161,AT005,2026-08-05T11:52:00,2026-08-05T11:53:14,completed,2,desktop,CON00003756
SES00006010,USR001161,AT005,2026-09-01T15:15:00,2026-09-01T15:15:47,completed,2,desktop,CON00003756
SES00006011,USR001162,AT004,2025-09-25T06:37:00,2025-09-25T06:37:43,completed,2,mobile,CON00003759
SES00006012,USR001162,AT005,2025-10-15T06:46:00,2025-10-15T06:46:52,completed,3,mobile,CON00003759
SES00006013,USR001162,AT004,2025-11-30T03:55:00,2025-11-30T03:56:06,completed,3,mobile,CON00003759
SES00006014,USR001162,AT004,2026-05-11T06:59:00,2026-05-11T06:59:53,completed,1,mobile,CON00003759
SES00006015,USR001162,AT004,2026-08-20T11:17:00,2026-08-20T11:18:02,completed,2,mobile,CON00003759
SES00006016,USR001163,AT005,2026-02-26T21:37:00,,abandoned,1,desktop,CON00003762
SES00006017,USR001163,AT001,2026-05-06T18:44:00,2026-05-06T18:45:05,completed,4,mobile,CON00003762
SES00006018,USR001163,AT005,2026-06-08T23:04:00,,interrupted,1,mobile,CON00003762
SES00006019,USR001163,AT004,2026-08-13T16:02:00,2026-08-13T16:03:01,completed,3,mobile,CON00003762
SES00006020,USR001164,AT003,2026-03-16T06:24:00,2026-03-16T06:25:15,completed,1,desktop,CON00003766
SES00006021,USR001164,AT004,2026-06-24T07:58:00,2026-06-24T07:58:37,completed,2,mobile,CON00003766
SES00006022,USR001164,AT003,2026-07-10T12:18:00,2026-07-10T12:19:18,completed,1,mobile,CON00003766
SES00006023,USR001164,AT003,2026-07-11T06:17:00,2026-07-11T06:18:07,completed,2,mobile,CON00003766
SES00006024,USR001164,AT004,2026-08-01T04:46:00,2026-08-01T04:46:46,completed,3,desktop,CON00003766
SES00006025,USR001165,AT005,2026-05-04T00:21:00,2026-05-04T00:21:58,completed,1,desktop,CON00003769
SES00006026,USR001165,AT002,2026-05-19T03:53:00,2026-05-19T03:54:26,completed,2,desktop,CON00003769
SES00006027,USR001165,AT002,2026-06-06T01:46:00,,interrupted,3,desktop,CON00003769
SES00006028,USR001165,AT002,2026-07-23T05:16:00,2026-07-23T05:17:05,completed,3,mobile,CON00003769
SES00006029,USR001165,AT002,2026-09-07T07:44:00,2026-09-07T07:44:38,completed,1,desktop,CON00003769
SES00006030,USR001166,AT002,2025-10-27T19:38:00,2025-10-27T19:38:53,completed,3,tablet,CON00003772
SES00006031,USR001166,AT002,2025-10-30T02:44:00,2025-10-30T02:44:52,completed,3,tablet,CON00003772
SES00006032,USR001166,AT002,2025-10-30T22:39:00,2025-10-30T22:39:49,completed,3,mobile,CON00003772
SES00006033,USR001166,AT001,2025-12-11T14:31:00,,abandoned,2,desktop,CON00003772
SES00006034,USR001166,AT003,2026-02-03T01:56:00,2026-02-03T01:56:48,completed,1,mobile,CON00003772
SES00006035,USR001166,AT001,2026-03-11T22:08:00,,abandoned,3,mobile,CON00003772
SES00006036,USR001166,AT001,2026-03-14T23:36:00,2026-03-14T23:37:23,completed,1,tablet,CON00003772
SES00006037,USR001166,AT001,2026-08-27T18:34:00,2026-08-27T18:34:47,completed,4,desktop,CON00003772
SES00006038,USR001167,AT004,2026-05-11T01:46:00,2026-05-11T01:46:50,completed,3,tablet,CON00003776
SES00006039,USR001167,AT003,2026-05-21T08:42:00,2026-05-21T08:43:18,completed,2,mobile,CON00003776
SES00006040,USR001167,AT004,2026-06-16T08:54:00,2026-06-16T08:54:30,completed,3,mobile,CON00003776
SES00006041,USR001167,AT001,2026-06-19T04:56:00,2026-06-19T04:56:53,completed,1,mobile,CON00003776
SES00006042,USR001167,AT003,2026-06-26T00:07:00,2026-06-26T00:07:47,completed,4,mobile,CON00003776
SES00006043,USR001168,AT004,2026-02-03T05:23:00,2026-02-03T05:23:56,completed,3,mobile,CON00003779
SES00006044,USR001168,AT004,2026-02-06T07:48:00,2026-02-06T07:48:39,completed,4,mobile,CON00003779
SES00006045,USR001168,AT004,2026-07-14T05:41:00,2026-07-14T05:41:51,completed,3,tablet,CON00003779
SES00006046,USR001168,AT003,2026-08-21T09:09:00,2026-08-21T09:10:13,completed,4,mobile,CON00003779
SES00006047,USR001169,AT003,2025-11-20T03:38:00,2025-11-20T03:39:12,completed,3,mobile,CON00003783
SES00006048,USR001169,AT003,2026-01-08T07:39:00,2026-01-08T07:39:45,completed,2,mobile,CON00003783
SES00006049,USR001169,AT004,2026-02-04T07:03:00,2026-02-04T07:03:42,completed,3,mobile,CON00003783
SES00006050,USR001169,AT002,2026-04-13T03:28:00,2026-04-13T03:29:06,completed,4,mobile,CON00003783
SES00006051,USR001169,AT002,2026-04-20T08:34:00,2026-04-20T08:35:12,completed,2,mobile,CON00003783
SES00006052,USR001169,AT004,2026-04-26T09:38:00,2026-04-26T09:38:46,completed,1,mobile,CON00003783
SES00006053,USR001169,AT002,2026-07-08T06:44:00,2026-07-08T06:45:17,completed,3,desktop,CON00003783
SES00006054,USR001170,AT005,2026-03-10T11:40:00,,interrupted,1,mobile,CON00003787
SES00006055,USR001170,AT001,2026-05-07T12:25:00,2026-05-07T12:25:51,completed,2,mobile,CON00003787
SES00006056,USR001170,AT003,2026-05-09T17:16:00,2026-05-09T17:16:45,completed,3,mobile,CON00003787
SES00006057,USR001170,AT004,2026-05-10T08:18:00,,interrupted,3,desktop,CON00003787
SES00006058,USR001170,AT005,2026-06-24T15:45:00,2026-06-24T15:46:27,completed,3,mobile,CON00003787
SES00006059,USR001173,AT002,2026-01-30T21:04:00,2026-01-30T21:04:38,completed,3,mobile,CON00003794
SES00006060,USR001173,AT005,2026-05-01T21:51:00,2026-05-01T21:52:30,completed,3,mobile,CON00003794
SES00006061,USR001173,AT005,2026-06-17T01:03:00,2026-06-17T01:03:46,completed,4,desktop,CON00003794
SES00006062,USR001173,AT005,2026-08-20T02:46:00,,abandoned,3,mobile,CON00003794
SES00006063,USR001173,AT001,2026-09-02T00:45:00,2026-09-02T00:45:56,completed,3,mobile,CON00003794
SES00006064,USR001174,AT004,2025-10-06T04:53:00,2025-10-06T04:53:33,completed,2,mobile,CON00003798
SES00006065,USR001174,AT002,2025-12-05T22:08:00,2025-12-05T22:08:54,completed,3,mobile,CON00003798
SES00006066,USR001174,AT001,2025-12-07T04:13:00,2025-12-07T04:13:49,completed,2,mobile,CON00003798
SES00006067,USR001174,AT001,2026-01-13T00:01:00,2026-01-13T00:01:55,completed,4,tablet,CON00003798
SES00006068,USR001174,AT002,2026-02-05T01:06:00,2026-02-05T01:06:58,completed,2,mobile,CON00003798
SES00006069,USR001174,AT001,2026-03-13T08:01:00,2026-03-13T08:01:41,completed,4,mobile,CON00003798
SES00006070,USR001174,AT005,2026-08-07T03:55:00,2026-08-07T03:55:58,completed,3,tablet,CON00003798
SES00006071,USR001174,AT002,2026-09-01T00:37:00,2026-09-01T00:38:03,completed,4,tablet,CON00003798
SES00006072,USR001176,AT003,2026-02-03T06:45:00,2026-02-03T06:46:09,completed,4,mobile,CON00003803
SES00006073,USR001176,AT001,2026-04-10T22:57:00,2026-04-10T22:57:57,completed,2,mobile,CON00003803
SES00006074,USR001176,AT004,2026-07-03T04:11:00,2026-07-03T04:11:37,completed,2,desktop,CON00003803
SES00006075,USR001176,AT002,2026-07-25T04:31:00,2026-07-25T04:32:15,completed,1,tablet,CON00003803
SES00006076,USR001176,AT003,2026-09-02T03:03:00,2026-09-02T03:04:08,completed,2,mobile,CON00003803
SES00006077,USR001177,AT002,2026-02-27T22:50:00,,interrupted,1,mobile,CON00003806
SES00006078,USR001177,AT003,2026-03-22T18:11:00,2026-03-22T18:11:45,completed,2,mobile,CON00003806
SES00006079,USR001177,AT003,2026-04-19T00:11:00,2026-04-19T00:11:43,completed,2,desktop,CON00003806
SES00006080,USR001177,AT001,2026-06-21T15:40:00,2026-06-21T15:41:22,completed,2,desktop,CON00003806
SES00006081,USR001177,AT004,2026-07-29T00:54:00,2026-07-29T00:55:20,completed,4,desktop,CON00003806
