enrollment_id,user_id,product_code,enrollment_status,enrolled_at,discontinued_at
ENR00001911,USR001591,MINDGUARD,active,2025-10-23T05:00:00,
ENR00001912,USR001592,MINDGUARD,active,2025-12-12T03:00:00,
ENR00001913,USR001593,MINDGUARD,active,2025-12-04T06:00:00,
ENR00001914,USR001594,MINDGUARD,active,2025-12-19T19:00:00,
ENR00001915,USR001595,MINDGUARD,active,2025-10-19T08:00:00,
ENR00001916,USR001595,HEALTH_RESERVE,active,2025-10-20T13:00:00,
ENR00001917,USR001596,MINDGUARD,active,2025-11-26T00:00:00,
ENR00001918,USR001597,MINDGUARD,active,2025-09-24T11:00:00,
ENR00001919,USR001598,MINDGUARD,active,2025-10-14T03:00:00,
ENR00001920,USR001599,MINDGUARD,active,2025-10-10T10:00:00,
ENR00001921,USR001600,HEALTH_RESERVE,active,2025-10-13T21:00:00,
ENR00001922,USR001601,MINDGUARD,active,2026-02-08T00:00:00,
ENR00001923,USR001602,HEALTH_RESERVE,active,2026-02-13T03:00:00,
ENR00001924,USR001603,MINDGUARD,active,2025-11-06T06:00:00,
ENR00001925,USR001604,MINDGUARD,active,2025-12-12T05:00:00,
ENR00001926,USR001605,MINDGUARD,active,2025-10-27T19:00:00,
ENR00001927,USR001605,HEALTH_RESERVE,active,2025-10-26T15:00:00,
ENR00001928,USR001606,HEALTH_RESERVE,active,2025-10-09T08:00:00,
ENR00001929,USR001607,MINDGUARD,active,2025-11-22T22:00:00,
ENR00001930,USR001607,HEALTH_RESERVE,active,2025-11-18T19:00:00,
ENR00001931,USR001608,MINDGUARD,active,2026-02-21T13:00:00,
ENR00001932,USR001609,HEALTH_RESERVE,active,2025-12-19T05:00:00,
ENR00001933,USR001610,MINDGUARD,active,2026-01-02T19:00:00,
ENR00001934,USR001611,MINDGUARD,active,2025-12-01T16:00:00,
ENR00001935,USR001612,MINDGUARD,active,2025-11-19T04:00:00,
ENR00001936,USR001613,HEALTH_RESERVE,active,2026-01-04T00:00:00,
ENR00001937,USR001614,HEALTH_RESERVE,active,2025-10-26T08:00:00,
ENR00001938,USR001615,MINDGUARD,active,2025-10-23T03:00:00,
ENR00001939,USR001616,MINDGUARD,active,2026-02-07T16:00:00,
ENR00001940,USR001616,HEALTH_RESERVE,active,2026-02-12T18:00:00,
ENR00001941,USR001617,HEALTH_RESERVE,active,2026-02-15T00:00:00,
ENR00001942,USR001618,HEALTH_RESERVE,active,2025-12-20T00:00:00,
ENR00001943,USR001619,MINDGUARD,active,2025-10-13T03:00:00,
ENR00001944,USR001620,MINDGUARD,active,2025-09-29T23:00:00,
ENR00001945,USR001621,MINDGUARD,active,2026-01-04T10:00:00,
ENR00001946,USR001621,HEALTH_RESERVE,active,2026-01-06T07:00:00,
ENR00001947,USR001622,MINDGUARD,active,2025-11-24T03:00:00,
ENR00001948,USR001623,HEALTH_RESERVE,active,2025-12-01T04:00:00,
ENR00001949,USR001624,MINDGUARD,active,2025-09-29T16:00:00,
ENR00001950,USR001625,HEALTH_RESERVE,active,2025-12-26T17:00:00,
ENR00001951,USR001626,MINDGUARD,active,2025-12-12T01:00:00,
ENR00001952,USR001627,MINDGUARD,active,2026-01-05T23:00:00,
ENR00001953,USR001628,MINDGUARD,active,2025-10-20T22:00:00,
ENR00001954,USR001629,MINDGUARD,active,2026-01-16T09:00:00,
ENR00001955,USR001629,HEALTH_RESERVE,active,2026-01-21T20:00:00,
ENR00001956,USR001630,MINDGUARD,active,2025-10-31T01:00:00,
ENR00001957,USR001631,HEALTH_RESERVE,active,2026-01-10T04:00:00,
ENR00001958,USR001632,MINDGUARD,active,2025-10-01T14:00:00,
ENR00001959,USR001633,MINDGUARD,active,2025-11-30T08:00:00,
ENR00001960,USR001633,HEALTH_RESERVE,active,2025-11-23T10:00:00,
ENR00001961,USR001634,MINDGUARD,active,2025-12-17T16:00:00,
ENR00001962,USR001635,MINDGUARD,active,2025-09-24T20:00:00,
ENR00001963,USR001636,MINDGUARD,active,2025-12-09T18:00:00,
ENR00001964,USR001637,MINDGUARD,active,2026-02-11T16:00:00,
ENR00001965,USR001638,MINDGUARD,active,2026-01-18T12:00:00,
ENR00001966,USR001639,MINDGUARD,active,2025-11-09T19:00:00,
ENR00001967,USR001639,HEALTH_RESERVE,active,2025-11-13T19:00:00,
ENR00001968,USR001640,MINDGUARD,active,2026-01-23T12:00:00,
ENR00001969,USR001641,MINDGUARD,active,2025-12-09T14:00:00,
ENR00001970,USR001641,HEALTH_RESERVE,active,2025-12-11T08:00:00,
ENR00001971,USR001642,MINDGUARD,active,2026-01-18T23:00:00,
ENR00001972,USR001643,HEALTH_RESERVE,active,2026-02-03T17:00:00,
ENR00001973,USR001644,HEALTH_RESERVE,active,2025-10-25T10:00:00,
ENR00001974,USR001645,MINDGUARD,active,2025-12-26T03:00:00,
ENR00001975,USR001646,MINDGUARD,active,2026-01-15T09:00:00,
ENR00001976,USR001647,HEALTH_RESERVE,active,2025-10-12T15:00:00,
ENR00001977,USR001648,HEALTH_RESERVE,active,2025-11-22T11:00:00,
ENR00001978,USR001649,MINDGUARD,active,2026-01-13T06:00:00,
ENR00001979,USR001649,HEALTH_RESERVE,active,2026-01-03T08:00:00,
ENR00001980,USR001650,MINDGUARD,active,2025-12-29T15:00:00,
ENR00001981,USR001650,HEALTH_RESERVE,active,2026-01-01T12:00:00,
ENR00001982,USR001651,MINDGUARD,active,2026-02-09T09:00:00,
ENR00001983,USR001651,HEALTH_RESERVE,active,2026-02-04T14:00:00,
ENR00001984,USR001652,MINDGUARD,active,2025-10-23T23:00:00,
ENR00001985,USR001652,HEALTH_RESERVE,active,2025-10-26T21:00:00,
ENR00001986,USR001653,HEALTH_RESERVE,active,2026-02-16T10:00:00,
ENR00001987,USR001654,MINDGUARD,active,2025-12-30T16:00:00,
ENR00001988,USR001654,HEALTH_RESERVE,active,2026-01-12T14:00:00,
ENR00001989,USR001655,HEALTH_RESERVE,active,2026-02-17T00:00:00,
ENR00001990,USR001656,MINDGUARD,active,2025-12-14T06:00:00,
ENR00001991,USR001657,MINDGUARD,active,2025-10-04T04:00:00,
ENR00001992,USR001657,HEALTH_RESERVE,active,2025-10-07T08:00:00,
ENR00001993,USR001658,MINDGUARD,active,2026-02-02T17:00:00,
ENR00001994,USR001659,MINDGUARD,active,2026-01-30T14:00:00,
ENR00001995,USR001660,MINDGUARD,active,2025-10-24T08:00:00,
ENR00001996,USR001661,MINDGUARD,active,2026-02-22T07:00:00,
ENR00001997,USR001662,HEALTH_RESERVE,active,2025-12-04T22:00:00,
ENR00001998,USR001663,MINDGUARD,active,2025-12-10T08:00:00,
ENR00001999,USR001664,MINDGUARD,active,2026-02-02T12:00:00,
ENR00002000,USR001664,HEALTH_RESERVE,active,2026-02-07T04:00:00,
ENR00002001,USR001665,MINDGUARD,active,2025-10-24T18:00:00,
ENR00002002,USR001666,MINDGUARD,active,2026-01-22T18:00:00,
ENR00002003,USR001667,HEALTH_RESERVE,active,2025-12-10T19:00:00,
ENR00002004,USR001668,MINDGUARD,active,2025-10-06T03:00:00,
ENR00002005,USR001669,MINDGUARD,active,2025-11-07T20:00:00,
ENR00002006,USR001670,MINDGUARD,active,2025-11-21T22:00:00,
ENR00002007,USR001671,MINDGUARD,active,2025-11-27T03:00:00,
ENR00002008,USR001672,MINDGUARD,active,2025-11-21T14:00:00,
ENR00002009,USR001673,MINDGUARD,active,2026-02-19T16:00:00,
ENR00002010,USR001674,HEALTH_RESERVE,active,2026-02-11T03:00:00,
ENR00002011,USR001675,MINDGUARD,active,2025-12-07T18:00:00,
ENR00002012,USR001676,MINDGUARD,active,2025-11-01T09:00:00,
ENR00002013,USR001676,HEALTH_RESERVE,active,2025-10-25T23:00:00,
ENR00002014,USR001677,HEALTH_RESERVE,active,2025-12-29T08:00:00,
ENR00002015,USR001678,MINDGUARD,active,2025-10-03T11:00:00,
ENR00002016,USR001678,HEALTH_RESERVE,active,2025-09-27T16:00:00,
ENR00002017,USR001679,MINDGUARD,active,2026-02-03T03:00:00,
ENR00002018,USR001680,HEALTH_RESERVE,active,2025-09-18T15:00:00,
ENR00002019,USR001681,MINDGUARD,active,2025-12-09T09:00:00,
ENR00002020,USR001682,HEALTH_RESERVE,active,2026-01-02T07:00:00,
ENR00002021,USR001683,MINDGUARD,active,2025-11-10T15:00:00,
ENR00002022,USR001684,MINDGUARD,active,2026-02-02T19:00:00,
ENR00002023,USR001684,HEALTH_RESERVE,active,2026-02-03T16:00:00,
ENR00002024,USR001685,MINDGUARD,active,2025-12-10T06:00:00,
ENR00002025,USR001686,MINDGUARD,active,2026-01-12T10:00:00,
ENR00002026,USR001687,MINDGUARD,active,2026-02-20T23:00:00,
ENR00002027,USR001688,MINDGUARD,active,2025-10-31T10:00:00,
ENR00002028,USR001689,MINDGUARD,active,2026-02-11T23:00:00,
ENR00002029,USR001690,MINDGUARD,active,2025-12-14T05:00:00,
ENR00002030,USR001691,MINDGUARD,active,2026-01-14T12:00:00,
ENR00002031,USR001692,MINDGUARD,active,2025-12-24T13:00:00,
ENR00002032,USR001693,MINDGUARD,active,2025-10-27T07:00:00,
ENR00002033,USR001693,HEALTH_RESERVE,active,2025-10-26T15:00:00,
ENR00002034,USR001694,HEALTH_RESERVE,active,2025-11-20T04:00:00,
ENR00002035,USR001695,MINDGUARD,active,2025-09-29T11:00:00,
ENR00002036,USR001696,MINDGUARD,active,2026-01-25T01:00:00,
ENR00002037,USR001697,HEALTH_RESERVE,active,2025-12-12T12:00:00,
ENR00002038,USR001698,MINDGUARD,active,2025-11-21T13:00:00,
ENR00002039,USR001699,MINDGUARD,active,2026-01-20T22:00:00,
ENR00002040,USR001699,HEALTH_RESERVE,active,2026-01-23T11:00:00,
ENR00002041,USR001700,MINDGUARD,active,2025-10-17T09:00:00,
ENR00002042,USR001701,MINDGUARD,active,2025-10-19T00:00:00,
ENR00002043,USR001702,MINDGUARD,active,2025-11-16T05:00:00,
ENR00002044,USR001703,MINDGUARD,active,2025-11-18T16:00:00,
ENR00002045,USR001703,HEALTH_RESERVE,active,2025-11-16T06:00:00,
ENR00002046,USR001704,MINDGUARD,active,2026-02-11T07:00:00,
ENR00002047,USR001705,HEALTH_RESERVE,active,2025-09-22T23:00:00,
ENR00002048,USR001706,MINDGUARD,active,2025-11-03T06:00:00,
ENR00002049,USR001707,HEALTH_RESERVE,active,2025-12-01T04:00:00,
ENR00002050,USR001708,MINDGUARD,active,2026-01-28T05:00:00,
ENR00002051,USR001709,MINDGUARD,active,2025-12-26T11:00:00,
ENR00002052,USR001709,HEALTH_RESERVE,active,2026-01-02T19:00:00,
ENR00002053,USR001710,MINDGUARD,active,2025-10-13T13:00:00,
ENR00002054,USR001711,MINDGUARD,active,2026-02-11T13:00:00,
ENR00002055,USR001712,MINDGUARD,active,2025-12-08T19:00:00,
ENR00002056,USR001712,HEALTH_RESERVE,active,2025-12-07T17:00:00,
ENR00002057,USR001713,MINDGUARD,active,2026-02-01T00:00:00,
ENR00002058,USR001714,HEALTH_RESERVE,active,2025-12-07T16:00:00,
ENR00002059,USR001715,MINDGUARD,active,2026-01-25T03:00:00,
ENR00002060,USR001716,MINDGUARD,active,2026-01-26T08:00:00,
ENR00002061,USR001717,MINDGUARD,active,2025-11-11T11:00:00,
ENR00002062,USR001718,MINDGUARD,active,2025-12-02T18:00:00,
ENR00002063,USR001719,HEALTH_RESERVE,active,2026-01-24T16:00:00,
ENR00002064,USR001720,MINDGUARD,active,2026-02-19T12:00:00,
ENR00002065,USR001720,HEALTH_RESERVE,active,2026-02-22T15:00:00,
ENR00002066,USR001721,HEALTH_RESERVE,active,2025-10-11T10:00:00,
ENR00002067,USR001722,MINDGUARD,active,2025-11-08T12:00:00,
ENR00002068,USR001723,MINDGUARD,active,2025-12-12T06:00:00,
ENR00002069,USR001724,MINDGUARD,active,2025-10-07T07:00:00,
ENR00002070,USR001724,HEALTH_RESERVE,active,2025-09-27T07:00:00,
ENR00002071,USR001725,MINDGUARD,active,2025-12-27T08:00:00,
ENR00002072,USR001726,MINDGUARD,active,2025-11-25T19:00:00,
ENR00002073,USR001727,MINDGUARD,active,2026-01-07T17:00:00,
ENR00002074,USR001728,MINDGUARD,active,2025-10-11T10:00:00,
ENR00002075,USR001729,MINDGUARD,active,2025-11-18T13:00:00,
ENR00002076,USR001729,HEALTH_RESERVE,active,2025-11-19T13:00:00,
ENR00002077,USR001730,MINDGUARD,active,2026-01-14T10:00:00,
ENR00002078,USR001730,HEALTH_RESERVE,active,2026-01-06T01:00:00,
ENR00002079,USR001731,MINDGUARD,active,2025-10-14T16:00:00,
ENR00002080,USR001732,HEALTH_RESERVE,active,2025-11-04T12:00:00,
ENR00002081,USR001733,MINDGUARD,active,2025-12-31T19:00:00,
ENR00002082,USR001733,HEALTH_RESERVE,active,2025-12-22T17:00:00,
ENR00002083,USR001734,HEALTH_RESERVE,active,2025-12-01T11:00:00,
ENR00002084,USR001735,MINDGUARD,active,2025-12-08T00:00:00,
ENR00002085,USR001735,HEALTH_RESERVE,active,2025-12-15T00:00:00,
ENR00002086,USR001736,MINDGUARD,active,2025-11-25T05:00:00,
ENR00002087,USR001736,HEALTH_RESERVE,active,2025-11-16T09:00:00,
ENR00002088,USR001737,MINDGUARD,active,2026-02-11T11:00:00,
ENR00002089,USR001737,HEALTH_RESERVE,active,2026-02-11T06:00:00,
ENR00002090,USR001738,HEALTH_RESERVE,active,2026-01-24T12:00:00,
ENR00002091,USR001739,MINDGUARD,active,2026-02-10T19:00:00,
ENR00002092,USR001739,HEALTH_RESERVE,active,2026-02-10T17:00:00,
ENR00002093,USR001740,MINDGUARD,active,2025-09-23T00:00:00,
ENR00002094,USR001740,HEALTH_RESERVE,active,2025-10-01T05:00:00,
ENR00002095,USR001741,MINDGUARD,active,2026-01-14T13:00:00,
ENR00002096,USR001742,MINDGUARD,active,2026-02-03T15:00:00,
ENR00002097,USR001743,MINDGUARD,active,2025-12-11T10:00:00,
ENR00002098,USR001743,HEALTH_RESERVE,active,2025-12-19T10:00:00,
ENR00002099,USR001744,MINDGUARD,active,2025-09-28T14:00:00,
ENR00002100,USR001745,MINDGUARD,active,2025-12-01T08:00:00,
ENR00002101,USR001746,MINDGUARD,active,2025-10-17T07:00:00,
ENR00002102,USR001746,HEALTH_RESERVE,active,2025-10-07T07:00:00,
ENR00002103,USR001747,MINDGUARD,active,2025-10-29T19:00:00,
ENR00002104,USR001747,HEALTH_RESERVE,active,2025-11-09T14:00:00,
ENR00002105,USR001748,MINDGUARD,active,2026-02-19T23:00:00,
ENR00002106,USR001748,HEALTH_RESERVE,active,2026-02-14T20:00:00,
ENR00002107,USR001749,MINDGUARD,active,2025-12-12T10:00:00,
ENR00002108,USR001750,MINDGUARD,active,2025-12-08T19:00:00,
ENR00002109,USR001751,MINDGUARD,active,2026-01-04T16:00:00,
ENR00002110,USR001752,MINDGUARD,active,2026-01-04T05:00:00,
ENR00002111,USR001753,MINDGUARD,active,2025-12-14T13:00:00,
ENR00002112,USR001754,MINDGUARD,active,2025-12-31T07:00:00,
ENR00002113,USR001755,HEALTH_RESERVE,active,2025-10-09T07:00:00,
ENR00002114,USR001756,MINDGUARD,active,2025-12-10T11:00:00,
ENR00002115,USR001757,MINDGUARD,active,2025-09-28T09:00:00,
ENR00002116,USR001758,MINDGUARD,active,2025-10-08T20:00:00,
ENR00002117,USR001759,MINDGUARD,active,2025-09-22T06:00:00,
ENR00002118,USR001760,MINDGUARD,active,2025-12-19T20:00:00,
ENR00002119,USR001760,HEALTH_RESERVE,active,2025-12-14T20:00:00,
ENR00002120,USR001761,MINDGUARD,active,2026-02-10T12:00:00,
ENR00002121,USR001762,HEALTH_RESERVE,active,2026-01-13T03:00:00,
ENR00002122,USR001763,MINDGUARD,active,2025-12-10T23:00:00,
ENR00002123,USR001764,MINDGUARD,active,2025-10-17T03:00:00,
ENR00002124,USR001764,HEALTH_RESERVE,active,2025-10-22T21:00:00,
ENR00002125,USR001765,MINDGUARD,active,2025-11-01T20:00:00,
ENR00002126,USR001766,MINDGUARD,active,2025-09-26T23:00:00,
ENR00002127,USR001766,HEALTH_RESERVE,active,2025-10-02T23:00:00,
ENR00002128,USR001767,MINDGUARD,active,2025-10-16T19:00:00,
ENR00002129,USR001768,MINDGUARD,active,2025-12-17T03:00:00,
ENR00002130,USR001769,MINDGUARD,active,2025-12-19T17:00:00,
ENR00002131,USR001769,HEALTH_RESERVE,active,2025-12-13T20:00:00,
ENR00002132,USR001770,MINDGUARD,active,2025-12-03T11:00:00,
ENR00002133,USR001771,MINDGUARD,active,2025-09-29T17:00:00,
ENR00002134,USR001772,MINDGUARD,active,2025-11-25T19:00:00,
ENR00002135,USR001773,MINDGUARD,active,2025-10-21T21:00:00,
ENR00002136,USR001774,MINDGUARD,active,2025-10-04T04:00:00,
ENR00002137,USR001775,MINDGUARD,active,2025-12-30T15:00:00,
ENR00002138,USR001775,HEALTH_RESERVE,active,2026-01-05T10:00:00,
ENR00002139,USR001776,MINDGUARD,active,2025-12-07T10:00:00,
ENR00002140,USR001776,HEALTH_RESERVE,active,2025-12-10T12:00:00,
ENR00002141,USR001777,HEALTH_RESERVE,active,2025-10-06T02:00:00,
ENR00002142,USR001778,MINDGUARD,active,2026-02-09T07:00:00,
ENR00002143,USR001779,MINDGUARD,active,2025-09-25T21:00:00,
ENR00002144,USR001780,MINDGUARD,active,2026-02-07T07:00:00,
ENR00002145,USR001781,MINDGUARD,active,2025-11-12T02:00:00,
ENR00002146,USR001782,MINDGUARD,active,2025-11-08T19:00:00,
ENR00002147,USR001782,HEALTH_RESERVE,active,2025-11-11T15:00:00,
ENR00002148,USR001783,MINDGUARD,active,2025-11-22T06:00:00,
ENR00002149,USR001784,MINDGUARD,active,2025-10-23T21:00:00,
ENR00002150,USR001785,MINDGUARD,active,2025-10-13T20:00:00,
ENR00002151,USR001786,HEALTH_RESERVE,active,2026-01-26T16:00:00,
ENR00002152,USR001787,MINDGUARD,discontinued,2026-01-03T01:00:00,2026-08-01T01:34:00
ENR00002153,USR001787,HEALTH_RESERVE,active,2025-12-30T06:00:00,
ENR00002154,USR001788,MINDGUARD,discontinued,2025-12-25T01:00:00,2026-06-12T01:03:00
ENR00002155,USR001788,HEALTH_RESERVE,active,2025-12-29T04:00:00,
ENR00002156,USR001789,MINDGUARD,active,2025-11-05T16:00:00,
ENR00002157,USR001790,HEALTH_RESERVE,active,2026-01-27T04:00:00,
ENR00002158,USR001791,MINDGUARD,active,2026-01-26T16:00:00,
ENR00002159,USR001792,MINDGUARD,active,2025-11-11T20:00:00,
ENR00002160,USR001793,MINDGUARD,active,2025-11-28T04:00:00,
ENR00002161,USR001794,HEALTH_RESERVE,active,2026-02-07T13:00:00,
ENR00002162,USR001795,HEALTH_RESERVE,active,2025-12-09T08:00:00,
ENR00002163,USR001796,MINDGUARD,active,2025-12-12T11:00:00,
ENR00002164,USR001797,HEALTH_RESERVE,active,2025-10-10T13:00:00,
ENR00002165,USR001798,MINDGUARD,active,2025-11-16T09:00:00,
ENR00002166,USR001798,HEALTH_RESERVE,active,2025-11-13T03:00:00,
ENR00002167,USR001799,MINDGUARD,active,2025-12-25T18:00:00,
ENR00002168,USR001800,MINDGUARD,active,2026-01-25T19:00:00,
ENR00002169,USR001801,MINDGUARD,active,2025-10-18T19:00:00,
ENR00002170,USR001802,HEALTH_RESERVE,active,2026-02-12T07:00:00,
ENR00002171,USR001803,MINDGUARD,active,2026-01-02T00:00:00,
ENR00002172,USR001804,MINDGUARD,active,2025-10-13T06:00:00,
ENR00002173,USR001805,MINDGUARD,active,2026-01-27T03:00:00,
ENR00002174,USR001806,HEALTH_RESERVE,active,2026-01-21T11:00:00,
ENR00002175,USR001807,MINDGUARD,active,2025-11-17T10:00:00,
ENR00002176,USR001808,HEALTH_RESERVE,active,2026-01-23T06:00:00,
ENR00002177,USR001809,HEALTH_RESERVE,active,2025-12-12T12:00:00,
ENR00002178,USR001810,HEALTH_RESERVE,active,2026-02-06T21:00:00,
ENR00002179,USR001811,MINDGUARD,active,2025-11-28T02:00:00,
ENR00002180,USR001812,MINDGUARD,active,2025-12-18T11:00:00,
ENR00002181,USR001812,HEALTH_RESERVE,active,2025-12-26T03:00:00,
ENR00002182,USR001813,MINDGUARD,active,2025-12-14T22:00:00,
ENR00002183,USR001814,MINDGUARD,active,2025-10-25T00:00:00,
ENR00002184,USR001815,MINDGUARD,active,2026-02-10T05:00:00,
ENR00002185,USR001816,MINDGUARD,active,2026-01-27T13:00:00,
ENR00002186,USR001817,MINDGUARD,active,2026-01-26T22:00:00,
ENR00002187,USR001818,MINDGUARD,active,2026-02-09T19:00:00,
ENR00002188,USR001819,MINDGUARD,active,2025-11-05T16:00:00,
ENR00002189,USR001820,HEALTH_RESERVE,active,2025-12-18T20:00:00,
ENR00002190,USR001821,HEALTH_RESERVE,active,2025-12-05T01:00:00,
ENR00002191,USR001822,MINDGUARD,active,2025-10-03T18:00:00,
ENR00002192,USR001823,HEALTH_RESERVE,active,2026-01-15T19:00:00,
ENR00002193,USR001824,MINDGUARD,active,2026-01-23T13:00:00,
ENR00002194,USR001825,MINDGUARD,active,2025-10-10T12:00:00,
ENR00002195,USR001826,HEALTH_RESERVE,active,2025-11-08T19:00:00,
ENR00002196,USR001827,HEALTH_RESERVE,active,2025-10-30T03:00:00,
ENR00002197,USR001828,MINDGUARD,active,2025-12-15T21:00:00,
ENR00002198,USR001829,MINDGUARD,active,2025-12-19T05:00:00,
ENR00002199,USR001830,HEALTH_RESERVE,active,2026-02-08T09:00:00,
ENR00002200,USR001831,MINDGUARD,active,2025-09-20T10:00:00,
ENR00002201,USR001831,HEALTH_RESERVE,active,2025-09-25T03:00:00,
ENR00002202,USR001832,MINDGUARD,active,2025-12-08T05:00:00,
ENR00002203,USR001833,HEALTH_RESERVE,active,2026-01-14T18:00:00,
ENR00002204,USR001834,MINDGUARD,active,2025-11-11T21:00:00,
ENR00002205,USR001834,HEALTH_RESERVE,active,2025-11-02T21:00:00,
ENR00002206,USR001835,MINDGUARD,active,2025-09-21T18:00:00,
ENR00002207,USR001836,MINDGUARD,active,2025-11-12T11:00:00,
ENR00002208,USR001837,MINDGUARD,active,2026-01-17T15:00:00,
ENR00002209,USR001838,HEALTH_RESERVE,active,2025-12-15T07:00:00,
ENR00002210,USR001839,HEALTH_RESERVE,active,2025-10-19T04:00:00,
ENR00002211,USR001840,MINDGUARD,active,2026-02-02T06:00:00,
ENR00002212,USR001840,HEALTH_RESERVE,active,2026-02-01T08:00:00,
ENR00002213,USR001841,MINDGUARD,active,2025-12-23T01:00:00,
ENR00002214,USR001841,HEALTH_RESERVE,active,2025-12-20T07:00:00,
ENR00002215,USR001842,MINDGUARD,active,2025-11-07T23:00:00,
ENR00002216,USR001843,MINDGUARD,active,2025-11-02T04:00:00,
ENR00002217,USR001844,MINDGUARD,active,2026-02-17T23:00:00,
ENR00002218,USR001844,HEALTH_RESERVE,active,2026-02-19T01:00:00,
ENR00002219,USR001845,MINDGUARD,active,2025-10-22T10:00:00,
ENR00002220,USR001846,MINDGUARD,active,2026-01-02T16:00:00,
ENR00002221,USR001847,MINDGUARD,active,2026-01-27T05:00:00,
ENR00002222,USR001848,MINDGUARD,active,2025-10-31T08:00:00,
ENR00002223,USR001849,MINDGUARD,active,2026-01-10T19:00:00,
ENR00002224,USR001850,MINDGUARD,active,2025-10-27T14:00:00,
ENR00002225,USR001850,HEALTH_RESERVE,active,2025-11-05T14:00:00,
ENR00002226,USR001851,MINDGUARD,active,2026-01-24T02:00:00,
ENR00002227,USR001852,MINDGUARD,active,2025-09-28T22:00:00,
ENR00002228,USR001852,HEALTH_RESERVE,active,2025-10-04T22:00:00,
ENR00002229,USR001853,MINDGUARD,active,2026-01-22T18:00:00,
ENR00002230,USR001854,MINDGUARD,active,2025-12-16T12:00:00,
ENR00002231,USR001855,HEALTH_RESERVE,active,2025-11-09T10:00:00,
ENR00002232,USR001856,MINDGUARD,active,2025-12-01T18:00:00,
ENR00002233,USR001857,MINDGUARD,active,2025-11-26T09:00:00,
ENR00002234,USR001858,MINDGUARD,active,2025-12-29T23:00:00,
ENR00002235,USR001859,MINDGUARD,active,2025-10-24T21:00:00,
ENR00002236,USR001860,MINDGUARD,active,2025-09-26T18:00:00,
ENR00002237,USR001861,MINDGUARD,active,2025-12-31T21:00:00,
ENR00002238,USR001862,MINDGUARD,active,2025-12-29T08:00:00,
ENR00002239,USR001863,MINDGUARD,active,2025-12-16T01:00:00,
ENR00002240,USR001863,HEALTH_RESERVE,active,2025-12-15T20:00:00,
ENR00002241,USR001864,MINDGUARD,active,2025-11-29T03:00:00,
ENR00002242,USR001864,HEALTH_RESERVE,active,2025-12-03T09:00:00,
ENR00002243,USR001865,HEALTH_RESERVE,active,2026-01-13T13:00:00,
ENR00002244,USR001866,MINDGUARD,active,2025-11-24T18:00:00,
ENR00002245,USR001866,HEALTH_RESERVE,active,2025-11-27T15:00:00,
ENR00002246,USR001867,MINDGUARD,discontinued,2025-11-30T10:00:00,2026-05-04T10:05:00
ENR00002247,USR001867,HEALTH_RESERVE,active,2025-12-10T09:00:00,
ENR00002248,USR001868,HEALTH_RESERVE,active,2025-10-11T17:00:00,
ENR00002249,USR001869,HEALTH_RESERVE,active,2025-12-11T07:00:00,
ENR00002250,USR001870,MINDGUARD,discontinued,2026-01-29T15:00:00,2026-08-23T16:25:00
ENR00002251,USR001871,HEALTH_RESERVE,active,2025-10-21T15:00:00,
ENR00002252,USR001872,MINDGUARD,active,2025-10-16T03:00:00,
ENR00002253,USR001873,MINDGUARD,active,2025-11-25T19:00:00,
ENR00002254,USR001874,MINDGUARD,active,2026-02-17T15:00:00,
ENR00002255,USR001874,HEALTH_RESERVE,active,2026-02-09T16:00:00,
ENR00002256,USR001875,MINDGUARD,active,2026-01-08T10:00:00,
ENR00002257,USR001876,MINDGUARD,active,2025-12-13T01:00:00,
ENR00002258,USR001877,MINDGUARD,active,2025-11-03T19:00:00,
ENR00002259,USR001878,MINDGUARD,active,2025-10-24T17:00:00,
ENR00002260,USR001879,MINDGUARD,active,2025-10-03T23:00:00,
ENR00002261,USR001879,HEALTH_RESERVE,active,2025-10-09T01:00:00,
ENR00002262,USR001880,MINDGUARD,active,2025-09-26T09:00:00,
ENR00002263,USR001881,MINDGUARD,active,2026-01-01T21:00:00,
ENR00002264,USR001881,HEALTH_RESERVE,active,2025-12-22T19:00:00,
ENR00002265,USR001882,MINDGUARD,active,2025-12-11T11:00:00,
ENR00002266,USR001883,MINDGUARD,active,2025-12-10T23:00:00,
ENR00002267,USR001884,MINDGUARD,active,2025-11-09T23:00:00,
ENR00002268,USR001885,MINDGUARD,active,2026-01-23T07:00:00,
ENR00002269,USR001885,HEALTH_RESERVE,active,2026-01-25T05:00:00,
ENR00002270,USR001886,MINDGUARD,active,2025-10-30T09:00:00,
ENR00002271,USR001886,HEALTH_RESERVE,active,2025-11-12T11:00:00,
ENR00002272,USR001887,MINDGUARD,active,2025-12-03T10:00:00,
ENR00002273,USR001888,HEALTH_RESERVE,active,2025-10-19T08:00:00,
ENR00002274,USR001889,MINDGUARD,active,2025-10-08T20:00:00,
ENR00002275,USR001890,MINDGUARD,active,2025-10-30T14:00:00,
ENR00002276,USR001891,MINDGUARD,active,2026-01-18T18:00:00,
ENR00002277,USR001892,HEALTH_RESERVE,active,2025-10-13T18:00:00,
ENR00002278,USR001893,MINDGUARD,active,2025-11-06T19:00:00,
ENR00002279,USR001894,MINDGUARD,active,2025-10-09T11:00:00,
ENR00002280,USR001895,MINDGUARD,active,2026-02-15T01:00:00,
ENR00002281,USR001896,MINDGUARD,active,2025-09-18T11:00:00,
ENR00002282,USR001897,HEALTH_RESERVE,active,2026-02-09T05:00:00,
