action_id,recommendation_id,user_id,action_type,action_status,action_at
ACT00000690,REC00000946,USR001368,viewed,viewed,2026-05-14T04:00:00
ACT00000691,REC00000949,USR001372,viewed,viewed,2026-01-23T09:00:00
ACT00000692,REC00000953,USR001376,viewed,viewed,2026-04-16T19:00:00
ACT00000693,REC00000954,USR001379,acknowledged,acknowledged,2026-06-26T07:00:00
ACT00000694,REC00000955,USR001381,acknowledged,acknowledged,2026-08-09T14:00:00
ACT00000695,REC00000957,USR001387,viewed,viewed,2026-09-14T04:00:00
ACT00000696,REC00000958,USR001388,completed,completed,2026-06-11T11:00:00
ACT00000697,REC00000959,USR001388,viewed,viewed,2026-08-04T11:00:00
ACT00000698,REC00000960,USR001390,viewed,viewed,2026-07-11T04:00:00
ACT00000699,REC00000962,USR001394,completed,completed,2026-09-03T11:00:00
ACT00000700,REC00000963,USR001398,viewed,viewed,2026-03-24T13:00:00
ACT00000701,REC00000964,USR001400,dismissed,dismissed,2026-07-31T05:00:00
ACT00000702,REC00000965,USR001404,acknowledged,acknowledged,2026-09-16T21:00:00
ACT00000703,REC00000966,USR001405,viewed,viewed,2026-05-22T13:00:00
ACT00000704,REC00000969,USR001408,acknowledged,acknowledged,2026-05-27T01:00:00
ACT00000705,REC00000973,USR001414,viewed,viewed,2026-05-22T13:00:00
ACT00000706,REC00000974,USR001418,dismissed,dismissed,2026-04-20T04:00:00
ACT00000707,REC00000975,USR001419,viewed,viewed,2026-01-25T10:00:00
ACT00000708,REC00000976,USR001420,completed,completed,2026-05-28T04:00:00
ACT00000709,REC00000978,USR001422,viewed,viewed,2026-09-15T16:00:00
ACT00000710,REC00000979,USR001423,completed,completed,2026-07-16T23:00:00
ACT00000711,REC00000980,USR001425,viewed,viewed,2026-06-14T01:00:00
ACT00000712,REC00000982,USR001429,viewed,viewed,2026-07-26T22:00:00
ACT00000713,REC00000984,USR001434,completed,completed,2026-08-04T02:00:00
ACT00000714,REC00000985,USR001435,dismissed,dismissed,2026-09-14T18:00:00
ACT00000715,REC00000989,USR001440,viewed,viewed,2026-05-05T23:00:00
ACT00000716,REC00000991,USR001442,completed,completed,2026-05-07T01:00:00
ACT00000717,REC00000992,USR001443,viewed,viewed,2026-08-31T05:00:00
ACT00000718,REC00000994,USR001446,viewed,viewed,2026-05-08T11:00:00
ACT00000719,REC00000997,USR001453,viewed,viewed,2026-04-14T20:00:00
ACT00000720,REC00000999,USR001458,viewed,viewed,2026-07-14T15:00:00
ACT00000721,REC00001000,USR001463,completed,completed,2026-04-26T07:00:00
ACT00000722,REC00001002,USR001464,acknowledged,acknowledged,2026-05-08T12:00:00
ACT00000723,REC00001003,USR001465,acknowledged,acknowledged,2026-06-12T11:00:00
ACT00000724,REC00001004,USR001466,acknowledged,acknowledged,2026-03-12T04:00:00
ACT00000725,REC00001005,USR001467,completed,completed,2026-05-07T18:00:00
ACT00000726,REC00001006,USR001467,acknowledged,acknowledged,2026-03-17T18:00:00
ACT00000727,REC00001007,USR001468,viewed,viewed,2026-05-02T04:00:00
ACT00000728,REC00001008,USR001469,viewed,viewed,2026-07-01T13:00:00
ACT00000729,REC00001009,USR001470,viewed,viewed,2026-05-03T08:00:00
ACT00000730,REC00001010,USR001471,acknowledged,acknowledged,2026-01-05T00:00:00
ACT00000731,REC00001011,USR001473,acknowledged,acknowledged,2026-09-16T00:00:00
ACT00000732,REC00001013,USR001476,dismissed,dismissed,2026-08-10T19:00:00
ACT00000733,REC00001014,USR001479,viewed,viewed,2026-06-30T03:00:00
ACT00000734,REC00001015,USR001480,completed,completed,2026-04-29T23:00:00
ACT00000735,REC00001016,USR001481,dismissed,dismissed,2026-03-15T14:00:00
ACT00000736,REC00001017,USR001485,viewed,viewed,2026-01-24T11:00:00
ACT00000737,REC00001018,USR001486,viewed,viewed,2026-09-18T05:00:00
ACT00000738,REC00001019,USR001486,viewed,viewed,2026-09-15T06:00:00
ACT00000739,REC00001020,USR001489,dismissed,dismissed,2026-08-05T16:00:00
ACT00000740,REC00001023,USR001492,acknowledged,acknowledged,2026-06-04T11:00:00
ACT00000741,REC00001024,USR001495,completed,completed,2026-09-18T10:00:00
ACT00000742,REC00001025,USR001496,acknowledged,acknowledged,2026-06-08T20:00:00
ACT00000743,REC00001026,USR001497,completed,completed,2026-08-13T13:00:00
ACT00000744,REC00001027,USR001498,viewed,viewed,2026-09-14T15:00:00
ACT00000745,REC00001028,USR001499,viewed,viewed,2026-05-10T08:00:00
ACT00000746,REC00001029,USR001501,viewed,viewed,2026-04-11T10:00:00
ACT00000747,REC00001030,USR001504,viewed,viewed,2026-07-02T01:00:00
ACT00000748,REC00001033,USR001507,completed,completed,2026-07-13T23:00:00
ACT00000749,REC00001034,USR001508,dismissed,dismissed,2026-08-23T15:00:00
ACT00000750,REC00001035,USR001509,viewed,viewed,2026-05-22T10:00:00
ACT00000751,REC00001037,USR001514,dismissed,dismissed,2026-09-14T11:00:00
ACT00000752,REC00001039,USR001517,dismissed,dismissed,2026-03-29T21:00:00
ACT00000753,REC00001040,USR001518,acknowledged,acknowledged,2026-03-20T10:00:00
ACT00000754,REC00001043,USR001522,acknowledged,acknowledged,2026-07-09T05:00:00
ACT00000755,REC00001044,USR001523,viewed,viewed,2026-08-15T07:00:00
ACT00000756,REC00001045,USR001524,dismissed,dismissed,2026-09-05T20:00:00
ACT00000757,REC00001046,USR001526,acknowledged,acknowledged,2026-02-14T03:00:00
ACT00000758,REC00001047,USR001528,dismissed,dismissed,2026-06-09T09:00:00
ACT00000759,REC00001048,USR001528,acknowledged,acknowledged,2026-06-10T12:00:00
ACT00000760,REC00001050,USR001531,viewed,viewed,2026-06-04T19:00:00
ACT00000761,REC00001051,USR001532,completed,completed,2026-08-05T23:00:00
ACT00000762,REC00001052,USR001533,viewed,viewed,2026-03-26T10:00:00
ACT00000763,REC00001053,USR001535,viewed,viewed,2026-05-12T17:00:00
ACT00000764,REC00001056,USR001538,completed,completed,2026-07-17T20:00:00
ACT00000765,REC00001057,USR001539,viewed,viewed,2026-05-19T11:00:00
ACT00000766,REC00001058,USR001540,acknowledged,acknowledged,2026-09-15T06:00:00
ACT00000767,REC00001060,USR001543,viewed,viewed,2026-06-23T03:00:00
ACT00000768,REC00001061,USR001544,viewed,viewed,2026-03-26T03:00:00
ACT00000769,REC00001062,USR001545,completed,completed,2026-05-24T17:00:00
ACT00000770,REC00001063,USR001547,acknowledged,acknowledged,2026-08-25T02:00:00
ACT00000771,REC00001064,USR001550,viewed,viewed,2026-05-25T12:00:00
ACT00000772,REC00001065,USR001551,completed,completed,2026-04-21T02:00:00
ACT00000773,REC00001066,USR001553,viewed,viewed,2026-06-04T18:00:00
ACT00000774,REC00001067,USR001554,viewed,viewed,2026-05-30T12:00:00
ACT00000775,REC00001068,USR001556,completed,completed,2026-08-18T08:00:00
ACT00000776,REC00001069,USR001559,acknowledged,acknowledged,2026-08-14T05:00:00
ACT00000777,REC00001070,USR001560,viewed,viewed,2026-03-21T05:00:00
ACT00000778,REC00001071,USR001561,acknowledged,acknowledged,2026-08-09T08:00:00
ACT00000779,REC00001073,USR001567,acknowledged,acknowledged,2026-05-06T20:00:00
ACT00000780,REC00001075,USR001568,acknowledged,acknowledged,2026-09-10T04:00:00
ACT00000781,REC00001077,USR001569,viewed,viewed,2026-03-06T18:00:00
ACT00000782,REC00001078,USR001571,viewed,viewed,2026-08-19T15:00:00
ACT00000783,REC00001079,USR001571,acknowledged,acknowledged,2026-06-04T22:00:00
ACT00000784,REC00001080,USR001573,viewed,viewed,2026-03-23T03:00:00
ACT00000785,REC00001081,USR001574,viewed,viewed,2026-02-03T13:00:00
ACT00000786,REC00001084,USR001577,viewed,viewed,2026-05-01T03:00:00
ACT00000787,REC00001086,USR001579,acknowledged,acknowledged,2026-03-05T01:00:00
ACT00000788,REC00001088,USR001584,completed,completed,2026-02-12T18:00:00
ACT00000789,REC00001089,USR001585,viewed,viewed,2026-07-06T00:00:00
ACT00000790,REC00001090,USR001589,dismissed,dismissed,2026-06-16T10:00:00
ACT00000791,REC00001091,USR001591,viewed,viewed,2026-03-27T05:00:00
ACT00000792,REC00001093,USR001595,viewed,viewed,2026-05-10T22:00:00
ACT00000793,REC00001094,USR001601,viewed,viewed,2026-05-19T22:00:00
ACT00000794,REC00001095,USR001602,viewed,viewed,2026-08-22T19:00:00
ACT00000795,REC00001096,USR001605,dismissed,dismissed,2026-07-08T17:00:00
ACT00000796,REC00001097,USR001606,acknowledged,acknowledged,2026-03-14T00:00:00
ACT00000797,REC00001098,USR001607,completed,completed,2026-08-21T09:00:00
ACT00000798,REC00001099,USR001607,viewed,viewed,2026-06-23T03:00:00
ACT00000799,REC00001100,USR001610,dismissed,dismissed,2026-09-15T11:00:00
ACT00000800,REC00001101,USR001612,completed,completed,2026-07-28T08:00:00
ACT00000801,REC00001102,USR001615,completed,completed,2026-05-13T10:00:00
ACT00000802,REC00001103,USR001616,viewed,viewed,2026-09-04T21:00:00
ACT00000803,REC00001104,USR001618,viewed,viewed,2026-07-01T16:00:00
ACT00000804,REC00001105,USR001619,viewed,viewed,2026-05-16T18:00:00
ACT00000805,REC00001106,USR001620,viewed,viewed,2026-04-05T19:00:00
ACT00000806,REC00001107,USR001624,acknowledged,acknowledged,2026-06-06T05:00:00
ACT00000807,REC00001108,USR001627,completed,completed,2026-09-18T01:00:00
ACT00000808,REC00001109,USR001628,viewed,viewed,2026-05-29T01:00:00
ACT00000809,REC00001112,USR001633,viewed,viewed,2026-05-07T12:00:00
ACT00000810,REC00001113,USR001634,viewed,viewed,2026-09-15T00:00:00
ACT00000811,REC00001114,USR001635,viewed,viewed,2026-05-28T16:00:00
ACT00000812,REC00001115,USR001640,viewed,viewed,2026-09-17T04:00:00
ACT00000813,REC00001118,USR001644,viewed,viewed,2026-02-05T16:00:00
ACT00000814,REC00001119,USR001645,viewed,viewed,2026-06-21T12:00:00
ACT00000815,REC00001120,USR001646,completed,completed,2026-05-08T03:00:00
ACT00000816,REC00001121,USR001648,viewed,viewed,2026-03-04T02:00:00
ACT00000817,REC00001123,USR001650,acknowledged,acknowledged,2026-04-07T23:00:00
ACT00000818,REC00001125,USR001651,viewed,viewed,2026-06-25T18:00:00
ACT00000819,REC00001126,USR001652,dismissed,dismissed,2026-05-10T21:00:00
ACT00000820,REC00001129,USR001654,acknowledged,acknowledged,2026-05-15T22:00:00
ACT00000821,REC00001130,USR001655,acknowledged,acknowledged,2026-07-28T11:00:00
ACT00000822,REC00001131,USR001656,acknowledged,acknowledged,2026-09-16T02:00:00
ACT00000823,REC00001132,USR001657,viewed,viewed,2026-06-10T14:00:00
ACT00000824,REC00001135,USR001662,dismissed,dismissed,2026-05-18T13:00:00
ACT00000825,REC00001136,USR001663,acknowledged,acknowledged,2026-03-13T10:00:00
ACT00000826,REC00001138,USR001664,completed,completed,2026-06-13T05:00:00
ACT00000827,REC00001139,USR001666,acknowledged,acknowledged,2026-09-14T17:00:00
ACT00000828,REC00001140,USR001668,completed,completed,2026-06-01T18:00:00
ACT00000829,REC00001141,USR001670,viewed,viewed,2026-06-23T01:00:00
ACT00000830,REC00001144,USR001673,acknowledged,acknowledged,2026-09-17T09:00:00
ACT00000831,REC00001145,USR001675,viewed,viewed,2026-06-16T02:00:00
ACT00000832,REC00001150,USR001684,viewed,viewed,2026-06-13T22:00:00
ACT00000833,REC00001153,USR001686,viewed,viewed,2026-05-19T18:00:00
ACT00000834,REC00001154,USR001688,dismissed,dismissed,2026-03-19T19:00:00
ACT00000835,REC00001156,USR001692,viewed,viewed,2026-08-19T17:00:00
ACT00000836,REC00001158,USR001693,acknowledged,acknowledged,2026-04-10T07:00:00
ACT00000837,REC00001159,USR001694,viewed,viewed,2026-02-24T20:00:00
ACT00000838,REC00001160,USR001697,completed,completed,2026-08-28T23:00:00
ACT00000839,REC00001163,USR001702,viewed,viewed,2026-06-03T21:00:00
ACT00000840,REC00001167,USR001709,completed,completed,2026-07-09T03:00:00
ACT00000841,REC00001168,USR001710,viewed,viewed,2026-02-15T08:00:00
ACT00000842,REC00001169,USR001712,acknowledged,acknowledged,2026-08-15T14:00:00
ACT00000843,REC00001170,USR001714,completed,completed,2026-04-22T00:00:00
ACT00000844,REC00001171,USR001715,acknowledged,acknowledged,2026-09-17T13:00:00
ACT00000845,REC00001173,USR001717,viewed,viewed,2026-07-08T12:00:00
ACT00000846,REC00001174,USR001718,viewed,viewed,2026-09-02T17:00:00
ACT00000847,REC00001175,USR001720,viewed,viewed,2026-09-16T07:00:00
ACT00000848,REC00001178,USR001724,completed,completed,2026-04-05T19:00:00
ACT00000849,REC00001179,USR001724,viewed,viewed,2026-04-02T09:00:00
ACT00000850,REC00001181,USR001726,completed,completed,2026-03-25T01:00:00
ACT00000851,REC00001182,USR001728,completed,completed,2026-03-20T10:00:00
ACT00000852,REC00001183,USR001729,completed,completed,2026-08-26T16:00:00
ACT00000853,REC00001184,USR001730,completed,completed,2026-06-25T20:00:00
ACT00000854,REC00001185,USR001733,acknowledged,acknowledged,2026-09-16T20:00:00
ACT00000855,REC00001186,USR001735,completed,completed,2026-06-03T17:00:00
ACT00000856,REC00001187,USR001736,viewed,viewed,2026-06-05T19:00:00
ACT00000857,REC00001188,USR001739,viewed,viewed,2026-09-17T22:00:00
ACT00000858,REC00001189,USR001739,viewed,viewed,2026-06-29T00:00:00
ACT00000859,REC00001191,USR001743,viewed,viewed,2026-09-16T13:00:00
ACT00000860,REC00001192,USR001744,completed,completed,2026-02-06T22:00:00
ACT00000861,REC00001193,USR001746,acknowledged,acknowledged,2026-03-23T00:00:00
ACT00000862,REC00001194,USR001747,acknowledged,acknowledged,2026-05-05T06:00:00
ACT00000863,REC00001196,USR001749,viewed,viewed,2026-09-14T23:00:00
ACT00000864,REC00001197,USR001750,viewed,viewed,2026-06-16T13:00:00
ACT00000865,REC00001200,USR001760,viewed,viewed,2026-06-01T21:00:00
ACT00000866,REC00001202,USR001761,completed,completed,2026-09-14T17:00:00
ACT00000867,REC00001204,USR001764,viewed,viewed,2026-03-01T12:00:00
ACT00000868,REC00001206,USR001766,acknowledged,acknowledged,2026-03-26T08:00:00
ACT00000869,REC00001207,USR001768,viewed,viewed,2026-07-18T11:00:00
ACT00000870,REC00001208,USR001771,acknowledged,acknowledged,2026-05-27T23:00:00
ACT00000871,REC00001209,USR001772,completed,completed,2026-08-07T11:00:00
ACT00000872,REC00001213,USR001776,viewed,viewed,2026-05-30T13:00:00
ACT00000873,REC00001214,USR001777,viewed,viewed,2026-03-11T23:00:00
ACT00000874,REC00001216,USR001781,viewed,viewed,2026-08-10T18:00:00
ACT00000875,REC00001217,USR001782,completed,completed,2026-03-17T20:00:00
ACT00000876,REC00001218,USR001783,viewed,viewed,2026-07-20T00:00:00
ACT00000877,REC00001219,USR001784,acknowledged,acknowledged,2026-08-11T05:00:00
ACT00000878,REC00001220,USR001787,acknowledged,acknowledged,2026-08-21T17:00:00
ACT00000879,REC00001221,USR001787,viewed,viewed,2026-09-10T19:00:00
ACT00000880,REC00001222,USR001789,acknowledged,acknowledged,2026-03-14T07:00:00
ACT00000881,REC00001223,USR001792,acknowledged,acknowledged,2026-05-05T10:00:00
ACT00000882,REC00001224,USR001795,acknowledged,acknowledged,2026-05-22T15:00:00
ACT00000883,REC00001225,USR001797,viewed,viewed,2026-06-25T12:00:00
ACT00000884,REC00001228,USR001799,viewed,viewed,2026-07-08T05:00:00
ACT00000885,REC00001229,USR001803,completed,completed,2026-06-28T17:00:00
ACT00000886,REC00001230,USR001804,viewed,viewed,2026-03-14T17:00:00
ACT00000887,REC00001231,USR001805,completed,completed,2026-07-29T13:00:00
ACT00000888,REC00001232,USR001806,completed,completed,2026-08-09T10:00:00
ACT00000889,REC00001235,USR001810,viewed,viewed,2026-06-08T03:00:00
ACT00000890,REC00001236,USR001811,completed,completed,2026-09-12T18:00:00
ACT00000891,REC00001237,USR001812,acknowledged,acknowledged,2026-05-24T14:00:00
ACT00000892,REC00001238,USR001812,completed,completed,2026-09-15T14:00:00
ACT00000893,REC00001239,USR001813,viewed,viewed,2026-08-29T13:00:00
ACT00000894,REC00001240,USR001814,viewed,viewed,2026-05-09T08:00:00
ACT00000895,REC00001241,USR001815,viewed,viewed,2026-09-15T21:00:00
ACT00000896,REC00001242,USR001818,viewed,viewed,2026-07-04T09:00:00
ACT00000897,REC00001243,USR001820,viewed,viewed,2026-05-03T07:00:00
ACT00000898,REC00001244,USR001825,acknowledged,acknowledged,2026-05-02T05:00:00
ACT00000899,REC00001245,USR001827,viewed,viewed,2026-08-25T14:00:00
ACT00000900,REC00001246,USR001828,viewed,viewed,2026-04-02T02:00:00
ACT00000901,REC00001247,USR001831,viewed,viewed,2026-07-21T10:00:00
ACT00000902,REC00001252,USR001837,viewed,viewed,2026-05-14T02:00:00
ACT00000903,REC00001253,USR001839,viewed,viewed,2026-02-16T21:00:00
ACT00000904,REC00001255,USR001842,viewed,viewed,2026-06-09T14:00:00
ACT00000905,REC00001257,USR001848,acknowledged,acknowledged,2026-04-27T21:00:00
ACT00000906,REC00001258,USR001850,acknowledged,acknowledged,2026-06-11T03:00:00
ACT00000907,REC00001259,USR001850,viewed,viewed,2026-03-23T12:00:00
ACT00000908,REC00001260,USR001851,acknowledged,acknowledged,2026-06-13T14:00:00
ACT00000909,REC00001262,USR001852,viewed,viewed,2026-06-08T17:00:00
ACT00000910,REC00001263,USR001854,dismissed,dismissed,2026-05-17T22:00:00
ACT00000911,REC00001264,USR001855,acknowledged,acknowledged,2026-06-16T04:00:00
ACT00000912,REC00001267,USR001860,acknowledged,acknowledged,2026-07-16T14:00:00
ACT00000913,REC00001269,USR001864,acknowledged,acknowledged,2026-04-19T16:00:00
ACT00000914,REC00001270,USR001865,completed,completed,2026-08-11T01:00:00
ACT00000915,REC00001272,USR001869,acknowledged,acknowledged,2026-04-14T13:00:00
ACT00000916,REC00001273,USR001870,dismissed,dismissed,2026-09-15T01:00:00
ACT00000917,REC00001274,USR001873,viewed,viewed,2026-07-01T07:00:00
ACT00000918,REC00001275,USR001874,acknowledged,acknowledged,2026-06-05T20:00:00
ACT00000919,REC00001276,USR001874,completed,completed,2026-07-19T12:00:00
ACT00000920,REC00001277,USR001875,acknowledged,acknowledged,2026-07-25T23:00:00
ACT00000921,REC00001279,USR001877,acknowledged,acknowledged,2026-03-18T06:00:00
ACT00000922,REC00001280,USR001880,completed,completed,2026-05-28T09:00:00
ACT00000923,REC00001281,USR001881,viewed,viewed,2026-09-12T14:00:00
ACT00000924,REC00001283,USR001882,viewed,viewed,2026-07-27T23:00:00
ACT00000925,REC00001284,USR001884,viewed,viewed,2026-08-26T12:00:00
ACT00000926,REC00001287,USR001886,viewed,viewed,2026-08-01T01:00:00
ACT00000927,REC00001290,USR001893,viewed,viewed,2026-08-24T20:00:00
ACT00000928,REC00001291,USR001895,dismissed,dismissed,2026-09-17T16:00:00
ACT00000929,REC00001292,USR001896,acknowledged,acknowledged,2026-07-03T23:00:00
ACT00000930,REC00001293,USR001898,dismissed,dismissed,2026-06-29T21:00:00
ACT00000931,REC00001295,USR001906,completed,completed,2026-04-27T05:00:00
ACT00000932,REC00001296,USR001906,viewed,viewed,2026-07-29T14:00:00
ACT00000933,REC00001298,USR001909,dismissed,dismissed,2026-06-14T08:00:00
ACT00000934,REC00001299,USR001913,viewed,viewed,2026-05-20T03:00:00
ACT00000935,REC00001300,USR001914,viewed,viewed,2026-04-11T12:00:00
ACT00000936,REC00001301,USR001915,viewed,viewed,2026-07-26T08:00:00
ACT00000937,REC00001302,USR001918,viewed,viewed,2026-08-22T11:00:00
ACT00000938,REC00001303,USR001918,viewed,viewed,2026-05-31T05:00:00
ACT00000939,REC00001305,USR001921,acknowledged,acknowledged,2026-09-17T02:00:00
ACT00000940,REC00001306,USR001922,acknowledged,acknowledged,2026-09-11T18:00:00
ACT00000941,REC00001307,USR001923,viewed,viewed,2026-05-13T02:00:00
ACT00000942,REC00001308,USR001925,viewed,viewed,2026-04-04T02:00:00
ACT00000943,REC00001309,USR001926,viewed,viewed,2026-07-26T01:00:00
ACT00000944,REC00001311,USR001929,acknowledged,acknowledged,2026-08-19T05:00:00
ACT00000945,REC00001313,USR001931,acknowledged,acknowledged,2026-09-16T18:00:00
ACT00000946,REC00001316,USR001934,viewed,viewed,2026-03-31T18:00:00
ACT00000947,REC00001317,USR001937,viewed,viewed,2026-07-01T11:00:00
ACT00000948,REC00001318,USR001940,completed,completed,2026-04-20T21:00:00
ACT00000949,REC00001321,USR001946,acknowledged,acknowledged,2026-09-03T07:00:00
ACT00000950,REC00001322,USR001946,acknowledged,acknowledged,2026-09-17T13:00:00
ACT00000951,REC00001324,USR001951,acknowledged,acknowledged,2026-08-15T03:00:00
ACT00000952,REC00001325,USR001952,viewed,viewed,2026-05-23T06:00:00
ACT00000953,REC00001326,USR001952,acknowledged,acknowledged,2026-04-24T12:00:00
ACT00000954,REC00001327,USR001953,viewed,viewed,2026-03-27T15:00:00
ACT00000955,REC00001329,USR001957,viewed,viewed,2026-06-11T00:00:00
ACT00000956,REC00001330,USR001960,viewed,viewed,2026-02-26T13:00:00
ACT00000957,REC00001331,USR001960,viewed,viewed,2026-02-18T05:00:00
ACT00000958,REC00001332,USR001961,viewed,viewed,2026-05-10T21:00:00
ACT00000959,REC00001333,USR001963,viewed,viewed,2026-04-16T07:00:00
ACT00000960,REC00001334,USR001964,completed,completed,2026-09-15T03:00:00
ACT00000961,REC00001335,USR001965,viewed,viewed,2026-04-29T21:00:00
ACT00000962,REC00001336,USR001966,viewed,viewed,2026-05-24T22:00:00
ACT00000963,REC00001337,USR001968,completed,completed,2026-06-30T22:00:00
ACT00000964,REC00001339,USR001970,viewed,viewed,2026-06-20T05:00:00
ACT00000965,REC00001343,USR001978,viewed,viewed,2026-08-26T02:00:00
ACT00000966,REC00001344,USR001979,completed,completed,2026-07-28T13:00:00
ACT00000967,REC00001346,USR001980,acknowledged,acknowledged,2026-07-29T22:00:00
ACT00000968,REC00001347,USR001981,viewed,viewed,2026-05-20T23:00:00
ACT00000969,REC00001348,USR001982,viewed,viewed,2026-07-25T07:00:00
ACT00000970,REC00001349,USR001983,dismissed,dismissed,2026-08-12T23:00:00
ACT00000971,REC00001350,USR001984,viewed,viewed,2026-01-05T23:00:00
ACT00000972,REC00001351,USR001985,viewed,viewed,2026-05-13T19:00:00
ACT00000973,REC00001352,USR001985,viewed,viewed,2026-07-03T04:00:00
ACT00000974,REC00001353,USR001986,viewed,viewed,2026-04-23T16:00:00
ACT00000975,REC00001355,USR001991,acknowledged,acknowledged,2026-02-11T00:00:00
ACT00000976,REC00001357,USR001994,completed,completed,2026-04-06T10:00:00
ACT00000977,REC00001358,USR001995,viewed,viewed,2026-06-09T23:00:00
ACT00000978,REC00001359,USR001996,acknowledged,acknowledged,2026-05-31T10:00:00
ACT00000979,REC00001362,USR002001,completed,completed,2026-03-12T15:00:00
ACT00000980,REC00001364,USR002003,acknowledged,acknowledged,2026-07-13T19:00:00
ACT00000981,REC00001365,USR002005,viewed,viewed,2026-03-25T13:00:00
ACT00000982,REC00001366,USR002009,viewed,viewed,2026-09-06T12:00:00
ACT00000983,REC00001368,USR002011,acknowledged,acknowledged,2026-04-22T06:00:00
ACT00000984,REC00001369,USR002012,acknowledged,acknowledged,2026-09-16T20:00:00
ACT00000985,REC00001373,USR002017,acknowledged,acknowledged,2026-09-17T20:00:00
ACT00000986,REC00001374,USR002018,acknowledged,acknowledged,2026-09-18T03:00:00
ACT00000987,REC00001375,USR002019,dismissed,dismissed,2026-07-14T16:00:00
ACT00000988,REC00001376,USR002020,dismissed,dismissed,2026-06-09T09:00:00
ACT00000989,REC00001377,USR002020,viewed,viewed,2026-09-18T05:00:00
ACT00000990,REC00001379,USR002022,viewed,viewed,2026-06-27T11:00:00
ACT00000991,REC00001381,USR002024,acknowledged,acknowledged,2026-08-20T16:00:00
ACT00000992,REC00001382,USR002025,viewed,viewed,2026-06-30T01:00:00
ACT00000993,REC00001383,USR002025,completed,completed,2026-09-17T01:00:00
ACT00000994,REC00001384,USR002027,acknowledged,acknowledged,2026-03-31T10:00:00
ACT00000995,REC00001385,USR002027,viewed,viewed,2026-04-12T15:00:00
ACT00000996,REC00001386,USR002029,viewed,viewed,2026-08-06T12:00:00
ACT00000997,REC00001388,USR002031,viewed,viewed,2026-06-02T04:00:00
ACT00000998,REC00001389,USR002033,dismissed,dismissed,2026-03-30T04:00:00
ACT00000999,REC00001390,USR002035,completed,completed,2026-04-02T08:00:00
ACT00001000,REC00001392,USR002037,completed,completed,2026-04-17T13:00:00
ACT00001001,REC00001393,USR002038,viewed,viewed,2026-03-23T04:00:00
ACT00001002,REC00001395,USR002042,completed,completed,2026-05-06T00:00:00
ACT00001003,REC00001402,USR002057,dismissed,dismissed,2026-07-26T08:00:00
ACT00001004,REC00001403,USR002057,acknowledged,acknowledged,2026-09-14T13:00:00
ACT00001005,REC00001405,USR002058,viewed,viewed,2026-06-16T22:00:00
ACT00001006,REC00001406,USR002059,viewed,viewed,2026-03-27T14:00:00
ACT00001007,REC00001408,USR002060,acknowledged,acknowledged,2026-09-05T16:00:00
ACT00001008,REC00001409,USR002061,acknowledged,acknowledged,2026-06-28T18:00:00
ACT00001009,REC00001410,USR002062,acknowledged,acknowledged,2026-05-07T14:00:00
ACT00001010,REC00001411,USR002065,acknowledged,acknowledged,2026-04-10T23:00:00
ACT00001011,REC00001412,USR002066,viewed,viewed,2026-06-29T02:00:00
ACT00001012,REC00001413,USR002066,viewed,viewed,2026-06-11T09:00:00
ACT00001013,REC00001414,USR002067,viewed,viewed,2026-05-13T21:00:00
ACT00001014,REC00001416,USR002071,viewed,viewed,2026-09-15T18:00:00
ACT00001015,REC00001418,USR002074,acknowledged,acknowledged,2026-09-15T22:00:00
ACT00001016,REC00001419,USR002075,dismissed,dismissed,2026-09-16T20:00:00
ACT00001017,REC00001420,USR002077,viewed,viewed,2026-05-07T18:00:00
ACT00001018,REC00001421,USR002078,viewed,viewed,2026-09-08T20:00:00
ACT00001019,REC00001422,USR002082,acknowledged,acknowledged,2026-06-24T18:00:00
ACT00001020,REC00001423,USR002085,viewed,viewed,2026-07-24T05:00:00
ACT00001021,REC00001424,USR002086,completed,completed,2026-05-05T17:00:00
ACT00001022,REC00001425,USR002086,acknowledged,acknowledged,2026-01-14T09:00:00
ACT00001023,REC00001426,USR002087,viewed,viewed,2026-05-23T00:00:00
ACT00001024,REC00001428,USR002092,viewed,viewed,2026-02-21T03:00:00
ACT00001025,REC00001429,USR002093,completed,completed,2026-03-24T14:00:00
ACT00001026,REC00001432,USR002097,completed,completed,2026-09-17T03:00:00
ACT00001027,REC00001433,USR002097,viewed,viewed,2026-08-19T18:00:00
ACT00001028,REC00001434,USR002098,acknowledged,acknowledged,2026-05-27T06:00:00
ACT00001029,REC00001436,USR002100,viewed,viewed,2026-06-10T06:00:00
ACT00001030,REC00001437,USR002100,viewed,viewed,2026-08-04T19:00:00
ACT00001031,REC00001439,USR002105,acknowledged,acknowledged,2026-02-03T15:00:00
ACT00001032,REC00001440,USR002106,completed,completed,2026-09-16T09:00:00
ACT00001033,REC00001443,USR002113,viewed,viewed,2026-03-28T12:00:00
ACT00001034,REC00001444,USR002115,acknowledged,acknowledged,2026-09-15T22:00:00
ACT00001035,REC00001445,USR002117,completed,completed,2026-03-14T20:00:00
ACT00001036,REC00001447,USR002119,dismissed,dismissed,2026-03-03T14:00:00
ACT00001037,REC00001448,USR002121,viewed,viewed,2026-04-20T21:00:00
ACT00001038,REC00001449,USR002123,viewed,viewed,2026-08-20T21:00:00
ACT00001039,REC00001451,USR002128,completed,completed,2026-06-04T15:00:00
ACT00001040,REC00001452,USR002129,viewed,viewed,2026-02-13T16:00:00
