run_id,user_id,product_code,triggered_at,trigger_type,model_or_rule_version,input_start_date,input_end_date,run_status
RUN00000400,USR000560,MINDGUARD,2026-06-17T02:00:00,new_data,RULE_MG_V0.1,2025-10-19T02:00:00,2026-06-17T02:00:00,completed
RUN00000401,USR000562,MINDGUARD,2026-04-28T22:00:00,new_data,RULE_MG_V0.1,2025-11-23T22:00:00,2026-04-28T22:00:00,completed
RUN00000402,USR000563,HEALTH_RESERVE,2026-08-27T19:00:00,new_data,RULE_HR_V0.1,2025-11-03T19:00:00,2026-08-27T19:00:00,completed
RUN00000403,USR000564,MINDGUARD,2026-03-10T19:00:00,new_data,RULE_MG_V0.1,2025-11-18T19:00:00,2026-03-10T19:00:00,completed
RUN00000404,USR000566,MINDGUARD,2026-03-22T09:00:00,new_data,RULE_MG_V0.1,2025-10-25T09:00:00,2026-03-22T09:00:00,completed
RUN00000405,USR000566,HEALTH_RESERVE,2026-07-06T00:00:00,new_data,RULE_HR_V0.1,2025-10-25T00:00:00,2026-07-06T00:00:00,completed
RUN00000406,USR000567,MINDGUARD,2026-04-10T19:00:00,new_data,RULE_MG_V0.1,2025-12-05T19:00:00,2026-04-10T19:00:00,completed
RUN00000407,USR000567,HEALTH_RESERVE,2026-03-17T21:00:00,new_data,RULE_HR_V0.1,2025-12-02T21:00:00,2026-03-17T21:00:00,completed
RUN00000408,USR000570,MINDGUARD,2026-03-19T10:00:00,new_data,RULE_MG_V0.1,2025-10-22T10:00:00,2026-03-19T10:00:00,completed
RUN00000409,USR000572,HEALTH_RESERVE,2026-07-20T13:00:00,new_data,RULE_HR_V0.1,2025-10-18T13:00:00,2026-07-20T13:00:00,completed
RUN00000410,USR000573,MINDGUARD,2026-08-10T23:00:00,new_data,RULE_MG_V0.1,2025-12-27T23:00:00,2026-08-10T23:00:00,completed
RUN00000411,USR000575,MINDGUARD,2026-05-15T14:00:00,new_data,RULE_MG_V0.1,2026-01-17T14:00:00,2026-05-15T14:00:00,completed
RUN00000412,USR000577,MINDGUARD,2026-07-05T17:00:00,new_data,RULE_MG_V0.1,2025-12-29T17:00:00,2026-07-05T17:00:00,completed
RUN00000413,USR000578,MINDGUARD,2026-08-18T00:00:00,new_data,RULE_MG_V0.1,2025-12-05T00:00:00,2026-08-18T00:00:00,completed
RUN00000414,USR000579,MINDGUARD,2026-04-06T23:00:00,new_data,RULE_MG_V0.1,2025-12-27T23:00:00,2026-04-06T23:00:00,completed
RUN00000415,USR000580,HEALTH_RESERVE,2026-03-02T08:00:00,new_data,RULE_HR_V0.1,2025-10-20T08:00:00,2026-03-02T08:00:00,completed
RUN00000416,USR000581,HEALTH_RESERVE,2026-06-25T15:00:00,new_data,RULE_HR_V0.1,2025-11-24T15:00:00,2026-06-25T15:00:00,completed
RUN00000417,USR000582,HEALTH_RESERVE,2026-09-13T21:00:00,new_data,RULE_HR_V0.1,2026-02-20T21:00:00,2026-09-13T21:00:00,completed
RUN00000418,USR000583,MINDGUARD,2026-07-30T16:00:00,new_data,RULE_MG_V0.1,2026-01-08T16:00:00,2026-07-30T16:00:00,completed
RUN00000419,USR000585,MINDGUARD,2026-09-14T12:00:00,new_data,RULE_MG_V0.1,2026-01-18T14:00:00,2026-09-14T12:00:00,completed
RUN00000420,USR000590,MINDGUARD,2026-08-16T14:00:00,new_data,RULE_MG_V0.1,2026-01-20T14:00:00,2026-08-16T14:00:00,completed
RUN00000421,USR000591,MINDGUARD,2026-03-28T07:00:00,new_data,RULE_MG_V0.1,2025-11-06T07:00:00,2026-03-28T07:00:00,completed
RUN00000422,USR000591,HEALTH_RESERVE,2026-06-09T08:00:00,new_data,RULE_HR_V0.1,2025-11-03T08:00:00,2026-06-09T08:00:00,completed
RUN00000423,USR000592,MINDGUARD,2026-03-25T16:00:00,new_data,RULE_MG_V0.1,2025-11-26T16:00:00,2026-03-25T16:00:00,completed
RUN00000424,USR000595,MINDGUARD,2026-04-27T01:00:00,new_data,RULE_MG_V0.1,2025-11-18T01:00:00,2026-04-27T01:00:00,completed
RUN00000425,USR000597,MINDGUARD,2026-06-30T11:00:00,new_data,RULE_MG_V0.1,2025-12-29T11:00:00,2026-06-30T11:00:00,completed
RUN00000426,USR000598,MINDGUARD,2026-03-04T08:00:00,new_data,RULE_MG_V0.1,2025-10-22T08:00:00,2026-03-04T08:00:00,completed
RUN00000427,USR000599,HEALTH_RESERVE,2026-09-14T12:00:00,new_data,RULE_HR_V0.1,2026-01-28T13:00:00,2026-09-14T12:00:00,completed
RUN00000428,USR000602,MINDGUARD,2026-03-28T08:00:00,new_data,RULE_MG_V0.1,2025-09-30T08:00:00,2026-03-28T08:00:00,completed
RUN00000429,USR000605,MINDGUARD,2026-09-14T12:00:00,new_data,RULE_MG_V0.1,2026-02-11T22:00:00,2026-09-14T12:00:00,completed
RUN00000430,USR000605,HEALTH_RESERVE,2026-08-01T18:00:00,new_data,RULE_HR_V0.1,2026-01-31T18:00:00,2026-08-01T18:00:00,completed
RUN00000431,USR000606,HEALTH_RESERVE,2026-08-09T11:00:00,new_data,RULE_HR_V0.1,2026-02-13T11:00:00,2026-08-09T11:00:00,completed
RUN00000432,USR000607,MINDGUARD,2026-06-16T12:00:00,new_data,RULE_MG_V0.1,2025-11-20T12:00:00,2026-06-16T12:00:00,completed
RUN00000433,USR000608,MINDGUARD,2026-09-14T12:00:00,new_data,RULE_MG_V0.1,2026-01-04T06:00:00,2026-09-14T12:00:00,completed
RUN00000434,USR000610,MINDGUARD,2026-05-02T22:00:00,new_data,RULE_MG_V0.1,2025-12-10T22:00:00,2026-05-02T22:00:00,completed
RUN00000435,USR000610,HEALTH_RESERVE,2026-04-27T20:00:00,new_data,RULE_HR_V0.1,2025-12-05T20:00:00,2026-04-27T20:00:00,completed
RUN00000436,USR000611,MINDGUARD,2026-06-10T13:00:00,new_data,RULE_MG_V0.1,2025-10-30T13:00:00,2026-06-10T13:00:00,completed
RUN00000437,USR000612,MINDGUARD,2026-06-22T06:00:00,new_data,RULE_MG_V0.1,2025-10-04T06:00:00,2026-06-22T06:00:00,completed
RUN00000438,USR000613,HEALTH_RESERVE,2026-07-04T23:00:00,new_data,RULE_HR_V0.1,2025-12-08T23:00:00,2026-07-04T23:00:00,completed
RUN00000439,USR000614,MINDGUARD,2026-05-06T08:00:00,new_data,RULE_MG_V0.1,2025-10-13T08:00:00,2026-05-06T08:00:00,completed
RUN00000440,USR000615,MINDGUARD,2026-06-07T14:00:00,new_data,RULE_MG_V0.1,2025-11-03T14:00:00,2026-06-07T14:00:00,completed
RUN00000441,USR000616,MINDGUARD,2026-09-04T08:00:00,new_data,RULE_MG_V0.1,2026-02-22T08:00:00,2026-09-04T08:00:00,completed
RUN00000442,USR000617,MINDGUARD,2026-06-22T20:00:00,new_data,RULE_MG_V0.1,2025-10-18T20:00:00,2026-06-22T20:00:00,completed
RUN00000443,USR000618,HEALTH_RESERVE,2026-06-07T12:00:00,new_data,RULE_HR_V0.1,2025-10-01T12:00:00,2026-06-07T12:00:00,completed
RUN00000444,USR000620,MINDGUARD,2026-06-12T22:00:00,new_data,RULE_MG_V0.1,2026-01-08T22:00:00,2026-06-12T22:00:00,completed
RUN00000445,USR000620,HEALTH_RESERVE,2026-04-10T01:00:00,new_data,RULE_HR_V0.1,2026-01-05T01:00:00,2026-04-10T01:00:00,completed
RUN00000446,USR000621,MINDGUARD,2026-03-20T17:00:00,new_data,RULE_MG_V0.1,2025-11-02T17:00:00,2026-03-20T17:00:00,completed
RUN00000447,USR000624,HEALTH_RESERVE,2026-05-10T08:00:00,new_data,RULE_HR_V0.1,2026-01-30T08:00:00,2026-05-10T08:00:00,completed
RUN00000448,USR000628,MINDGUARD,2026-04-18T21:00:00,new_data,RULE_MG_V0.1,2025-10-12T21:00:00,2026-04-18T21:00:00,completed
RUN00000449,USR000630,MINDGUARD,2026-06-09T07:00:00,new_data,RULE_MG_V0.1,2026-01-08T07:00:00,2026-06-09T07:00:00,completed
RUN00000450,USR000633,MINDGUARD,2026-04-30T12:00:00,new_data,RULE_MG_V0.1,2025-12-10T12:00:00,2026-04-30T12:00:00,completed
RUN00000451,USR000634,MINDGUARD,2026-08-27T10:00:00,new_data,RULE_MG_V0.1,2026-01-09T10:00:00,2026-08-27T10:00:00,completed
RUN00000452,USR000635,MINDGUARD,2026-07-03T03:00:00,new_data,RULE_MG_V0.1,2026-01-12T03:00:00,2026-07-03T03:00:00,completed
RUN00000453,USR000636,MINDGUARD,2026-07-01T21:00:00,new_data,RULE_MG_V0.1,2025-10-29T21:00:00,2026-07-01T21:00:00,completed
RUN00000454,USR000638,HEALTH_RESERVE,2026-02-07T12:00:00,new_data,RULE_HR_V0.1,2025-09-17T12:00:00,2026-02-07T12:00:00,completed
RUN00000455,USR000639,HEALTH_RESERVE,2026-03-20T17:00:00,new_data,RULE_HR_V0.1,2025-10-29T17:00:00,2026-03-20T17:00:00,completed
RUN00000456,USR000640,HEALTH_RESERVE,2026-09-14T03:00:00,new_data,RULE_HR_V0.1,2025-12-30T03:00:00,2026-09-14T03:00:00,completed
RUN00000457,USR000641,MINDGUARD,2026-07-14T09:00:00,new_data,RULE_MG_V0.1,2025-10-08T09:00:00,2026-07-14T09:00:00,completed
RUN00000458,USR000641,HEALTH_RESERVE,2026-01-11T03:00:00,new_data,RULE_HR_V0.1,2025-10-07T03:00:00,2026-01-11T03:00:00,completed
RUN00000459,USR000642,HEALTH_RESERVE,2026-05-12T21:00:00,new_data,RULE_HR_V0.1,2025-12-26T21:00:00,2026-05-12T21:00:00,completed
RUN00000460,USR000644,MINDGUARD,2026-08-29T02:00:00,new_data,RULE_MG_V0.1,2026-02-11T02:00:00,2026-08-29T02:00:00,completed
RUN00000461,USR000645,MINDGUARD,2026-02-28T20:00:00,new_data,RULE_MG_V0.1,2025-11-11T20:00:00,2026-02-28T20:00:00,completed
RUN00000462,USR000647,MINDGUARD,2026-04-07T01:00:00,new_data,RULE_MG_V0.1,2025-12-12T01:00:00,2026-04-07T01:00:00,completed
RUN00000463,USR000649,MINDGUARD,2026-06-18T19:00:00,new_data,RULE_MG_V0.1,2025-11-06T19:00:00,2026-06-18T19:00:00,completed
RUN00000464,USR000650,HEALTH_RESERVE,2026-05-03T14:00:00,new_data,RULE_HR_V0.1,2025-10-18T14:00:00,2026-05-03T14:00:00,completed
RUN00000465,USR000651,MINDGUARD,2026-04-08T01:00:00,new_data,RULE_MG_V0.1,2025-12-08T01:00:00,2026-04-08T01:00:00,completed
RUN00000466,USR000653,MINDGUARD,2026-04-02T18:00:00,new_data,RULE_MG_V0.1,2025-11-13T18:00:00,2026-04-02T18:00:00,completed
RUN00000467,USR000653,HEALTH_RESERVE,2026-06-30T16:00:00,new_data,RULE_HR_V0.1,2025-11-10T16:00:00,2026-06-30T16:00:00,completed
RUN00000468,USR000654,MINDGUARD,2026-07-19T16:00:00,new_data,RULE_MG_V0.1,2025-11-12T16:00:00,2026-07-19T16:00:00,completed
RUN00000469,USR000655,HEALTH_RESERVE,2026-05-08T16:00:00,new_data,RULE_HR_V0.1,2025-10-24T16:00:00,2026-05-08T16:00:00,completed
RUN00000470,USR000656,MINDGUARD,2026-05-18T15:00:00,new_data,RULE_MG_V0.1,2025-10-20T15:00:00,2026-05-18T15:00:00,completed
RUN00000471,USR000657,MINDGUARD,2026-08-07T01:00:00,new_data,RULE_MG_V0.1,2025-11-08T01:00:00,2026-08-07T01:00:00,completed
RUN00000472,USR000662,MINDGUARD,2026-06-09T09:00:00,new_data,RULE_MG_V0.1,2026-01-10T09:00:00,2026-06-09T09:00:00,completed
RUN00000473,USR000663,MINDGUARD,2026-06-11T01:00:00,new_data,RULE_MG_V0.1,2025-11-08T01:00:00,2026-06-11T01:00:00,completed
RUN00000474,USR000664,MINDGUARD,2026-09-14T12:00:00,new_data,RULE_MG_V0.1,2026-01-15T08:00:00,2026-09-14T12:00:00,completed
RUN00000475,USR000666,MINDGUARD,2026-09-14T12:00:00,new_data,RULE_MG_V0.1,2026-02-02T20:00:00,2026-09-14T12:00:00,completed
RUN00000476,USR000667,MINDGUARD,2026-09-14T12:00:00,new_data,RULE_MG_V0.1,2026-01-14T22:00:00,2026-09-14T12:00:00,completed
RUN00000477,USR000667,HEALTH_RESERVE,2026-08-02T21:00:00,new_data,RULE_HR_V0.1,2026-01-13T21:00:00,2026-08-02T21:00:00,completed
RUN00000478,USR000669,MINDGUARD,2026-05-18T05:00:00,new_data,RULE_MG_V0.1,2025-12-08T05:00:00,2026-05-18T05:00:00,completed
RUN00000479,USR000671,HEALTH_RESERVE,2026-08-09T14:00:00,new_data,RULE_HR_V0.1,2025-10-19T14:00:00,2026-08-09T14:00:00,completed
RUN00000480,USR000672,HEALTH_RESERVE,2026-04-11T02:00:00,new_data,RULE_HR_V0.1,2025-10-23T02:00:00,2026-04-11T02:00:00,completed
RUN00000481,USR000673,MINDGUARD,2026-05-18T19:00:00,new_data,RULE_MG_V0.1,2025-12-29T19:00:00,2026-05-18T19:00:00,completed
RUN00000482,USR000677,MINDGUARD,2026-07-24T14:00:00,new_data,RULE_MG_V0.1,2026-01-10T14:00:00,2026-07-24T14:00:00,completed
RUN00000483,USR000678,MINDGUARD,2026-07-25T23:00:00,new_data,RULE_MG_V0.1,2026-02-09T23:00:00,2026-07-25T23:00:00,completed
RUN00000484,USR000679,MINDGUARD,2026-04-28T23:00:00,new_data,RULE_MG_V0.1,2025-12-24T23:00:00,2026-04-28T23:00:00,completed
RUN00000485,USR000680,MINDGUARD,2026-03-22T22:00:00,new_data,RULE_MG_V0.1,2025-11-27T22:00:00,2026-03-22T22:00:00,completed
RUN00000486,USR000681,MINDGUARD,2026-06-13T22:00:00,new_data,RULE_MG_V0.1,2026-01-25T22:00:00,2026-06-13T22:00:00,completed
RUN00000487,USR000682,MINDGUARD,2026-08-06T16:00:00,new_data,RULE_MG_V0.1,2025-11-05T16:00:00,2026-08-06T16:00:00,completed
RUN00000488,USR000683,MINDGUARD,2026-06-30T07:00:00,new_data,RULE_MG_V0.1,2026-02-11T07:00:00,2026-06-30T07:00:00,completed
RUN00000489,USR000684,HEALTH_RESERVE,2026-09-14T12:00:00,new_data,RULE_HR_V0.1,2026-01-03T18:00:00,2026-09-14T12:00:00,completed
RUN00000490,USR000685,MINDGUARD,2026-03-26T05:00:00,new_data,RULE_MG_V0.1,2025-11-14T05:00:00,2026-03-26T05:00:00,completed
RUN00000491,USR000686,HEALTH_RESERVE,2026-08-09T12:00:00,new_data,RULE_HR_V0.1,2026-01-21T12:00:00,2026-08-09T12:00:00,completed
RUN00000492,USR000687,MINDGUARD,2026-05-30T06:00:00,new_data,RULE_MG_V0.1,2026-02-02T06:00:00,2026-05-30T06:00:00,completed
RUN00000493,USR000688,MINDGUARD,2026-09-14T12:00:00,new_data,RULE_MG_V0.1,2025-12-21T06:00:00,2026-09-14T12:00:00,completed
RUN00000494,USR000690,MINDGUARD,2026-07-03T07:00:00,new_data,RULE_MG_V0.1,2025-12-01T07:00:00,2026-07-03T07:00:00,completed
RUN00000495,USR000693,MINDGUARD,2026-04-12T23:00:00,new_data,RULE_MG_V0.1,2025-12-12T23:00:00,2026-04-12T23:00:00,completed
RUN00000496,USR000694,HEALTH_RESERVE,2026-05-27T01:00:00,new_data,RULE_HR_V0.1,2025-10-11T01:00:00,2026-05-27T01:00:00,completed
RUN00000497,USR000695,MINDGUARD,2026-09-14T12:00:00,new_data,RULE_MG_V0.1,2026-02-01T10:00:00,2026-09-14T12:00:00,completed
RUN00000498,USR000696,MINDGUARD,2026-09-14T12:00:00,new_data,RULE_MG_V0.1,2026-01-19T03:00:00,2026-09-14T12:00:00,completed
RUN00000499,USR000698,MINDGUARD,2026-06-11T21:00:00,new_data,RULE_MG_V0.1,2025-11-15T21:00:00,2026-06-11T21:00:00,completed
RUN00000500,USR000698,HEALTH_RESERVE,2026-09-14T06:00:00,new_data,RULE_HR_V0.1,2025-11-22T06:00:00,2026-09-14T06:00:00,completed
RUN00000501,USR000699,MINDGUARD,2026-06-21T04:00:00,new_data,RULE_MG_V0.1,2026-02-09T04:00:00,2026-06-21T04:00:00,completed
RUN00000502,USR000699,HEALTH_RESERVE,2026-08-17T07:00:00,new_data,RULE_HR_V0.1,2026-02-18T07:00:00,2026-08-17T07:00:00,completed
RUN00000503,USR000701,MINDGUARD,2026-03-26T01:00:00,new_data,RULE_MG_V0.1,2025-11-03T01:00:00,2026-03-26T01:00:00,completed
RUN00000504,USR000704,MINDGUARD,2026-03-26T09:00:00,new_data,RULE_MG_V0.1,2025-12-21T09:00:00,2026-03-26T09:00:00,completed
RUN00000505,USR000705,MINDGUARD,2026-03-09T09:00:00,new_data,RULE_MG_V0.1,2025-11-09T09:00:00,2026-03-09T09:00:00,completed
RUN00000506,USR000707,MINDGUARD,2026-09-06T07:00:00,new_data,RULE_MG_V0.1,2026-01-27T07:00:00,2026-09-06T07:00:00,completed
RUN00000507,USR000707,HEALTH_RESERVE,2026-09-14T12:00:00,new_data,RULE_HR_V0.1,2026-01-26T23:00:00,2026-09-14T12:00:00,completed
RUN00000508,USR000708,MINDGUARD,2026-09-05T04:00:00,new_data,RULE_MG_V0.1,2025-11-18T04:00:00,2026-09-05T04:00:00,completed
RUN00000509,USR000709,MINDGUARD,2026-08-07T01:00:00,new_data,RULE_MG_V0.1,2025-11-06T01:00:00,2026-08-07T01:00:00,completed
RUN00000510,USR000710,HEALTH_RESERVE,2026-01-04T00:00:00,new_data,RULE_HR_V0.1,2025-10-02T00:00:00,2026-01-04T00:00:00,completed
RUN00000511,USR000711,HEALTH_RESERVE,2026-07-25T17:00:00,new_data,RULE_HR_V0.1,2025-11-16T17:00:00,2026-07-25T17:00:00,completed
RUN00000512,USR000712,MINDGUARD,2026-05-24T05:00:00,new_data,RULE_MG_V0.1,2025-11-01T05:00:00,2026-05-24T05:00:00,completed
RUN00000513,USR000715,HEALTH_RESERVE,2026-07-28T10:00:00,new_data,RULE_HR_V0.1,2026-02-02T10:00:00,2026-07-28T10:00:00,completed
RUN00000514,USR000716,MINDGUARD,2026-03-04T08:00:00,new_data,RULE_MG_V0.1,2025-10-25T08:00:00,2026-03-04T08:00:00,completed
RUN00000515,USR000718,MINDGUARD,2026-09-14T12:00:00,new_data,RULE_MG_V0.1,2025-12-24T03:00:00,2026-09-14T12:00:00,completed
RUN00000516,USR000718,HEALTH_RESERVE,2026-05-16T09:00:00,new_data,RULE_HR_V0.1,2025-12-27T09:00:00,2026-05-16T09:00:00,completed
RUN00000517,USR000720,MINDGUARD,2026-05-14T17:00:00,new_data,RULE_MG_V0.1,2025-12-24T17:00:00,2026-05-14T17:00:00,completed
RUN00000518,USR000721,MINDGUARD,2026-03-21T23:00:00,new_data,RULE_MG_V0.1,2025-12-02T23:00:00,2026-03-21T23:00:00,completed
RUN00000519,USR000722,MINDGUARD,2026-06-10T13:00:00,new_data,RULE_MG_V0.1,2025-12-26T13:00:00,2026-06-10T13:00:00,completed
RUN00000520,USR000723,HEALTH_RESERVE,2026-06-30T02:00:00,new_data,RULE_HR_V0.1,2025-12-03T02:00:00,2026-06-30T02:00:00,completed
RUN00000521,USR000725,MINDGUARD,2026-06-02T11:00:00,new_data,RULE_MG_V0.1,2025-12-17T11:00:00,2026-06-02T11:00:00,completed
RUN00000522,USR000729,MINDGUARD,2026-04-28T07:00:00,new_data,RULE_MG_V0.1,2025-11-30T07:00:00,2026-04-28T07:00:00,completed
RUN00000523,USR000729,HEALTH_RESERVE,2026-08-19T05:00:00,new_data,RULE_HR_V0.1,2025-12-03T05:00:00,2026-08-19T05:00:00,completed
RUN00000524,USR000731,HEALTH_RESERVE,2026-03-21T16:00:00,new_data,RULE_HR_V0.1,2025-11-14T16:00:00,2026-03-21T16:00:00,completed
RUN00000525,USR000735,MINDGUARD,2026-07-01T09:00:00,new_data,RULE_MG_V0.1,2025-10-16T09:00:00,2026-07-01T09:00:00,completed
RUN00000526,USR000735,HEALTH_RESERVE,2026-06-02T07:00:00,new_data,RULE_HR_V0.1,2025-10-13T07:00:00,2026-06-02T07:00:00,completed
RUN00000527,USR000737,HEALTH_RESERVE,2026-06-28T22:00:00,new_data,RULE_HR_V0.1,2026-02-09T22:00:00,2026-06-28T22:00:00,completed
RUN00000528,USR000738,MINDGUARD,2026-04-30T18:00:00,new_data,RULE_MG_V0.1,2025-10-02T18:00:00,2026-04-30T18:00:00,completed
RUN00000529,USR000739,MINDGUARD,2026-06-16T09:00:00,new_data,RULE_MG_V0.1,2025-10-13T09:00:00,2026-06-16T09:00:00,completed
RUN00000530,USR000740,MINDGUARD,2026-04-25T22:00:00,new_data,RULE_MG_V0.1,2026-01-09T22:00:00,2026-04-25T22:00:00,completed
RUN00000531,USR000741,MINDGUARD,2026-09-14T12:00:00,new_data,RULE_MG_V0.1,2026-01-17T22:00:00,2026-09-14T12:00:00,completed
RUN00000532,USR000742,HEALTH_RESERVE,2026-04-08T07:00:00,new_data,RULE_HR_V0.1,2025-10-05T07:00:00,2026-04-08T07:00:00,completed
RUN00000533,USR000747,HEALTH_RESERVE,2026-09-14T12:00:00,new_data,RULE_HR_V0.1,2025-11-25T09:00:00,2026-09-14T12:00:00,completed
RUN00000534,USR000748,HEALTH_RESERVE,2026-07-29T16:00:00,new_data,RULE_HR_V0.1,2025-11-03T16:00:00,2026-07-29T16:00:00,completed
RUN00000535,USR000749,HEALTH_RESERVE,2026-02-20T14:00:00,new_data,RULE_HR_V0.1,2025-09-26T14:00:00,2026-02-20T14:00:00,completed
RUN00000536,USR000752,MINDGUARD,2026-01-03T22:00:00,new_data,RULE_MG_V0.1,2025-09-30T22:00:00,2026-01-03T22:00:00,completed
RUN00000537,USR000753,MINDGUARD,2026-09-13T07:00:00,new_data,RULE_MG_V0.1,2025-12-16T07:00:00,2026-09-13T07:00:00,completed
RUN00000538,USR000754,MINDGUARD,2026-09-04T09:00:00,new_data,RULE_MG_V0.1,2026-02-02T09:00:00,2026-09-04T09:00:00,completed
RUN00000539,USR000755,MINDGUARD,2026-04-19T08:00:00,new_data,RULE_MG_V0.1,2025-11-04T08:00:00,2026-04-19T08:00:00,completed
RUN00000540,USR000755,HEALTH_RESERVE,2026-08-14T06:00:00,new_data,RULE_HR_V0.1,2025-11-11T06:00:00,2026-08-14T06:00:00,completed
RUN00000541,USR000756,MINDGUARD,2026-09-14T12:00:00,new_data,RULE_MG_V0.1,2026-01-28T15:00:00,2026-09-14T12:00:00,completed
RUN00000542,USR000757,HEALTH_RESERVE,2026-07-10T01:00:00,new_data,RULE_HR_V0.1,2025-11-05T01:00:00,2026-07-10T01:00:00,completed
RUN00000543,USR000758,MINDGUARD,2026-02-22T07:00:00,new_data,RULE_MG_V0.1,2025-10-27T07:00:00,2026-02-22T07:00:00,completed
RUN00000544,USR000760,HEALTH_RESERVE,2026-03-02T02:00:00,new_data,RULE_HR_V0.1,2025-11-26T02:00:00,2026-03-02T02:00:00,completed
RUN00000545,USR000761,HEALTH_RESERVE,2026-09-14T12:00:00,new_data,RULE_HR_V0.1,2026-02-07T01:00:00,2026-09-14T12:00:00,completed
RUN00000546,USR000762,MINDGUARD,2026-06-12T11:00:00,new_data,RULE_MG_V0.1,2026-02-04T11:00:00,2026-06-12T11:00:00,completed
RUN00000547,USR000763,MINDGUARD,2026-05-06T16:00:00,new_data,RULE_MG_V0.1,2026-01-15T16:00:00,2026-05-06T16:00:00,completed
RUN00000548,USR000763,HEALTH_RESERVE,2026-06-13T21:00:00,new_data,RULE_HR_V0.1,2026-01-06T21:00:00,2026-06-13T21:00:00,completed
RUN00000549,USR000764,HEALTH_RESERVE,2026-06-13T14:00:00,new_data,RULE_HR_V0.1,2026-01-17T14:00:00,2026-06-13T14:00:00,completed
RUN00000550,USR000765,MINDGUARD,2026-06-30T04:00:00,new_data,RULE_MG_V0.1,2025-09-20T04:00:00,2026-06-30T04:00:00,completed
RUN00000551,USR000768,MINDGUARD,2026-07-23T17:00:00,new_data,RULE_MG_V0.1,2025-11-30T17:00:00,2026-07-23T17:00:00,completed
RUN00000552,USR000769,MINDGUARD,2026-09-14T12:00:00,new_data,RULE_MG_V0.1,2026-02-09T04:00:00,2026-09-14T12:00:00,completed
RUN00000553,USR000771,MINDGUARD,2026-05-22T02:00:00,new_data,RULE_MG_V0.1,2025-10-26T02:00:00,2026-05-22T02:00:00,completed
RUN00000554,USR000774,MINDGUARD,2026-07-31T04:00:00,new_data,RULE_MG_V0.1,2026-02-11T04:00:00,2026-07-31T04:00:00,completed
RUN00000555,USR000775,MINDGUARD,2026-03-24T15:00:00,new_data,RULE_MG_V0.1,2025-11-05T15:00:00,2026-03-24T15:00:00,completed
RUN00000556,USR000776,HEALTH_RESERVE,2026-05-13T06:00:00,new_data,RULE_HR_V0.1,2026-02-05T06:00:00,2026-05-13T06:00:00,completed
RUN00000557,USR000777,MINDGUARD,2026-06-29T05:00:00,new_data,RULE_MG_V0.1,2026-01-20T05:00:00,2026-06-29T05:00:00,completed
RUN00000558,USR000778,MINDGUARD,2026-09-14T12:00:00,new_data,RULE_MG_V0.1,2026-02-06T21:00:00,2026-09-14T12:00:00,completed
RUN00000559,USR000780,MINDGUARD,2026-06-13T00:00:00,new_data,RULE_MG_V0.1,2025-11-15T00:00:00,2026-06-13T00:00:00,completed
RUN00000560,USR000781,MINDGUARD,2026-05-29T20:00:00,new_data,RULE_MG_V0.1,2025-11-28T20:00:00,2026-05-29T20:00:00,completed
RUN00000561,USR000781,HEALTH_RESERVE,2026-04-08T00:00:00,new_data,RULE_HR_V0.1,2025-11-25T00:00:00,2026-04-08T00:00:00,completed
RUN00000562,USR000784,MINDGUARD,2026-09-14T12:00:00,new_data,RULE_MG_V0.1,2026-01-27T08:00:00,2026-09-14T12:00:00,completed
RUN00000563,USR000786,HEALTH_RESERVE,2026-09-14T12:00:00,new_data,RULE_HR_V0.1,2026-02-12T02:00:00,2026-09-14T12:00:00,completed
RUN00000564,USR000787,MINDGUARD,2026-09-02T04:00:00,new_data,RULE_MG_V0.1,2026-02-08T04:00:00,2026-09-02T04:00:00,completed
RUN00000565,USR000788,MINDGUARD,2026-07-27T01:00:00,new_data,RULE_MG_V0.1,2025-10-26T01:00:00,2026-07-27T01:00:00,completed
RUN00000566,USR000790,HEALTH_RESERVE,2026-02-24T18:00:00,new_data,RULE_HR_V0.1,2025-11-02T18:00:00,2026-02-24T18:00:00,completed
RUN00000567,USR000791,HEALTH_RESERVE,2026-05-16T08:00:00,new_data,RULE_HR_V0.1,2025-09-21T08:00:00,2026-05-16T08:00:00,completed
RUN00000568,USR000794,MINDGUARD,2026-01-20T21:00:00,new_data,RULE_MG_V0.1,2025-10-12T21:00:00,2026-01-20T21:00:00,completed
RUN00000569,USR000798,MINDGUARD,2026-05-17T20:00:00,new_data,RULE_MG_V0.1,2025-10-27T20:00:00,2026-05-17T20:00:00,completed
RUN00000570,USR000798,HEALTH_RESERVE,2026-07-07T01:00:00,new_data,RULE_HR_V0.1,2025-10-29T01:00:00,2026-07-07T01:00:00,completed
RUN00000571,USR000799,MINDGUARD,2026-07-28T16:00:00,new_data,RULE_MG_V0.1,2026-01-07T16:00:00,2026-07-28T16:00:00,completed
RUN00000572,USR000800,MINDGUARD,2026-05-28T08:00:00,new_data,RULE_MG_V0.1,2026-02-10T08:00:00,2026-05-28T08:00:00,completed
RUN00000573,USR000800,HEALTH_RESERVE,2026-06-21T03:00:00,new_data,RULE_HR_V0.1,2026-02-13T03:00:00,2026-06-21T03:00:00,completed
RUN00000574,USR000801,HEALTH_RESERVE,2026-06-23T17:00:00,new_data,RULE_HR_V0.1,2025-10-12T17:00:00,2026-06-23T17:00:00,completed
