consent_id,user_id,consent_type,purpose,consent_version,status,granted_at,withdrawn_at
CON00003625,USR001119,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-10-05T23:55:00,
CON00003626,USR001120,product_data_processing,Core product operation,1.0,granted,2025-12-13T13:34:00,
CON00003627,USR001120,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-12-16T21:15:00,
CON00003628,USR001120,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-12-16T22:23:00,
CON00003629,USR001121,product_data_processing,Core product operation,1.0,granted,2025-11-09T07:22:00,
CON00003630,USR001121,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-11-09T18:34:00,
CON00003631,USR001121,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-11-09T18:04:00,
CON00003632,USR001122,product_data_processing,Core product operation,1.0,granted,2025-10-14T10:24:00,
CON00003633,USR001122,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2025-10-23T16:13:00,
CON00003634,USR001122,research_use_optional,Optional research workflow,1.0,granted,2025-10-14T10:09:00,
CON00003635,USR001123,product_data_processing,Core product operation,1.0,granted,2025-12-15T21:48:00,
CON00003636,USR001123,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2025-12-27T09:23:00,
CON00003637,USR001124,product_data_processing,Core product operation,1.0,granted,2025-11-06T10:24:00,
CON00003638,USR001124,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-11-08T10:39:00,
CON00003639,USR001124,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-11-08T11:21:00,
CON00003640,USR001124,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2025-11-14T19:48:00,
CON00003641,USR001125,product_data_processing,Core product operation,1.0,granted,2025-11-26T21:11:00,
CON00003642,USR001125,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-12-07T03:19:00,
CON00003643,USR001125,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-12-07T03:17:00,
CON00003644,USR001125,research_use_optional,Optional research workflow,1.0,granted,2025-11-26T21:25:00,
CON00003645,USR001126,product_data_processing,Core product operation,1.0,granted,2025-10-12T04:42:00,
CON00003646,USR001126,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-10-17T12:02:00,
CON00003647,USR001126,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-10-17T11:42:00,
CON00003648,USR001127,product_data_processing,Core product operation,1.0,granted,2025-10-15T22:08:00,
CON00003649,USR001127,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-10-26T22:59:00,
CON00003650,USR001127,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-10-26T22:36:00,
CON00003651,USR001128,product_data_processing,Core product operation,1.0,granted,2026-01-02T06:06:00,
CON00003652,USR001128,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2026-01-02T08:11:00,
CON00003653,USR001128,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2026-01-02T09:09:00,
CON00003654,USR001128,research_use_optional,Optional research workflow,1.0,granted,2026-01-02T06:18:00,
CON00003655,USR001129,product_data_processing,Core product operation,1.0,granted,2025-11-01T14:04:00,
CON00003656,USR001129,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-11-10T20:16:00,
CON00003657,USR001129,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-11-10T21:21:00,
CON00003658,USR001130,product_data_processing,Core product operation,1.0,granted,2025-12-23T03:08:00,
CON00003659,USR001130,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2026-01-06T12:41:00,
CON00003660,USR001130,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2026-01-06T12:48:00,
CON00003661,USR001131,product_data_processing,Core product operation,1.0,granted,2025-10-15T04:08:00,
CON00003662,USR001131,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2025-10-23T06:44:00,
CON00003663,USR001132,product_data_processing,Core product operation,1.0,granted,2026-01-26T03:38:00,
CON00003664,USR001132,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2026-02-04T10:15:00,
CON00003665,USR001132,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2026-02-04T11:21:00,
CON00003666,USR001133,product_data_processing,Core product operation,1.0,granted,2026-01-21T05:31:00,
CON00003667,USR001133,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2026-02-02T10:28:00,
CON00003668,USR001134,product_data_processing,Core product operation,1.0,granted,2025-09-22T04:16:00,
CON00003669,USR001134,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2025-09-23T13:08:00,
CON00003670,USR001135,product_data_processing,Core product operation,1.0,granted,2025-11-14T03:15:00,
CON00003671,USR001135,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-11-20T09:25:00,
CON00003672,USR001135,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-11-20T08:44:00,
CON00003673,USR001136,product_data_processing,Core product operation,1.0,granted,2025-11-05T02:51:00,
CON00003674,USR001136,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-11-17T11:28:00,
CON00003675,USR001136,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-11-17T12:16:00,
CON00003676,USR001137,product_data_processing,Core product operation,1.0,granted,2025-12-14T04:36:00,
CON00003677,USR001137,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2025-12-15T14:33:00,
CON00003678,USR001138,product_data_processing,Core product operation,1.0,granted,2025-09-23T00:55:00,
CON00003679,USR001138,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-09-24T05:27:00,
CON00003680,USR001138,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-09-24T04:32:00,
CON00003681,USR001138,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2025-09-28T10:45:00,
CON00003682,USR001139,product_data_processing,Core product operation,1.0,granted,2025-10-29T07:38:00,
CON00003683,USR001139,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-11-01T17:34:00,
CON00003684,USR001139,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-11-01T17:15:00,
CON00003685,USR001140,product_data_processing,Core product operation,1.0,granted,2025-10-24T08:06:00,
CON00003686,USR001140,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-11-02T10:11:00,
CON00003687,USR001140,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-11-02T11:11:00,
CON00003688,USR001141,product_data_processing,Core product operation,1.0,granted,2025-11-19T23:11:00,
CON00003689,USR001141,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-11-27T05:33:00,
CON00003690,USR001141,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-11-27T05:07:00,
CON00003691,USR001141,research_use_optional,Optional research workflow,1.0,granted,2025-11-19T23:31:00,
CON00003692,USR001142,product_data_processing,Core product operation,1.0,granted,2025-12-31T18:13:00,
CON00003693,USR001142,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2026-01-06T21:13:00,
CON00003694,USR001142,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2026-01-06T22:06:00,
CON00003695,USR001142,research_use_optional,Optional research workflow,1.0,granted,2025-12-31T18:19:00,
CON00003696,USR001143,product_data_processing,Core product operation,1.0,granted,2025-12-29T02:30:00,
CON00003697,USR001143,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2026-01-01T12:22:00,
CON00003698,USR001143,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2026-01-01T11:47:00,
CON00003699,USR001143,research_use_optional,Optional research workflow,1.0,granted,2025-12-29T03:11:00,
CON00003700,USR001144,product_data_processing,Core product operation,1.0,granted,2025-11-24T05:36:00,
CON00003701,USR001144,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-12-04T14:30:00,
CON00003702,USR001144,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-12-04T15:24:00,
CON00003703,USR001144,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2025-12-04T16:53:00,
CON00003704,USR001144,research_use_optional,Optional research workflow,1.0,granted,2025-11-24T05:50:00,
CON00003705,USR001145,product_data_processing,Core product operation,1.0,granted,2025-11-27T11:28:00,
CON00003706,USR001145,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-12-02T15:22:00,
CON00003707,USR001145,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-12-02T14:27:00,
CON00003708,USR001146,product_data_processing,Core product operation,1.0,granted,2025-11-02T00:59:00,
CON00003709,USR001146,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-11-13T06:02:00,
CON00003710,USR001146,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-11-13T05:02:00,
CON00003711,USR001147,product_data_processing,Core product operation,1.0,granted,2026-01-29T06:18:00,
CON00003712,USR001147,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2026-02-11T12:30:00,
CON00003713,USR001147,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2026-02-11T12:18:00,
CON00003714,USR001148,product_data_processing,Core product operation,1.0,granted,2026-01-26T02:34:00,
CON00003715,USR001148,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2026-01-27T08:26:00,
CON00003716,USR001148,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2026-01-27T08:18:00,
CON00003717,USR001149,product_data_processing,Core product operation,1.0,granted,2025-12-26T02:10:00,
CON00003718,USR001149,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2026-01-01T09:07:00,
CON00003719,USR001149,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2026-01-01T10:24:00,
CON00003720,USR001149,research_use_optional,Optional research workflow,1.0,granted,2025-12-26T02:20:00,
CON00003721,USR001150,product_data_processing,Core product operation,1.0,granted,2025-11-09T07:25:00,
CON00003722,USR001150,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-11-21T06:22:00,
CON00003723,USR001150,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-11-21T06:04:00,
CON00003724,USR001151,product_data_processing,Core product operation,1.0,granted,2025-11-27T14:01:00,
CON00003725,USR001151,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-12-04T14:25:00,
CON00003726,USR001151,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-12-04T13:33:00,
CON00003727,USR001151,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2025-12-04T17:52:00,
CON00003728,USR001152,product_data_processing,Core product operation,1.0,granted,2025-12-06T18:10:00,
CON00003729,USR001152,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-12-20T19:48:00,
CON00003730,USR001152,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-12-20T20:11:00,
CON00003731,USR001153,product_data_processing,Core product operation,1.0,granted,2026-01-07T14:23:00,
CON00003732,USR001153,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2026-01-13T17:47:00,
CON00003733,USR001153,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2026-01-13T17:18:00,
CON00003734,USR001154,product_data_processing,Core product operation,1.0,granted,2025-10-17T15:15:00,
CON00003735,USR001154,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2025-10-30T17:05:00,
CON00003736,USR001154,research_use_optional,Optional research workflow,1.0,granted,2025-10-17T14:38:00,
CON00003737,USR001155,product_data_processing,Core product operation,1.0,granted,2026-01-03T01:08:00,
CON00003738,USR001155,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2026-01-17T04:54:00,
CON00003739,USR001155,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2026-01-17T05:20:00,
CON00003740,USR001156,product_data_processing,Core product operation,1.0,granted,2025-10-30T04:54:00,
CON00003741,USR001156,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2025-11-05T06:22:00,
CON00003742,USR001157,product_data_processing,Core product operation,1.0,granted,2025-09-28T06:02:00,
CON00003743,USR001157,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-10-09T10:08:00,
CON00003744,USR001157,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-10-09T10:00:00,
CON00003745,USR001158,product_data_processing,Core product operation,1.0,granted,2026-01-10T12:59:00,
CON00003746,USR001158,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2026-01-10T19:50:00,
CON00003747,USR001158,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2026-01-10T19:16:00,
CON00003748,USR001158,research_use_optional,Optional research workflow,1.0,granted,2026-01-10T13:04:00,
CON00003749,USR001159,product_data_processing,Core product operation,1.0,granted,2026-01-08T20:19:00,
CON00003750,USR001159,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2026-01-18T05:51:00,
CON00003751,USR001159,research_use_optional,Optional research workflow,1.0,granted,2026-01-08T20:43:00,
CON00003752,USR001160,product_data_processing,Core product operation,1.0,granted,2026-01-16T06:21:00,
CON00003753,USR001160,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2026-01-21T12:18:00,
CON00003754,USR001160,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2026-01-21T12:01:00,
CON00003755,USR001161,product_data_processing,Core product operation,1.0,granted,2025-11-14T13:21:00,
CON00003756,USR001161,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-11-20T20:11:00,
CON00003757,USR001161,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-11-20T21:17:00,
CON00003758,USR001162,product_data_processing,Core product operation,1.0,granted,2025-09-21T06:41:00,
CON00003759,USR001162,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-09-22T16:38:00,
CON00003760,USR001162,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-09-22T17:15:00,
CON00003761,USR001163,product_data_processing,Core product operation,1.0,granted,2025-10-20T23:54:00,
CON00003762,USR001163,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-11-01T06:25:00,
CON00003763,USR001163,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-11-01T05:15:00,
CON00003764,USR001163,research_use_optional,Optional research workflow,1.0,granted,2025-10-21T00:06:00,
CON00003765,USR001164,product_data_processing,Core product operation,1.0,granted,2026-01-02T16:10:00,
CON00003766,USR001164,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2026-01-03T19:53:00,
CON00003767,USR001164,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2026-01-03T19:53:00,
CON00003768,USR001165,product_data_processing,Core product operation,1.0,granted,2026-02-07T12:25:00,
CON00003769,USR001165,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2026-02-09T15:29:00,
CON00003770,USR001165,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2026-02-09T15:54:00,
CON00003771,USR001166,product_data_processing,Core product operation,1.0,granted,2025-09-25T06:19:00,
CON00003772,USR001166,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-10-07T06:06:00,
CON00003773,USR001166,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-10-07T06:13:00,
CON00003774,USR001166,research_use_optional,Optional research workflow,1.0,granted,2025-09-25T05:06:00,
CON00003775,USR001167,product_data_processing,Core product operation,1.0,granted,2025-10-05T12:08:00,
CON00003776,USR001167,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-10-18T15:13:00,
CON00003777,USR001167,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-10-18T15:57:00,
CON00003778,USR001168,product_data_processing,Core product operation,1.0,granted,2025-12-21T18:45:00,
CON00003779,USR001168,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-12-31T19:30:00,
CON00003780,USR001168,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-12-31T20:12:00,
CON00003781,USR001168,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2025-12-29T04:47:00,
CON00003782,USR001169,product_data_processing,Core product operation,1.0,granted,2025-10-25T15:53:00,
CON00003783,USR001169,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-11-03T20:19:00,
CON00003784,USR001169,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-11-03T19:40:00,
CON00003785,USR001169,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2025-11-06T15:59:00,
CON00003786,USR001170,product_data_processing,Core product operation,1.0,granted,2025-10-09T17:25:00,
CON00003787,USR001170,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-10-18T23:16:00,
CON00003788,USR001170,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-10-18T23:48:00,
CON00003789,USR001171,product_data_processing,Core product operation,1.0,granted,2025-09-23T12:52:00,
CON00003790,USR001171,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2025-10-02T16:16:00,
CON00003791,USR001172,product_data_processing,Core product operation,1.0,granted,2026-02-10T02:20:00,
CON00003792,USR001172,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2026-02-23T09:20:00,
CON00003793,USR001173,product_data_processing,Core product operation,1.0,granted,2026-01-01T12:37:00,
CON00003794,USR001173,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2026-01-08T12:23:00,
CON00003795,USR001173,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2026-01-08T12:45:00,
CON00003796,USR001173,research_use_optional,Optional research workflow,1.0,granted,2026-01-01T12:33:00,
CON00003797,USR001174,product_data_processing,Core product operation,1.0,granted,2025-09-15T04:04:00,
CON00003798,USR001174,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-09-23T12:03:00,
CON00003799,USR001174,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-09-23T13:13:00,
CON00003800,USR001175,product_data_processing,Core product operation,1.0,granted,2025-12-11T09:12:00,
CON00003801,USR001175,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2025-12-25T11:29:00,
CON00003802,USR001176,product_data_processing,Core product operation,1.0,granted,2025-09-19T06:57:00,
CON00003803,USR001176,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-09-24T11:21:00,
CON00003804,USR001176,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-09-24T11:03:00,
CON00003805,USR001177,product_data_processing,Core product operation,1.0,granted,2026-01-08T01:50:00,
CON00003806,USR001177,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2026-01-20T07:41:00,
CON00003807,USR001177,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2026-01-20T07:29:00,
CON00003808,USR001178,product_data_processing,Core product operation,1.0,granted,2025-11-19T21:32:00,
CON00003809,USR001178,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2025-11-21T08:08:00,
CON00003810,USR001178,research_use_optional,Optional research workflow,1.0,granted,2025-11-19T21:38:00,
CON00003811,USR001179,product_data_processing,Core product operation,1.0,granted,2025-11-17T14:08:00,
CON00003812,USR001179,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-12-01T15:28:00,
CON00003813,USR001179,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-12-01T14:12:00,
CON00003814,USR001179,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2025-11-28T22:41:00,
CON00003815,USR001180,product_data_processing,Core product operation,1.0,granted,2026-01-20T22:24:00,
CON00003816,USR001180,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2026-01-26T05:26:00,
CON00003817,USR001180,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2026-01-26T05:53:00,
CON00003818,USR001181,product_data_processing,Core product operation,1.0,granted,2026-01-28T11:33:00,
CON00003819,USR001181,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2026-02-06T21:26:00,
CON00003820,USR001181,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2026-02-06T21:33:00,
CON00003821,USR001181,research_use_optional,Optional research workflow,1.0,granted,2026-01-28T12:24:00,
CON00003822,USR001182,product_data_processing,Core product operation,1.0,granted,2025-09-26T18:52:00,
CON00003823,USR001182,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2025-10-09T01:20:00,
CON00003824,USR001182,research_use_optional,Optional research workflow,1.0,granted,2025-09-26T18:07:00,
CON00003825,USR001183,product_data_processing,Core product operation,1.0,granted,2025-10-02T04:04:00,
CON00003826,USR001183,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-10-07T12:04:00,
CON00003827,USR001183,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-10-07T12:10:00,
CON00003828,USR001184,product_data_processing,Core product operation,1.0,granted,2025-11-19T03:09:00,
CON00003829,USR001184,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-12-03T12:53:00,
CON00003830,USR001184,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-12-03T12:21:00,
CON00003831,USR001185,product_data_processing,Core product operation,1.0,granted,2025-12-31T13:26:00,
CON00003832,USR001185,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2026-01-08T13:10:00,
CON00003833,USR001185,research_use_optional,Optional research workflow,1.0,granted,2025-12-31T13:20:00,
CON00003834,USR001186,product_data_processing,Core product operation,1.0,granted,2025-11-11T07:26:00,
CON00003835,USR001186,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-11-18T09:55:00,
CON00003836,USR001186,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-11-18T09:19:00,
CON00003837,USR001187,product_data_processing,Core product operation,1.0,granted,2026-01-28T22:01:00,
CON00003838,USR001187,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2026-02-09T08:31:00,
CON00003839,USR001188,product_data_processing,Core product operation,1.0,granted,2026-02-10T06:18:00,
CON00003840,USR001188,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2026-02-13T17:26:00,
CON00003841,USR001188,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2026-02-13T16:09:00,
CON00003842,USR001188,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2026-02-23T14:22:00,
CON00003843,USR001188,research_use_optional,Optional research workflow,1.0,granted,2026-02-10T06:22:00,
CON00003844,USR001189,product_data_processing,Core product operation,1.0,granted,2025-11-26T02:16:00,
CON00003845,USR001189,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-12-09T10:21:00,
CON00003846,USR001189,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-12-09T09:03:00,
CON00003847,USR001190,product_data_processing,Core product operation,1.0,granted,2026-01-08T02:03:00,
CON00003848,USR001190,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2026-01-14T04:29:00,
CON00003849,USR001190,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2026-01-14T05:01:00,
CON00003850,USR001191,product_data_processing,Core product operation,1.0,granted,2025-12-07T06:39:00,
CON00003851,USR001191,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-12-14T17:19:00,
CON00003852,USR001191,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-12-14T16:09:00,
CON00003853,USR001191,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2025-12-18T09:04:00,
CON00003854,USR001192,product_data_processing,Core product operation,1.0,granted,2025-10-04T00:07:00,
CON00003855,USR001192,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-10-05T07:09:00,
CON00003856,USR001192,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-10-05T08:25:00,
CON00003857,USR001193,product_data_processing,Core product operation,1.0,granted,2026-01-11T02:22:00,
CON00003858,USR001193,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2026-01-23T13:37:00,
CON00003859,USR001194,product_data_processing,Core product operation,1.0,granted,2025-12-19T21:27:00,
CON00003860,USR001194,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2025-12-30T06:30:00,
CON00003861,USR001195,product_data_processing,Core product operation,1.0,granted,2026-02-03T04:47:00,
CON00003862,USR001195,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2026-02-14T08:03:00,
CON00003863,USR001195,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2026-02-14T08:28:00,
CON00003864,USR001196,product_data_processing,Core product operation,1.0,granted,2025-11-07T22:17:00,
CON00003865,USR001196,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-11-10T03:48:00,
CON00003866,USR001196,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-11-10T04:16:00,
CON00003867,USR001196,research_use_optional,Optional research workflow,1.0,granted,2025-11-07T23:17:00,
CON00003868,USR001197,product_data_processing,Core product operation,1.0,granted,2026-01-18T17:22:00,
CON00003869,USR001197,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2026-01-27T17:18:00,
CON00003870,USR001197,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2026-01-27T17:53:00,
CON00003871,USR001198,product_data_processing,Core product operation,1.0,granted,2025-10-03T22:05:00,
CON00003872,USR001198,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-10-13T08:53:00,
CON00003873,USR001198,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-10-13T08:38:00,
CON00003874,USR001199,product_data_processing,Core product operation,1.0,granted,2026-02-01T17:17:00,
CON00003875,USR001199,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2026-02-11T20:29:00,
CON00003876,USR001199,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2026-02-11T20:29:00,
CON00003877,USR001200,product_data_processing,Core product operation,1.0,granted,2026-02-07T15:02:00,
CON00003878,USR001200,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2026-02-08T20:05:00,
CON00003879,USR001200,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2026-02-08T20:29:00,
CON00003880,USR001200,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2026-02-14T22:43:00,
CON00003881,USR001201,product_data_processing,Core product operation,1.0,granted,2025-12-14T18:36:00,
CON00003882,USR001201,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-12-16T21:28:00,
CON00003883,USR001201,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-12-16T21:35:00,
CON00003884,USR001201,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2025-12-17T02:28:00,
CON00003885,USR001201,research_use_optional,Optional research workflow,1.0,granted,2025-12-14T18:49:00,
CON00003886,USR001202,product_data_processing,Core product operation,1.0,granted,2026-01-22T10:25:00,
CON00003887,USR001202,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2026-01-27T15:05:00,
CON00003888,USR001202,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2026-01-27T16:09:00,
CON00003889,USR001203,product_data_processing,Core product operation,1.0,granted,2025-09-17T13:14:00,
CON00003890,USR001203,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-10-01T23:21:00,
CON00003891,USR001203,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-10-02T00:17:00,
CON00003892,USR001203,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2025-09-21T00:20:00,
CON00003893,USR001204,product_data_processing,Core product operation,1.0,granted,2026-01-18T07:12:00,
CON00003894,USR001204,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2026-01-23T17:17:00,
CON00003895,USR001204,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2026-01-23T16:46:00,
CON00003896,USR001204,research_use_optional,Optional research workflow,1.0,granted,2026-01-18T07:25:00,
CON00003897,USR001205,product_data_processing,Core product operation,1.0,granted,2025-10-23T23:09:00,
CON00003898,USR001205,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2025-11-01T03:12:00,
