context_id,user_id,related_session_id,recorded_at,context_type,context_value,source
CTX00005065,USR001954,SES00009953,2026-08-29T04:53:00,lifestyle_change,routine_change,self_report
CTX00005066,USR001955,SES00009954,2026-04-07T06:33:00,workload,normal,self_report
CTX00005067,USR001955,SES00009955,2026-04-24T07:06:00,illness_self_report,temporary_unwell,self_report
CTX00005068,USR001955,SES00009958,2026-07-02T13:02:00,major_life_event,self_reported_event,self_report
CTX00005069,USR001956,SES00009961,2026-01-06T01:40:00,medication_change_self_report,self_reported_change,self_report
CTX00005070,USR001956,SES00009962,2026-04-06T20:29:00,sleep,poor,self_report
CTX00005071,USR001956,SES00009964,2026-05-19T07:54:00,none,none,self_report
CTX00005072,USR001957,SES00009966,2025-11-19T15:07:00,sleep,poor,self_report
CTX00005073,USR001957,SES00009971,2026-08-13T02:20:00,stress,moderate,self_report
CTX00005074,USR001957,SES00009974,2026-09-11T22:58:00,major_life_event,self_reported_event,self_report
CTX00005075,USR001958,SES00009975,2026-01-20T04:28:00,workload,high,self_report
CTX00005076,USR001958,SES00009977,2026-03-18T14:43:00,none,none,self_report
CTX00005077,USR001958,SES00009978,2026-03-20T10:08:00,none,none,self_report
CTX00005078,USR001958,SES00009979,2026-05-24T13:07:00,travel,recent_travel,self_report
CTX00005079,USR001958,SES00009980,2026-06-04T12:37:00,none,none,self_report
CTX00005080,USR001958,SES00009981,2026-08-25T22:06:00,lifestyle_change,routine_change,self_report
CTX00005081,USR001959,SES00009982,2025-12-07T05:16:00,sleep,poor,self_report
CTX00005082,USR001959,SES00009983,2026-01-09T22:31:00,sleep,fair,self_report
CTX00005083,USR001959,SES00009987,2026-05-14T13:49:00,lifestyle_change,routine_change,self_report
CTX00005084,USR001960,SES00009989,2025-10-10T02:11:00,workload,high,self_report
CTX00005085,USR001960,SES00009990,2025-11-18T21:15:00,lifestyle_change,routine_change,self_report
CTX00005086,USR001960,SES00009992,2026-09-13T00:13:00,travel,recent_travel,self_report
CTX00005087,USR001961,SES00009993,2025-10-21T10:18:00,sleep,good,self_report
CTX00005088,USR001961,SES00009994,2025-11-05T16:10:00,stress,high,self_report
CTX00005089,USR001961,SES00009995,2025-12-29T01:49:00,sleep,fair,self_report
CTX00005090,USR001961,SES00009996,2025-12-30T22:00:00,workload,high,self_report
CTX00005091,USR001961,SES00009997,2026-01-14T02:55:00,workload,high,self_report
CTX00005092,USR001961,SES00009998,2026-01-27T18:06:00,stress,high,self_report
CTX00005093,USR001961,SES00009999,2026-02-18T20:34:00,medication_change_self_report,self_reported_change,self_report
CTX00005094,USR001962,SES00010001,2025-11-22T00:23:00,stress,moderate,self_report
CTX00005095,USR001962,SES00010007,2026-06-07T06:00:00,sleep,poor,self_report
CTX00005096,USR001962,SES00010009,2026-09-02T01:23:00,workload,high,self_report
CTX00005097,USR001964,SES00010010,2026-02-18T01:21:00,major_life_event,self_reported_event,self_report
CTX00005098,USR001964,SES00010011,2026-03-06T10:08:00,stress,moderate,self_report
CTX00005099,USR001964,SES00010014,2026-04-17T02:04:00,workload,normal,self_report
CTX00005100,USR001964,SES00010016,2026-09-03T02:55:00,sleep,good,self_report
CTX00005101,USR001965,SES00010018,2025-11-20T14:16:00,lifestyle_change,routine_change,self_report
CTX00005102,USR001967,SES00010022,2026-01-26T03:29:00,workload,normal,self_report
CTX00005103,USR001967,SES00010023,2026-02-05T22:19:00,medication_change_self_report,self_reported_change,self_report
CTX00005104,USR001967,SES00010024,2026-02-20T23:26:00,workload,normal,self_report
CTX00005105,USR001968,SES00010027,2026-07-26T02:35:00,lifestyle_change,routine_change,self_report
CTX00005106,USR001968,SES00010028,2026-08-06T16:36:00,sleep,poor,self_report
CTX00005107,USR001969,SES00010029,2026-01-03T09:21:00,workload,high,self_report
CTX00005108,USR001969,SES00010031,2026-02-01T21:12:00,stress,low,self_report
CTX00005109,USR001969,SES00010032,2026-03-11T20:23:00,illness_self_report,temporary_unwell,self_report
CTX00005110,USR001970,SES00010038,2026-05-09T20:20:00,stress,high,self_report
CTX00005111,USR001970,SES00010039,2026-06-17T02:05:00,workload,normal,self_report
CTX00005112,USR001971,SES00010042,2026-03-22T23:25:00,stress,high,self_report
CTX00005113,USR001971,SES00010044,2026-05-10T16:56:00,illness_self_report,temporary_unwell,self_report
CTX00005114,USR001972,SES00010045,2026-02-09T13:32:00,major_life_event,self_reported_event,self_report
CTX00005115,USR001972,SES00010048,2026-08-03T10:04:00,travel,recent_travel,self_report
CTX00005116,USR001973,SES00010052,2026-04-06T17:42:00,major_life_event,self_reported_event,self_report
CTX00005117,USR001973,SES00010055,2026-06-05T02:43:00,stress,high,self_report
CTX00005118,USR001973,SES00010056,2026-07-21T03:04:00,sleep,fair,self_report
CTX00005119,USR001974,SES00010059,2025-12-04T19:38:00,sleep,fair,self_report
CTX00005120,USR001974,SES00010060,2026-01-20T21:18:00,sleep,poor,self_report
CTX00005121,USR001974,SES00010061,2026-02-06T01:19:00,medication_change_self_report,self_reported_change,self_report
CTX00005122,USR001974,SES00010063,2026-03-24T23:13:00,sleep,fair,self_report
CTX00005123,USR001974,SES00010064,2026-04-06T22:33:00,sleep,good,self_report
CTX00005124,USR001974,SES00010065,2026-04-30T23:06:00,travel,recent_travel,self_report
CTX00005125,USR001975,SES00010066,2026-01-09T13:08:00,stress,moderate,self_report
CTX00005126,USR001975,SES00010068,2026-02-01T11:32:00,stress,low,self_report
CTX00005127,USR001975,SES00010070,2026-05-25T17:22:00,stress,moderate,self_report
CTX00005128,USR001975,SES00010071,2026-06-20T23:17:00,none,none,self_report
CTX00005129,USR001975,SES00010072,2026-08-22T16:40:00,stress,low,self_report
CTX00005130,USR001976,SES00010074,2026-03-31T11:49:00,sleep,poor,self_report
CTX00005131,USR001978,SES00010079,2026-04-26T14:57:00,sleep,poor,self_report
CTX00005132,USR001979,SES00010083,2026-02-21T18:51:00,major_life_event,self_reported_event,self_report
CTX00005133,USR001979,SES00010084,2026-04-25T05:06:00,stress,low,self_report
CTX00005134,USR001980,SES00010087,2026-01-23T13:27:00,stress,moderate,self_report
CTX00005135,USR001980,SES00010090,2026-07-19T17:26:00,stress,moderate,self_report
CTX00005136,USR001981,SES00010091,2026-03-19T12:42:00,major_life_event,self_reported_event,self_report
CTX00005137,USR001981,SES00010094,2026-06-07T16:19:00,none,none,self_report
CTX00005138,USR001981,SES00010095,2026-06-18T06:58:00,stress,moderate,self_report
CTX00005139,USR001981,SES00010096,2026-07-25T23:40:00,stress,moderate,self_report
CTX00005140,USR001981,SES00010097,2026-08-19T11:22:00,none,none,self_report
CTX00005141,USR001981,SES00010098,2026-08-24T01:25:00,sleep,good,self_report
CTX00005142,USR001981,SES00010099,2026-08-29T22:10:00,workload,normal,self_report
CTX00005143,USR001983,SES00010107,2026-01-23T23:58:00,workload,normal,self_report
CTX00005144,USR001983,SES00010108,2026-02-28T01:32:00,workload,normal,self_report
CTX00005145,USR001983,SES00010109,2026-06-04T04:35:00,travel,recent_travel,self_report
CTX00005146,USR001984,SES00010111,2025-12-12T07:48:00,workload,high,self_report
CTX00005147,USR001984,SES00010112,2026-01-06T08:16:00,sleep,good,self_report
CTX00005148,USR001984,SES00010113,2026-01-23T13:25:00,medication_change_self_report,self_reported_change,self_report
CTX00005149,USR001984,SES00010115,2026-04-17T07:19:00,travel,recent_travel,self_report
CTX00005150,USR001985,SES00010118,2026-02-14T05:07:00,medication_change_self_report,self_reported_change,self_report
CTX00005151,USR001985,SES00010120,2026-04-18T08:04:00,sleep,good,self_report
CTX00005152,USR001986,SES00010126,2026-08-20T01:52:00,none,none,self_report
CTX00005153,USR001987,SES00010128,2026-02-23T04:08:00,lifestyle_change,routine_change,self_report
CTX00005154,USR001987,SES00010129,2026-04-03T00:56:00,major_life_event,self_reported_event,self_report
CTX00005155,USR001987,SES00010130,2026-04-19T19:21:00,stress,moderate,self_report
CTX00005156,USR001990,SES00010132,2026-01-29T14:36:00,workload,normal,self_report
CTX00005157,USR001990,SES00010133,2026-02-08T02:57:00,none,none,self_report
CTX00005158,USR001990,SES00010135,2026-05-31T14:28:00,workload,high,self_report
CTX00005159,USR001990,SES00010136,2026-06-07T02:00:00,workload,high,self_report
CTX00005160,USR001993,SES00010139,2026-01-13T10:48:00,sleep,good,self_report
CTX00005161,USR001993,SES00010140,2026-01-18T18:02:00,lifestyle_change,routine_change,self_report
CTX00005162,USR001993,SES00010141,2026-03-10T10:42:00,stress,high,self_report
CTX00005163,USR001993,SES00010142,2026-03-13T07:17:00,workload,high,self_report
CTX00005164,USR001993,SES00010144,2026-04-27T22:54:00,illness_self_report,temporary_unwell,self_report
CTX00005165,USR001994,SES00010149,2026-04-24T14:20:00,workload,normal,self_report
CTX00005166,USR001994,SES00010152,2026-08-09T14:52:00,stress,low,self_report
CTX00005167,USR001995,SES00010155,2026-08-09T23:26:00,lifestyle_change,routine_change,self_report
CTX00005168,USR001995,SES00010156,2026-08-18T23:00:00,workload,high,self_report
CTX00005169,USR001996,SES00010158,2025-12-12T00:37:00,none,none,self_report
CTX00005170,USR001996,SES00010159,2026-06-11T16:19:00,stress,moderate,self_report
CTX00005171,USR001996,SES00010160,2026-07-13T03:54:00,sleep,poor,self_report
CTX00005172,USR001996,SES00010161,2026-08-03T23:44:00,stress,low,self_report
CTX00005173,USR001997,SES00010164,2026-04-12T23:51:00,lifestyle_change,routine_change,self_report
CTX00005174,USR001997,SES00010165,2026-05-04T08:59:00,stress,high,self_report
CTX00005175,USR001997,SES00010167,2026-06-18T00:33:00,sleep,good,self_report
CTX00005176,USR001997,SES00010168,2026-08-11T00:18:00,sleep,good,self_report
CTX00005177,USR001998,SES00010174,2026-08-16T01:19:00,stress,high,self_report
CTX00005178,USR001999,SES00010178,2026-03-24T18:31:00,stress,high,self_report
CTX00005179,USR001999,SES00010179,2026-04-18T06:33:00,workload,high,self_report
CTX00005180,USR002000,SES00010182,2026-02-07T02:02:00,illness_self_report,temporary_unwell,self_report
CTX00005181,USR002000,SES00010185,2026-05-25T03:00:00,illness_self_report,temporary_unwell,self_report
CTX00005182,USR002001,SES00010188,2025-11-19T03:36:00,illness_self_report,temporary_unwell,self_report
CTX00005183,USR002001,SES00010189,2026-05-10T15:39:00,sleep,good,self_report
CTX00005184,USR002002,SES00010191,2025-12-09T00:16:00,workload,normal,self_report
CTX00005185,USR002002,SES00010192,2025-12-31T13:35:00,sleep,good,self_report
CTX00005186,USR002002,SES00010194,2026-05-12T15:46:00,lifestyle_change,routine_change,self_report
CTX00005187,USR002002,SES00010195,2026-06-07T02:31:00,sleep,good,self_report
CTX00005188,USR002002,SES00010196,2026-06-15T02:14:00,lifestyle_change,routine_change,self_report
CTX00005189,USR002003,SES00010199,2026-05-12T08:25:00,stress,low,self_report
CTX00005190,USR002003,SES00010200,2026-06-10T23:31:00,illness_self_report,temporary_unwell,self_report
CTX00005191,USR002003,SES00010201,2026-07-26T12:33:00,stress,high,self_report
CTX00005192,USR002005,SES00010203,2026-01-20T07:47:00,lifestyle_change,routine_change,self_report
CTX00005193,USR002006,SES00010206,2025-10-25T06:33:00,stress,high,self_report
CTX00005194,USR002006,SES00010207,2025-10-30T02:13:00,stress,high,self_report
CTX00005195,USR002007,SES00010210,2026-01-24T08:12:00,illness_self_report,temporary_unwell,self_report
CTX00005196,USR002007,SES00010211,2026-02-04T21:38:00,workload,normal,self_report
CTX00005197,USR002007,SES00010214,2026-07-02T14:25:00,sleep,poor,self_report
CTX00005198,USR002008,SES00010217,2026-04-14T11:12:00,illness_self_report,temporary_unwell,self_report
CTX00005199,USR002008,SES00010218,2026-07-31T14:36:00,sleep,poor,self_report
CTX00005200,USR002008,SES00010219,2026-08-03T21:51:00,none,none,self_report
CTX00005201,USR002008,SES00010220,2026-09-12T14:03:00,stress,high,self_report
CTX00005202,USR002009,SES00010224,2026-08-05T07:02:00,sleep,good,self_report
CTX00005203,USR002010,SES00010225,2026-01-26T11:07:00,lifestyle_change,routine_change,self_report
CTX00005204,USR002010,SES00010227,2026-04-26T03:21:00,stress,moderate,self_report
CTX00005205,USR002010,SES00010228,2026-07-12T02:54:00,travel,recent_travel,self_report
CTX00005206,USR002010,SES00010229,2026-07-22T03:45:00,travel,recent_travel,self_report
CTX00005207,USR002012,SES00010231,2026-06-17T18:05:00,stress,high,self_report
CTX00005208,USR002012,SES00010233,2026-08-20T22:28:00,sleep,fair,self_report
CTX00005209,USR002012,SES00010234,2026-09-10T04:26:00,workload,high,self_report
CTX00005210,USR002013,SES00010236,2026-04-18T20:25:00,medication_change_self_report,self_reported_change,self_report
CTX00005211,USR002013,SES00010241,2026-09-12T08:13:00,sleep,fair,self_report
CTX00005212,USR002014,SES00010244,2026-03-08T08:48:00,stress,high,self_report
CTX00005213,USR002014,SES00010245,2026-04-18T01:12:00,stress,high,self_report
CTX00005214,USR002015,SES00010247,2026-02-13T18:19:00,sleep,good,self_report
CTX00005215,USR002018,SES00010254,2026-04-08T18:00:00,stress,moderate,self_report
CTX00005216,USR002018,SES00010255,2026-04-18T04:20:00,stress,moderate,self_report
CTX00005217,USR002018,SES00010257,2026-05-30T12:42:00,stress,moderate,self_report
CTX00005218,USR002018,SES00010258,2026-06-03T00:23:00,stress,high,self_report
CTX00005219,USR002018,SES00010259,2026-07-21T00:54:00,sleep,poor,self_report
CTX00005220,USR002020,SES00010265,2026-06-29T05:39:00,stress,moderate,self_report
CTX00005221,USR002020,SES00010266,2026-08-05T08:14:00,illness_self_report,temporary_unwell,self_report
CTX00005222,USR002020,SES00010267,2026-09-05T20:15:00,sleep,fair,self_report
CTX00005223,USR002021,SES00010268,2026-03-17T06:13:00,stress,high,self_report
CTX00005224,USR002021,SES00010269,2026-07-26T19:29:00,sleep,fair,self_report
CTX00005225,USR002021,SES00010270,2026-08-09T17:24:00,workload,normal,self_report
CTX00005226,USR002021,SES00010271,2026-09-09T20:14:00,sleep,poor,self_report
CTX00005227,USR002025,SES00010272,2026-01-25T16:31:00,stress,high,self_report
CTX00005228,USR002025,SES00010273,2026-02-13T17:31:00,illness_self_report,temporary_unwell,self_report
CTX00005229,USR002025,SES00010276,2026-06-19T17:37:00,sleep,fair,self_report
CTX00005230,USR002025,SES00010277,2026-07-14T02:30:00,stress,high,self_report
CTX00005231,USR002026,SES00010279,2025-10-27T02:53:00,travel,recent_travel,self_report
CTX00005232,USR002026,SES00010280,2025-11-08T08:17:00,none,none,self_report
CTX00005233,USR002026,SES00010282,2025-12-15T10:33:00,sleep,good,self_report
CTX00005234,USR002026,SES00010283,2025-12-28T13:38:00,none,none,self_report
CTX00005235,USR002026,SES00010284,2026-02-18T20:56:00,medication_change_self_report,self_reported_change,self_report
CTX00005236,USR002026,SES00010286,2026-05-08T23:35:00,travel,recent_travel,self_report
CTX00005237,USR002027,SES00010287,2026-01-10T12:59:00,stress,moderate,self_report
CTX00005238,USR002027,SES00010288,2026-01-29T02:39:00,workload,normal,self_report
CTX00005239,USR002027,SES00010292,2026-07-24T08:18:00,major_life_event,self_reported_event,self_report
CTX00005240,USR002027,SES00010293,2026-08-07T15:57:00,travel,recent_travel,self_report
CTX00005241,USR002030,SES00010296,2026-03-20T04:01:00,sleep,fair,self_report
CTX00005242,USR002030,SES00010297,2026-04-25T05:37:00,sleep,good,self_report
CTX00005243,USR002030,SES00010298,2026-04-27T04:42:00,medication_change_self_report,self_reported_change,self_report
CTX00005244,USR002030,SES00010301,2026-09-10T06:53:00,sleep,fair,self_report
CTX00005245,USR002032,SES00010302,2025-10-12T01:29:00,none,none,self_report
CTX00005246,USR002032,SES00010303,2025-11-03T11:08:00,stress,low,self_report
CTX00005247,USR002032,SES00010304,2025-12-06T03:34:00,travel,recent_travel,self_report
CTX00005248,USR002032,SES00010308,2026-09-06T15:32:00,sleep,fair,self_report
CTX00005249,USR002033,SES00010310,2025-12-30T18:51:00,major_life_event,self_reported_event,self_report
CTX00005250,USR002033,SES00010311,2026-02-20T10:19:00,workload,normal,self_report
CTX00005251,USR002033,SES00010312,2026-04-30T13:44:00,travel,recent_travel,self_report
CTX00005252,USR002033,SES00010313,2026-05-23T04:01:00,sleep,fair,self_report
CTX00005253,USR002033,SES00010316,2026-07-26T11:23:00,sleep,fair,self_report
CTX00005254,USR002034,SES00010319,2026-01-06T12:11:00,lifestyle_change,routine_change,self_report
CTX00005255,USR002034,SES00010320,2026-01-27T01:18:00,none,none,self_report
CTX00005256,USR002034,SES00010322,2026-02-17T00:14:00,illness_self_report,temporary_unwell,self_report
CTX00005257,USR002034,SES00010323,2026-03-29T18:48:00,stress,moderate,self_report
CTX00005258,USR002034,SES00010324,2026-04-03T13:41:00,lifestyle_change,routine_change,self_report
CTX00005259,USR002034,SES00010325,2026-07-29T17:25:00,stress,low,self_report
CTX00005260,USR002034,SES00010326,2026-08-20T19:02:00,stress,moderate,self_report
CTX00005261,USR002035,SES00010329,2026-02-04T05:02:00,sleep,good,self_report
CTX00005262,USR002035,SES00010330,2026-07-10T14:49:00,stress,low,self_report
CTX00005263,USR002035,SES00010333,2026-08-21T19:59:00,workload,high,self_report
CTX00005264,USR002036,SES00010337,2026-03-10T08:24:00,workload,high,self_report
CTX00005265,USR002036,SES00010338,2026-04-14T20:30:00,stress,high,self_report
CTX00005266,USR002036,SES00010340,2026-07-15T03:09:00,stress,high,self_report
CTX00005267,USR002037,SES00010344,2026-07-21T18:31:00,workload,high,self_report
CTX00005268,USR002039,SES00010347,2026-02-12T20:40:00,stress,high,self_report
CTX00005269,USR002039,SES00010349,2026-07-26T07:17:00,stress,low,self_report
CTX00005270,USR002040,SES00010354,2026-02-01T22:54:00,lifestyle_change,routine_change,self_report
CTX00005271,USR002040,SES00010357,2026-07-10T11:12:00,sleep,poor,self_report
CTX00005272,USR002041,SES00010359,2026-02-28T15:55:00,stress,moderate,self_report
CTX00005273,USR002041,SES00010361,2026-06-17T23:04:00,lifestyle_change,routine_change,self_report
CTX00005274,USR002041,SES00010362,2026-06-29T17:24:00,stress,high,self_report
CTX00005275,USR002041,SES00010363,2026-07-28T16:10:00,travel,recent_travel,self_report
CTX00005276,USR002042,SES00010365,2025-12-31T22:41:00,workload,high,self_report
CTX00005277,USR002042,SES00010368,2026-04-26T07:53:00,stress,moderate,self_report
CTX00005278,USR002043,SES00010372,2026-06-26T11:26:00,stress,high,self_report
CTX00005279,USR002043,SES00010374,2026-08-14T19:06:00,stress,low,self_report
CTX00005280,USR002044,SES00010375,2026-02-09T14:39:00,sleep,good,self_report
CTX00005281,USR002044,SES00010377,2026-03-19T11:56:00,workload,normal,self_report
CTX00005282,USR002044,SES00010379,2026-06-15T19:10:00,stress,moderate,self_report
CTX00005283,USR002044,SES00010380,2026-06-24T12:43:00,medication_change_self_report,self_reported_change,self_report
CTX00005284,USR002045,SES00010383,2026-01-30T14:39:00,stress,high,self_report
CTX00005285,USR002045,SES00010385,2026-05-24T14:49:00,major_life_event,self_reported_event,self_report
CTX00005286,USR002045,SES00010386,2026-06-29T13:47:00,sleep,poor,self_report
CTX00005287,USR002045,SES00010387,2026-08-30T00:03:00,stress,high,self_report
CTX00005288,USR002045,SES00010388,2026-09-12T06:42:00,workload,normal,self_report
CTX00005289,USR002046,SES00010393,2026-01-19T04:18:00,stress,moderate,self_report
CTX00005290,USR002046,SES00010394,2026-02-05T12:44:00,none,none,self_report
CTX00005291,USR002046,SES00010395,2026-05-14T07:57:00,workload,high,self_report
CTX00005292,USR002046,SES00010396,2026-06-11T21:29:00,lifestyle_change,routine_change,self_report
CTX00005293,USR002047,SES00010397,2025-12-16T03:06:00,stress,low,self_report
CTX00005294,USR002047,SES00010398,2026-01-18T05:41:00,stress,high,self_report
CTX00005295,USR002047,SES00010399,2026-05-10T22:36:00,none,none,self_report
CTX00005296,USR002047,SES00010400,2026-06-02T20:00:00,lifestyle_change,routine_change,self_report
CTX00005297,USR002047,SES00010402,2026-09-01T18:23:00,workload,high,self_report
CTX00005298,USR002048,SES00010403,2026-02-24T11:54:00,illness_self_report,temporary_unwell,self_report
CTX00005299,USR002048,SES00010404,2026-03-12T12:18:00,workload,high,self_report
CTX00005300,USR002048,SES00010405,2026-06-05T16:22:00,stress,low,self_report
CTX00005301,USR002051,SES00010408,2025-10-31T14:01:00,workload,normal,self_report
CTX00005302,USR002051,SES00010412,2026-05-04T03:55:00,workload,normal,self_report
CTX00005303,USR002052,SES00010416,2026-03-20T11:31:00,lifestyle_change,routine_change,self_report
CTX00005304,USR002052,SES00010418,2026-04-07T22:04:00,stress,moderate,self_report
CTX00005305,USR002052,SES00010419,2026-06-03T19:01:00,sleep,good,self_report
CTX00005306,USR002052,SES00010420,2026-07-19T22:37:00,stress,low,self_report
CTX00005307,USR002052,SES00010422,2026-08-12T16:36:00,major_life_event,self_reported_event,self_report
CTX00005308,USR002053,SES00010423,2026-02-14T19:18:00,none,none,self_report
CTX00005309,USR002053,SES00010424,2026-04-16T19:54:00,major_life_event,self_reported_event,self_report
CTX00005310,USR002053,SES00010425,2026-07-03T15:33:00,sleep,good,self_report
CTX00005311,USR002053,SES00010426,2026-07-18T12:02:00,stress,moderate,self_report
CTX00005312,USR002053,SES00010427,2026-08-05T04:39:00,none,none,self_report
CTX00005313,USR002053,SES00010430,2026-08-26T07:27:00,lifestyle_change,routine_change,self_report
CTX00005314,USR002053,SES00010431,2026-09-07T04:50:00,none,none,self_report
CTX00005315,USR002054,SES00010436,2026-05-18T08:17:00,sleep,good,self_report
CTX00005316,USR002054,SES00010438,2026-06-25T15:02:00,sleep,good,self_report
CTX00005317,USR002054,SES00010439,2026-07-07T09:27:00,workload,normal,self_report
CTX00005318,USR002054,SES00010440,2026-07-22T10:17:00,stress,moderate,self_report
CTX00005319,USR002055,SES00010442,2026-05-05T07:47:00,workload,high,self_report
CTX00005320,USR002057,SES00010445,2026-02-22T16:22:00,stress,low,self_report
CTX00005321,USR002057,SES00010446,2026-03-24T18:33:00,sleep,poor,self_report
CTX00005322,USR002057,SES00010450,2026-07-10T06:25:00,stress,moderate,self_report
CTX00005323,USR002057,SES00010451,2026-08-01T04:37:00,travel,recent_travel,self_report
CTX00005324,USR002057,SES00010452,2026-08-23T19:01:00,travel,recent_travel,self_report
CTX00005325,USR002058,SES00010454,2026-03-24T05:03:00,travel,recent_travel,self_report
CTX00005326,USR002058,SES00010455,2026-04-28T03:22:00,sleep,poor,self_report
CTX00005327,USR002058,SES00010457,2026-05-19T14:54:00,sleep,good,self_report
CTX00005328,USR002058,SES00010459,2026-07-03T12:57:00,sleep,fair,self_report
CTX00005329,USR002058,SES00010460,2026-07-11T17:48:00,none,none,self_report
CTX00005330,USR002058,SES00010462,2026-08-19T08:06:00,medication_change_self_report,self_reported_change,self_report
CTX00005331,USR002059,SES00010463,2026-02-01T03:56:00,lifestyle_change,routine_change,self_report
CTX00005332,USR002059,SES00010464,2026-02-08T08:09:00,sleep,good,self_report
CTX00005333,USR002060,SES00010472,2026-03-03T18:28:00,sleep,good,self_report
CTX00005334,USR002060,SES00010473,2026-04-03T20:15:00,travel,recent_travel,self_report
CTX00005335,USR002060,SES00010474,2026-05-03T02:53:00,travel,recent_travel,self_report
CTX00005336,USR002060,SES00010476,2026-07-07T01:27:00,travel,recent_travel,self_report
CTX00005337,USR002062,SES00010478,2025-12-10T09:45:00,medication_change_self_report,self_reported_change,self_report
CTX00005338,USR002062,SES00010479,2026-04-20T04:49:00,none,none,self_report
CTX00005339,USR002062,SES00010480,2026-07-15T12:07:00,travel,recent_travel,self_report
CTX00005340,USR002063,SES00010482,2025-12-12T15:33:00,workload,high,self_report
CTX00005341,USR002063,SES00010483,2026-02-28T15:51:00,sleep,fair,self_report
CTX00005342,USR002063,SES00010484,2026-04-24T00:40:00,workload,normal,self_report
CTX00005343,USR002063,SES00010486,2026-09-08T21:55:00,lifestyle_change,routine_change,self_report
CTX00005344,USR002064,SES00010488,2026-07-07T10:39:00,illness_self_report,temporary_unwell,self_report
CTX00005345,USR002066,SES00010493,2026-03-02T15:28:00,travel,recent_travel,self_report
CTX00005346,USR002066,SES00010495,2026-04-13T17:38:00,sleep,fair,self_report
CTX00005347,USR002066,SES00010499,2026-06-28T23:01:00,stress,moderate,self_report
CTX00005348,USR002068,SES00010503,2026-02-24T10:36:00,workload,high,self_report
CTX00005349,USR002068,SES00010504,2026-03-12T05:23:00,sleep,good,self_report
CTX00005350,USR002068,SES00010506,2026-04-21T17:13:00,workload,high,self_report
CTX00005351,USR002068,SES00010507,2026-07-28T04:06:00,travel,recent_travel,self_report
CTX00005352,USR002069,SES00010509,2025-12-13T09:27:00,workload,normal,self_report
CTX00005353,USR002069,SES00010510,2026-02-05T20:34:00,sleep,good,self_report
CTX00005354,USR002069,SES00010511,2026-02-18T15:09:00,none,none,self_report
CTX00005355,USR002069,SES00010515,2026-05-08T05:13:00,sleep,fair,self_report
CTX00005356,USR002070,SES00010519,2026-04-26T20:39:00,illness_self_report,temporary_unwell,self_report
CTX00005357,USR002070,SES00010521,2026-08-11T10:19:00,lifestyle_change,routine_change,self_report
CTX00005358,USR002071,SES00010522,2026-03-14T09:20:00,illness_self_report,temporary_unwell,self_report
CTX00005359,USR002071,SES00010523,2026-05-08T17:46:00,travel,recent_travel,self_report
CTX00005360,USR002071,SES00010527,2026-07-13T01:42:00,major_life_event,self_reported_event,self_report
CTX00005361,USR002072,SES00010532,2026-05-26T10:29:00,travel,recent_travel,self_report
CTX00005362,USR002073,SES00010534,2025-12-14T08:21:00,sleep,fair,self_report
CTX00005363,USR002073,SES00010537,2026-03-19T19:30:00,stress,moderate,self_report
CTX00005364,USR002073,SES00010538,2026-06-21T04:40:00,lifestyle_change,routine_change,self_report
CTX00005365,USR002074,SES00010540,2026-04-28T04:53:00,sleep,good,self_report
CTX00005366,USR002074,SES00010543,2026-07-09T06:50:00,medication_change_self_report,self_reported_change,self_report
CTX00005367,USR002075,SES00010548,2026-02-13T21:12:00,stress,moderate,self_report
CTX00005368,USR002075,SES00010550,2026-05-16T11:54:00,travel,recent_travel,self_report
CTX00005369,USR002075,SES00010552,2026-09-07T12:55:00,major_life_event,self_reported_event,self_report
CTX00005370,USR002077,SES00010557,2026-02-02T17:17:00,stress,high,self_report
CTX00005371,USR002077,SES00010558,2026-05-18T17:10:00,stress,low,self_report
CTX00005372,USR002077,SES00010559,2026-05-29T23:01:00,sleep,poor,self_report
CTX00005373,USR002077,SES00010560,2026-06-10T22:44:00,none,none,self_report
CTX00005374,USR002078,SES00010564,2026-04-03T05:52:00,stress,moderate,self_report
CTX00005375,USR002078,SES00010567,2026-05-10T16:11:00,stress,low,self_report
CTX00005376,USR002078,SES00010570,2026-07-05T02:17:00,illness_self_report,temporary_unwell,self_report
CTX00005377,USR002079,SES00010572,2025-12-22T06:10:00,stress,high,self_report
CTX00005378,USR002079,SES00010573,2026-01-25T10:12:00,sleep,poor,self_report
CTX00005379,USR002079,SES00010575,2026-02-09T18:27:00,stress,high,self_report
CTX00005380,USR002079,SES00010577,2026-06-30T12:53:00,workload,high,self_report
CTX00005381,USR002080,SES00010581,2025-12-17T08:31:00,workload,high,self_report
CTX00005382,USR002080,SES00010582,2026-01-13T03:40:00,workload,high,self_report
CTX00005383,USR002080,SES00010583,2026-01-13T21:26:00,lifestyle_change,routine_change,self_report
CTX00005384,USR002080,SES00010589,2026-09-09T01:35:00,sleep,poor,self_report
CTX00005385,USR002081,SES00010593,2026-04-13T22:51:00,sleep,poor,self_report
CTX00005386,USR002081,SES00010594,2026-05-01T08:38:00,workload,normal,self_report
CTX00005387,USR002081,SES00010595,2026-05-24T00:55:00,stress,high,self_report
CTX00005388,USR002081,SES00010596,2026-09-09T02:25:00,sleep,fair,self_report
CTX00005389,USR002082,SES00010599,2026-02-18T23:39:00,sleep,good,self_report
