recommendation_id,insight_id,user_id,product_code,recommendation_type,recommendation_text,priority,created_at
REC00002027,INS00002027,USR002994,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-07-02T05:00:20
REC00002028,INS00002028,USR002995,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-04-16T05:00:20
REC00002029,INS00002029,USR002996,HEALTH_RESERVE,review_healthcare_coverage,Review healthcare coverage information.,medium,2026-06-27T10:00:20
REC00002030,INS00002030,USR002997,HEALTH_RESERVE,review_healthcare_coverage,Review healthcare coverage information.,medium,2026-09-14T12:00:20
REC00002031,INS00002031,USR002998,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-09-14T12:00:20
REC00002032,INS00002032,USR002999,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-01-20T07:00:20
REC00002033,INS00002033,USR003000,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-06-09T14:00:20
REC00002034,INS00002034,USR003004,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-05-31T23:00:20
REC00002035,INS00002035,USR003006,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-05-12T18:00:20
REC00002036,INS00002036,USR003009,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-02-24T09:00:20
REC00002037,INS00002037,USR003010,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-09-14T12:00:20
REC00002038,INS00002038,USR003011,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-07-27T07:00:20
REC00002039,INS00002039,USR003012,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-02-15T22:00:20
REC00002040,INS00002040,USR003014,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-06-21T12:00:20
REC00002041,INS00002041,USR003015,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-06-03T02:00:20
REC00002042,INS00002042,USR003016,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-08-20T02:00:20
REC00002043,INS00002043,USR003018,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-05-26T07:00:20
REC00002044,INS00002044,USR003019,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-09-01T14:00:20
REC00002045,INS00002045,USR003021,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-04-15T01:00:20
REC00002046,INS00002046,USR003021,HEALTH_RESERVE,review_healthcare_coverage,Review healthcare coverage information.,low,2026-06-15T04:00:20
REC00002047,INS00002047,USR003022,MINDGUARD,review_sleep,Review recent sleep context and repeat monitoring when convenient.,low,2026-07-11T23:00:20
REC00002048,INS00002048,USR003024,MINDGUARD,review_sleep,Review recent sleep context and repeat monitoring when convenient.,medium,2026-08-08T14:00:20
REC00002049,INS00002049,USR003025,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-08-01T09:00:20
REC00002050,INS00002050,USR003026,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-07-22T12:00:20
REC00002051,INS00002051,USR003027,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-09-14T12:00:20
REC00002052,INS00002052,USR003028,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-08-10T00:00:20
REC00002053,INS00002053,USR003030,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-02-04T01:00:20
REC00002054,INS00002054,USR003034,MINDGUARD,wellbeing_checkin,Complete a wellbeing check-in to add context.,medium,2026-09-14T12:00:20
REC00002055,INS00002055,USR003035,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-02-13T07:00:20
REC00002056,INS00002056,USR003036,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-06-18T04:00:20
REC00002057,INS00002057,USR003037,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-08-15T06:00:20
REC00002058,INS00002058,USR003037,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-07-01T05:00:20
REC00002059,INS00002059,USR003040,HEALTH_RESERVE,review_healthcare_coverage,Review healthcare coverage information.,medium,2026-09-14T12:00:20
REC00002060,INS00002060,USR003041,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-05-08T18:00:20
REC00002061,INS00002061,USR003042,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-02-22T09:00:20
REC00002062,INS00002062,USR003043,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-05-22T03:00:20
REC00002063,INS00002063,USR003046,MINDGUARD,review_sleep,Review recent sleep context and repeat monitoring when convenient.,medium,2026-07-26T14:00:20
REC00002064,INS00002064,USR003049,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-07-05T20:00:20
REC00002065,INS00002065,USR003050,MINDGUARD,review_sleep,Review recent sleep context and repeat monitoring when convenient.,medium,2026-08-13T15:00:20
REC00002066,INS00002066,USR003050,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-09-14T12:00:20
REC00002067,INS00002067,USR003053,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-07-30T00:00:20
REC00002068,INS00002068,USR003054,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-03-20T12:00:20
REC00002069,INS00002069,USR003054,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-02-05T12:00:20
REC00002070,INS00002070,USR003055,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-07-17T11:00:20
REC00002071,INS00002071,USR003057,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-02-04T15:00:20
REC00002072,INS00002072,USR003058,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-04-15T09:00:20
REC00002073,INS00002073,USR003062,MINDGUARD,wellbeing_checkin,Complete a wellbeing check-in to add context.,low,2026-09-14T12:00:20
REC00002074,INS00002074,USR003064,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-09-14T12:00:20
REC00002075,INS00002075,USR003065,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-03-06T16:00:20
REC00002076,INS00002076,USR003075,MINDGUARD,wellbeing_checkin,Complete a wellbeing check-in to add context.,low,2026-07-21T22:00:20
REC00002077,INS00002077,USR003077,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-09-14T12:00:20
REC00002078,INS00002078,USR003078,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-05-11T18:00:20
REC00002079,INS00002079,USR003079,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-06-02T10:00:20
REC00002080,INS00002080,USR003080,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-05-20T19:00:20
REC00002081,INS00002081,USR003081,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-05-21T11:00:20
REC00002082,INS00002082,USR003082,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-04-21T10:00:20
REC00002083,INS00002083,USR003083,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-07-22T02:00:20
REC00002084,INS00002084,USR003084,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-09-14T12:00:20
REC00002085,INS00002085,USR003085,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-06-29T15:00:20
REC00002086,INS00002086,USR003086,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-04-25T01:00:20
REC00002087,INS00002087,USR003087,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-03-14T21:00:20
REC00002088,INS00002088,USR003088,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-07-05T07:00:20
REC00002089,INS00002089,USR003090,MINDGUARD,wellbeing_checkin,Complete a wellbeing check-in to add context.,medium,2026-07-12T23:00:20
REC00002090,INS00002090,USR003092,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-06-01T00:00:20
REC00002091,INS00002091,USR003093,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-05-27T16:00:20
REC00002092,INS00002092,USR003095,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-03-12T16:00:20
REC00002093,INS00002093,USR003096,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-07-12T19:00:20
REC00002094,INS00002094,USR003097,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-09-03T04:00:20
REC00002095,INS00002095,USR003098,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-02-08T00:00:20
REC00002096,INS00002096,USR003100,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-05-12T06:00:20
REC00002097,INS00002097,USR003101,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-08-06T02:00:20
REC00002098,INS00002098,USR003104,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-04-08T23:00:20
REC00002099,INS00002099,USR003105,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-07-21T00:00:20
REC00002100,INS00002100,USR003105,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-05-16T21:00:20
REC00002101,INS00002101,USR003107,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-06-03T04:00:20
REC00002102,INS00002102,USR003109,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-09-14T12:00:20
REC00002103,INS00002103,USR003110,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-09-14T12:00:20
REC00002104,INS00002104,USR003113,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-03-13T15:00:20
REC00002105,INS00002105,USR003113,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-02-12T11:00:20
REC00002106,INS00002106,USR003114,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-09-14T12:00:20
REC00002107,INS00002107,USR003117,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-02-28T15:00:20
REC00002108,INS00002108,USR003118,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-04-16T05:00:20
REC00002109,INS00002109,USR003120,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-04-04T11:00:20
REC00002110,INS00002110,USR003121,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-01-07T02:00:20
REC00002111,INS00002111,USR003121,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-05-23T03:00:20
REC00002112,INS00002112,USR003122,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-08-11T07:00:20
REC00002113,INS00002113,USR003123,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-08-24T09:00:20
REC00002114,INS00002114,USR003123,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-09-14T12:00:20
REC00002115,INS00002115,USR003125,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-03-26T19:00:20
REC00002116,INS00002116,USR003126,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-02-02T03:00:20
REC00002117,INS00002117,USR003127,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-06-17T14:00:20
REC00002118,INS00002118,USR003133,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-07-15T22:00:20
REC00002119,INS00002119,USR003135,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-08-28T06:00:20
REC00002120,INS00002120,USR003139,MINDGUARD,review_sleep,Review recent sleep context and repeat monitoring when convenient.,low,2026-08-30T23:00:20
REC00002121,INS00002121,USR003140,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-06-30T17:00:20
REC00002122,INS00002122,USR003141,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-05-19T23:00:20
REC00002123,INS00002123,USR003142,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-06-23T03:00:20
REC00002124,INS00002124,USR003143,MINDGUARD,review_sleep,Review recent sleep context and repeat monitoring when convenient.,medium,2026-09-14T12:00:20
REC00002125,INS00002125,USR003145,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-07-23T09:00:20
REC00002126,INS00002126,USR003146,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-05-14T19:00:20
REC00002127,INS00002127,USR003147,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-03-14T22:00:20
REC00002128,INS00002128,USR003149,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-04-07T19:00:20
REC00002129,INS00002129,USR003151,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-02-16T07:00:20
REC00002130,INS00002130,USR003153,HEALTH_RESERVE,review_healthcare_coverage,Review healthcare coverage information.,medium,2026-08-10T12:00:20
REC00002131,INS00002131,USR003154,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-06-21T09:00:20
REC00002132,INS00002132,USR003156,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-08-12T02:00:20
REC00002133,INS00002133,USR003160,MINDGUARD,wellbeing_checkin,Complete a wellbeing check-in to add context.,low,2026-08-04T13:00:20
REC00002134,INS00002134,USR003160,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-05-14T12:00:20
REC00002135,INS00002135,USR003162,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-06-18T18:00:20
REC00002136,INS00002136,USR003163,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-06-10T13:00:20
REC00002137,INS00002137,USR003164,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-08-15T01:00:20
REC00002138,INS00002138,USR003165,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-05-07T21:00:20
REC00002139,INS00002139,USR003168,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-07-27T06:00:20
REC00002140,INS00002140,USR003169,HEALTH_RESERVE,review_healthcare_coverage,Review healthcare coverage information.,low,2026-05-07T02:00:20
REC00002141,INS00002141,USR003171,MINDGUARD,review_sleep,Review recent sleep context and repeat monitoring when convenient.,low,2026-08-13T23:00:20
REC00002142,INS00002142,USR003172,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-08-03T00:00:20
REC00002143,INS00002143,USR003174,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-09-10T23:00:20
REC00002144,INS00002144,USR003175,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-04-27T22:00:20
REC00002145,INS00002145,USR003177,MINDGUARD,review_sleep,Review recent sleep context and repeat monitoring when convenient.,medium,2026-09-14T12:00:20
REC00002146,INS00002146,USR003178,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-07-03T19:00:20
REC00002147,INS00002147,USR003179,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-05-09T22:00:20
REC00002148,INS00002148,USR003180,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-04-09T15:00:20
REC00002149,INS00002149,USR003181,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-05-15T15:00:20
REC00002150,INS00002150,USR003182,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-05-01T18:00:20
REC00002151,INS00002151,USR003184,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-04-12T23:00:20
REC00002152,INS00002152,USR003185,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-04-09T02:00:20
REC00002153,INS00002153,USR003186,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-09-14T12:00:20
REC00002154,INS00002154,USR003187,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-02-08T16:00:20
REC00002155,INS00002155,USR003188,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-02-08T02:00:20
REC00002156,INS00002156,USR003190,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-07-02T20:00:20
REC00002157,INS00002157,USR003191,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-05-25T10:00:20
REC00002158,INS00002158,USR003194,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-02-17T09:00:20
REC00002159,INS00002159,USR003195,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-05-11T18:00:20
REC00002160,INS00002160,USR003196,MINDGUARD,wellbeing_checkin,Complete a wellbeing check-in to add context.,low,2026-08-19T16:00:20
REC00002161,INS00002161,USR003197,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2025-12-31T13:00:20
REC00002162,INS00002162,USR003198,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-07-06T08:00:20
REC00002163,INS00002163,USR003200,MINDGUARD,wellbeing_checkin,Complete a wellbeing check-in to add context.,medium,2026-07-21T16:00:20
REC00002164,INS00002164,USR003201,MINDGUARD,review_sleep,Review recent sleep context and repeat monitoring when convenient.,low,2026-07-14T14:00:20
REC00002165,INS00002165,USR003206,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-02-06T05:00:20
REC00002166,INS00002166,USR003207,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-03-02T11:00:20
REC00002167,INS00002167,USR003211,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-07-20T04:00:20
REC00002168,INS00002168,USR003212,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-07-19T12:00:20
REC00002169,INS00002169,USR003213,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-06-11T21:00:20
REC00002170,INS00002170,USR003213,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-06-01T17:00:20
REC00002171,INS00002171,USR003214,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-05-10T13:00:20
REC00002172,INS00002172,USR003215,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-06-17T05:00:20
REC00002173,INS00002173,USR003216,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-05-11T01:00:20
REC00002174,INS00002174,USR003217,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-03-07T18:00:20
REC00002175,INS00002175,USR003218,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-07-07T04:00:20
REC00002176,INS00002176,USR003219,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-07-24T08:00:20
REC00002177,INS00002177,USR003221,MINDGUARD,wellbeing_checkin,Complete a wellbeing check-in to add context.,low,2026-06-28T16:00:20
REC00002178,INS00002178,USR003222,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-04-10T21:00:20
REC00002179,INS00002179,USR003223,MINDGUARD,wellbeing_checkin,Complete a wellbeing check-in to add context.,medium,2026-05-27T09:00:20
REC00002180,INS00002180,USR003225,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-03-15T18:00:20
REC00002181,INS00002181,USR003226,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-03-11T08:00:20
REC00002182,INS00002182,USR003227,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-08-25T15:00:20
REC00002183,INS00002183,USR003230,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-04-30T07:00:20
REC00002184,INS00002184,USR003231,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-05-03T13:00:20
REC00002185,INS00002185,USR003232,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-06-21T00:00:20
REC00002186,INS00002186,USR003233,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-07-10T01:00:20
REC00002187,INS00002187,USR003234,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-04-27T06:00:20
REC00002188,INS00002188,USR003239,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-07-16T09:00:20
REC00002189,INS00002189,USR003240,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-09-08T08:00:20
REC00002190,INS00002190,USR003241,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-05-12T15:00:20
REC00002191,INS00002191,USR003242,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-02-11T06:00:20
REC00002192,INS00002192,USR003242,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-08-09T22:00:20
REC00002193,INS00002193,USR003243,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-03-27T10:00:20
REC00002194,INS00002194,USR003244,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-05-30T12:00:20
REC00002195,INS00002195,USR003245,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-02-23T11:00:20
REC00002196,INS00002196,USR003246,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-02-27T16:00:20
REC00002197,INS00002197,USR003248,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-02-15T12:00:20
REC00002198,INS00002198,USR003251,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-03-04T17:00:20
REC00002199,INS00002199,USR003252,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-04-17T04:00:20
REC00002200,INS00002200,USR003253,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-08-28T17:00:20
REC00002201,INS00002201,USR003254,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-06-16T21:00:20
REC00002202,INS00002202,USR003255,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-05-04T08:00:20
REC00002203,INS00002203,USR003258,MINDGUARD,review_sleep,Review recent sleep context and repeat monitoring when convenient.,medium,2026-04-26T07:00:20
REC00002204,INS00002204,USR003260,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-07-11T14:00:20
REC00002205,INS00002205,USR003261,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-07-02T10:00:20
REC00002206,INS00002206,USR003263,MINDGUARD,wellbeing_checkin,Complete a wellbeing check-in to add context.,low,2026-06-14T01:00:20
REC00002207,INS00002207,USR003264,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-04-20T02:00:20
REC00002208,INS00002208,USR003265,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-08-28T23:00:20
REC00002209,INS00002209,USR003265,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-06-01T23:00:20
REC00002210,INS00002210,USR003267,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-08-30T00:00:20
REC00002211,INS00002211,USR003268,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-01-13T17:00:20
REC00002212,INS00002212,USR003269,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-07-27T23:00:20
REC00002213,INS00002213,USR003270,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-03-24T07:00:20
REC00002214,INS00002214,USR003271,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-03-20T07:00:20
REC00002215,INS00002215,USR003273,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-09-14T12:00:20
REC00002216,INS00002216,USR003274,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-05-29T16:00:20
REC00002217,INS00002217,USR003275,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-01-28T08:00:20
REC00002218,INS00002218,USR003277,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-02-28T06:00:20
REC00002219,INS00002219,USR003278,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-09-14T12:00:20
REC00002220,INS00002220,USR003278,HEALTH_RESERVE,review_healthcare_coverage,Review healthcare coverage information.,low,2026-05-12T12:00:20
REC00002221,INS00002221,USR003280,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-08-21T21:00:20
REC00002222,INS00002222,USR003283,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-04-13T17:00:20
REC00002223,INS00002223,USR003284,HEALTH_RESERVE,review_healthcare_coverage,Review healthcare coverage information.,medium,2026-07-24T18:00:20
REC00002224,INS00002224,USR003287,HEALTH_RESERVE,review_healthcare_coverage,Review healthcare coverage information.,medium,2026-03-21T13:00:20
REC00002225,INS00002225,USR003288,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-04-15T09:00:20
REC00002226,INS00002226,USR003289,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-09-06T20:00:20
REC00002227,INS00002227,USR003290,MINDGUARD,wellbeing_checkin,Complete a wellbeing check-in to add context.,low,2026-06-19T10:00:20
REC00002228,INS00002228,USR003291,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-05-28T18:00:20
REC00002229,INS00002229,USR003293,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-03-07T11:00:20
REC00002230,INS00002230,USR003294,HEALTH_RESERVE,review_healthcare_coverage,Review healthcare coverage information.,low,2026-07-17T13:00:20
REC00002231,INS00002231,USR003295,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-09-14T12:00:20
REC00002232,INS00002232,USR003298,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-07-21T03:00:20
REC00002233,INS00002233,USR003299,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-04-15T14:00:20
REC00002234,INS00002234,USR003300,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-09-14T12:00:20
REC00002235,INS00002235,USR003301,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-03-15T10:00:20
REC00002236,INS00002236,USR003304,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-09-08T00:00:20
REC00002237,INS00002237,USR003304,HEALTH_RESERVE,review_healthcare_coverage,Review healthcare coverage information.,low,2026-08-08T21:00:20
REC00002238,INS00002238,USR003306,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-08-06T18:00:20
